,Date,IDR,USD,Euro,GBP,RMB,IHSG,Hang Seng,Nasdaq,USD/IDR
0,Jun 11 2020,24361573.75,1738.3,1527.3,1374.9,12289.1,4854.75,24469.0,9588.48,14015.0
1,Jun 12 2020,24555027.5,1733.5,1541.4,1382.4,12263.1,4880.36,24301.38,9663.78,14125.0
2,Jun 15 2020,24177210.06,1710.5,1517.1,1361.1,12134.8,4816.34,23776.95,9776.89,14115.0
3,Jun 16 2020,24258485.63,1719.9,1530.5,1368.5,12179.6,4986.46,24344.09,9949.37,14090.0
4,Jun 17 2020,24283160.25,1724.4,1536.5,1375.1,12217.2,4987.78,24481.41,9982.48,14082.5
5,Jun 18 2020,24176170.0,1719.5,1532.6,1384.8,12173.2,4925.25,24464.94,10012.05,14085.0
6,Jun 19 2020,24459975.0,1734.8,1551.2,1403.1,12279.6,4942.27,24643.89,10008.64,14100.0
7,Jun 22 2020,24991843.64,1761.9,1566.3,1415.5,12468.6,4918.83,24511.34,10130.33,14185.0
8,Jun 23 2020,25047622.62,1768.9,1560.8,1412.4,12497.3,4879.13,24907.34,10209.82,14160.0
9,Jun 24 2020,24971947.69,1766.1,1566.3,1418.6,12493.7,4964.73,24781.58,10002.7,14130.0
10,Jun 26 2020,24850873.39,1747.6,1560.1,1418.8,12363.2,4904.09,24549.99,9849.36,14220.0
11,Jun 29 2020,25254159.39,1771.6,1575.3,1444.1,12538.9,4901.82,24301.28,9961.16,14245.0
12,Jun 30 2020,25257309.9,1768.1,1574.2,1431.0,12507.7,4905.39,24427.19,10156.85,14255.0
13,Jul 02 2020,25552620.5,1777.5,1583.0,1425.8,12558.8,4966.78,25124.19,10341.89,14378.5
14,Jul 06 2020,25906669.58,1787.9,1579.8,1429.2,12575.9,4988.87,26339.16,10604.06,14490.0
15,Jul 07 2020,25841102.71,1789.6,1585.7,1423.1,12569.8,4987.08,25975.66,10524.01,14440.0
16,Jul 08 2020,26114252.31,1811.1,1598.9,1438.1,12709.6,5076.17,26129.18,10666.7,14410.0
17,Jul 09 2020,26085180.91,1812.1,1604.6,1436.4,12660.4,5052.79,26210.16,10754.59,14395.0
18,Jul 10 2020,26045780.91,1803.1,1593.1,1424.1,12631.8,5031.26,25727.41,10836.33,14435.0
19,Jul 13 2020,26091262.5,1807.5,1589.9,1432.5,12658.8,5064.45,25772.12,10602.21,14425.0
20,Jul 14 2020,26037453.59,1801.9,1580.9,1438.2,12647.2,5079.12,25477.89,10689.52,14450.0
21,Jul 15 2020,26324603.92,1804.6,1580.5,1429.7,12612.5,5075.8,25481.58,10701.68,14587.5
22,Jul 16 2020,26437611.79,1807.7,1581.3,1434.6,12650.1,5098.37,24970.69,10626.46,14625.0
23,Jul 17 2020,26559009.69,1807.4,1582.3,1441.8,12651.8,5079.58,25089.17,10645.22,14695.0
24,Jul 20 2020,26844383.81,1815.7,1587.1,1435.6,12692.1,5051.11,25057.99,10952.08,14785.0
25,Jul 21 2020,27166557.92,1842.6,1603.9,1445.1,12886.2,5114.71,25635.66,10833.07,14738.5
26,Jul 22 2020,27137658.57,1852.4,1597.9,1455.0,12972.2,5110.19,25057.94,10870.75,14650.0
27,Jul 27 2020,28120156.58,1936.7,1644.4,1501.7,13559.1,5116.67,24603.26,10674.38,14520.0
28,Jul 28 2020,28210980.08,1940.9,1654.9,1499.4,13601.6,5112.99,24772.76,10532.5,14535.0
29,Jul 29 2020,28356330.08,1950.9,1656.9,1504.9,13656.1,5111.11,24883.14,10662.98,14535.0
30,Jul 30 2020,28581688.57,1957.7,1659.8,1501.2,13713.9,5149.63,24710.59,10715.51,14600.0
