Date,IDR,USD,Euro,GBP,RMB,IHSG,Hang Seng,Nasdaq,USD/IDR
Jan 04 2012,14750885.0,1613,1249.52,1033.35,10153.19,3907.42,18727.31,2329.71,9145
Jan 05 2012,14590875.0,1599,1249.09,1032.98,10076.42,3906.26,18813.41,2348.98,9125
Jan 06 2012,14702067.5,1616.05,1271.43,1049.16,10199.31,3869.41,18593.06,2356.17,9095
Jan 10 2012,14986735.0,1637,1281.11,1057.05,10337.65,3938.84,19004.28,2367.38,9155
Jan 11 2012,14972020.0,1634.05,1288.38,1064.47,10322.68,3909.64,19151.94,2372.25,9160
Jan 12 2012,15214760.0,1661,1297.96,1084.27,10493.87,3909.05,19095.38,2381.99,9160
Jan 13 2012,14850340.0,1635.05,1291.02,1070,10314.44,3935.33,19204.42,2371.98,9080
Jan 17 2012,15044760.0,1656,1300.15,1078.51,10457.64,3954.76,19627.75,2393.24,9085
Jan 18 2012,14901232.5,1647,1285.06,1068.96,10395.86,3978.13,19686.92,2425.96,9030
Jan 19 2012,14895000.0,1655,1283.69,1069.71,10454.14,4001.07,19942.95,2441.07,8970
Jan 20 2012,14786085.0,1653,1279.46,1064.06,10478.37,3986.51,20110.37,2437.02,8945
Jan 26 2012,15482555.0,1727,1312.61,1100.07,10947.45,3983.43,20439.14,2454.63,8965
Jan 27 2012,15486535.0,1726,1314.35,1101.71,10941.11,3986.41,20501.67,2461.77,8972.05
Jan 30 2012,15543710.0,1729,1318.44,1102.61,10946.3,3915.16,20160.41,2465.32,8990
Jan 31 2012,15678560.0,1744,1332.26,1105.16,11002.02,3941.69,20390.49,2467.95,8990
Feb 01 2012,15633900.0,1740,1318.38,1097.02,10973.66,3964.98,20333.37,2488.18,8982.05
Feb 02 2012,15653940.0,1751,1329.34,1106.86,11034.45,4016.09,20739.45,2495.83,8940
Feb 03 2012,15553980.0,1734,1321.45,1097.47,10929.05,4015.95,20756.98,2529.17,8970
Feb 06 2012,15445215.0,1719,1314.42,1088.28,10850.5,3974.79,20709.94,2528.03,8985
Feb 07 2012,15421180.0,1724,1301.92,1086.12,10869.65,3955.45,20699.19,2532.06,8942.05
Feb 08 2012,15487020.0,1746,1317.34,1103.77,10990.2,3988.07,21018.46,2545.72,8880
Feb 09 2012,15635860.0,1748,1313.89,1103.36,11004.01,3978.99,21010.01,2563.93,8945
Feb 10 2012,15377827.5,1711.05,1297.67,1086.53,10780.05,3912.39,20783.86,2547.32,8985
Feb 13 2012,15480000.0,1720,1301.04,1089.06,10831.01,3961.09,20887.4,2569.49,9000
Feb 14 2012,15506610.0,1722,1311.04,1099.02,10847.91,3952.82,20917.83,2575.24,9005
Feb 15 2012,15545010.0,1733,1326.34,1104.28,10917.9,3953.05,21365.23,2556.01,8955
Feb 16 2012,15425565.0,1713,1313.45,1087.72,10794.64,3927.61,21277.28,2592.29,9005
Feb 17 2012,15507000.0,1723,1308.97,1089.51,10853.35,3976.54,21491.62,2584.24,9000
Feb 21 2012,15801920.0,1748,1317.08,1104.97,11006.11,4002.95,21478.72,2590.24,9040
Feb 22 2012,15855600.0,1752,1323.16,1118.31,11030.59,3995.02,21549.28,2579.78,9050
Feb 23 2012,16072965.0,1777,1334.69,1131.74,11192.43,3958.81,21380.99,2594.93,9045
Feb 24 2012,16077487.5,1777.05,1320.29,1120.92,11194.34,3894.56,21406.86,2604.21,9045
Feb 27 2012,16169500.0,1772,1322.88,1118.62,11166.97,3861.02,21217.86,2606.76,9125
Feb 28 2012,16082430.0,1781,1326.78,1124.48,11218.52,3903.56,21568.73,2633.46,9030
Feb 29 2012,15965400.0,1770,1323.17,1108.02,11139.67,3985.21,21680.08,2623.01,9020
Mar 01 2012,15563120.0,1714,1285.63,1074,10798.54,3962.29,21387.96,2643.54,9080
Mar 02 2012,15499560.0,1707,1292.69,1076.56,10751.03,4004.87,21562.26,2641.58,9080
Mar 05 2012,15553862.5,1705,1288.49,1074.39,10752.92,3984.09,21265.31,2614.92,9122.05
Mar 06 2012,15250487.5,1669,1272.54,1060.52,10528.05,3967.08,20806.25,2588.95,9137.05
Mar 07 2012,15282025.0,1677.05,1278.53,1068.01,10584.86,3942.52,20627.78,2607.85,9110
Mar 08 2012,15438150.0,1690,1273.26,1068.54,10674.88,3967.67,20900.73,2637.18,9135
Mar 09 2012,15411093.75,1687.05,1286.25,1075.32,10649.31,3991.54,21086.0,2646.85,9132.05
Mar 12 2012,15544856.25,1697.05,1291.86,1087.13,10739.23,3987.35,21134.18,2646.85,9157.05
Mar 13 2012,15522650.0,1690,1289.19,1074.01,10692.63,4008.64,21339.7,2697.43,9165
Mar 14 2012,15077772.5,1644.25,1262.28,1048.29,10411.88,4054.33,21307.89,2708.41,9170
Mar 15 2012,15108040.0,1648,1260.85,1051.72,10431.84,4039.98,21353.53,2714.79,9167.05
Mar 16 2012,15137540.0,1658,1258.83,1046.45,10483.04,4028.54,21317.85,2712.78,9130
Mar 19 2012,15161187.5,1661.05,1254.72,1045.46,10506.16,4024.73,21115.29,2733.26,9125
Mar 21 2012,15082391.25,1649.25,1250.38,1040.73,10428.04,4036.23,20856.63,2736.88,9145
Mar 22 2012,14977091.25,1635.05,1239.53,1034.06,10303.16,4041.56,20901.56,2731.05,9157.05
Mar 26 2012,15416293.75,1680.25,1260.88,1054.41,10609.1,4031.07,20668.86,2778.02,9175
Mar 27 2012,15515640.0,1692,1270.08,1059.69,10671.78,4079.38,21046.91,2782.12,9157.05
Mar 28 2012,15331210.0,1676,1261.24,1057.38,10568.86,4090.57,20885.42,2770.97,9147.05
Mar 29 2012,15190987.5,1657.05,1248.04,1041.08,10452.19,4105.17,20609.39,2762.05,9165
Mar 30 2012,15201900.0,1662.05,1248.04,1040.53,10470.42,4121.55,20555.58,2755.27,9144
Apr 02 2012,15332350.0,1677.05,1261.18,1047.49,10564.89,4166.07,20522.26,2784.42,9140
Apr 03 2012,15304162.5,1676.25,1256.65,1049.59,10557.02,4215.44,20790.98,2782.78,9130
Apr 05 2012,14858410.0,1631,1248.57,1030.29,10300.25,4166.37,20593.0,2762.05,9110
Apr 10 2012,15042600.0,1644,1256.59,1038.04,10376.11,4149.08,20356.24,2695.12,9150
Apr 11 2012,15174845.0,1658,1263.67,1042.47,10458.83,4130.01,20140.67,2708.13,9152.05
Apr 12 2012,15287631.25,1668.05,1266.46,1045.92,10523.73,4139.54,20327.32,2740.26,9162.05
Apr 13 2012,15231810.0,1666.05,1273.79,1049.01,10503.95,4159.28,20701.04,2698.99,9140
Apr 16 2012,15166275.0,1653,1265.05,1043.43,10438.69,4146.58,20610.64,2670.01,9175
Apr 17 2012,15013890.0,1635.05,1244.58,1026.87,10306.1,4157.36,20562.31,2723.58,9180
Apr 18 2012,15087810.0,1644,1252.81,1025.55,10361.8,4166.24,20780.73,2716.14,9177.05
Apr 19 2012,15145350.0,1650,1255.42,1027.03,10401.43,4163.72,20995.01,2686.82,9179
Apr 20 2012,15074715.25,1641.05,1242.81,1018.52,10355.4,4181.37,21010.64,2676.04,9183.05
Apr 23 2012,14964808.5,1629,1241.19,1012.08,10277.03,4155.49,20624.39,2653.05,9186.05
Apr 24 2012,15163028.75,1649.05,1249.34,1021.39,10403.89,4170.35,20677.16,2638.73,9192.05
Apr 25 2012,15063205.63,1637.75,1242.23,1016.42,10324.54,4163.64,20646.29,2709.62,9197.05
Apr 26 2012,15187397.5,1653.05,1249.86,1021.53,10426.97,4180.31,20809.71,2725.23,9185
Apr 27 2012,15285901.5,1663.05,1254.57,1024.48,10497.02,4163.98,20741.45,2741.34,9189
May 02 2012,15158304.0,1648,1253.04,1017.03,10393.93,4219.03,21309.08,2734.77,9198
May 07 2012,15114281.25,1643.75,1259.68,1015.82,10368.61,4158.86,20536.65,2639.28,9195
May 08 2012,14734987.5,1602.05,1233.17,992.97,10108.57,4181.07,20484.75,2629.87,9195
May 09 2012,14606475.0,1582.05,1223.76,983.04,9985.01,4129.06,20330.64,2621.35,9230
May 10 2012,14674230.0,1598.05,1233.41,989.11,10092.93,4133.63,20227.28,2616.24,9180
May 11 2012,14547770.0,1583,1222.96,983.41,9989.68,4114.14,19964.63,2615.98,9190
May 14 2012,14392747.5,1558.05,1213.97,967.77,9852.06,4053.07,19735.04,2590.28,9235
May 15 2012,14382060.0,1556.05,1218.04,970.42,9834.28,4045.64,19894.31,2580.75,9240
May 16 2012,14311237.0,1548.05,1215.37,972.83,9789.93,3980.05,19259.83,2561.56,9242
May 21 2012,14730625.0,1592.05,1247.26,1007.75,10077.18,3940.11,18922.32,2545.43,9250
May 22 2012,14614387.5,1582.05,1240.04,1001.68,10006.3,4021.01,19039.15,2539.02,9227.05
May 23 2012,14343740.0,1549,1230.98,985.65,9812.14,3981.58,18786.19,2547.08,9260
May 24 2012,14532152.5,1568.05,1246.57,1000.22,9951.66,3984.87,18666.4,2531.35,9265
May 25 2012,14576731.25,1569.05,1254.04,1003.81,9956.75,3902.51,18713.41,2527.05,9287.05
May 29 2012,14839402.5,1579.05,1259.97,1007.37,10026.67,3919.07,19055.46,2558.97,9395
May 30 2012,14606900.0,1540,1242.69,991.44,9790.86,3917.92,18690.22,2537.04,9435
May 31 2012,14645200.0,1558,1260.06,1012.25,9922.09,3832.82,18629.52,2524.87,9400
Jun 01 2012,15076325.0,1606,1299.04,1047.24,10228.61,3799.77,18558.34,2458.83,9387.05
Jun 04 2012,15096400.0,1606,1285.21,1044.11,10221.39,3654.58,18185.59,2478.13,9400
Jun 05 2012,15100415.0,1606,1288.51,1044.86,10226.2,3717.88,18259.03,2487.05,9402.05
Jun 06 2012,15221850.0,1635,1308.21,1057.06,10404.32,3841.33,18520.53,2546.32,9300
Jun 07 2012,15056250.0,1606,1278.36,1031.04,10219.78,3840.06,18678.29,2535.41,9370
Jun 08 2012,14795452.5,1576.05,1264.54,1022.54,10043.09,3825.33,18502.34,2559.21,9385
Jun 11 2012,14897520.0,1584,1266.09,1021.21,10089.13,3866.21,18953.63,2517.18,9405
Jun 12 2012,15080917.5,1603.05,1287.23,1031.39,10214.77,3852.58,18872.56,2546.02,9405
Jun 13 2012,15288080.0,1619.05,1287.98,1039.31,10314.76,3860.46,19026.52,2527.44,9420
Jun 14 2012,15199170.0,1613.05,1280.91,1038.05,10278.48,3791.62,18808.4,2539.97,9420
Jun 15 2012,15271741.25,1627.25,1288.91,1040.24,10357.61,3818.11,19233.94,2571.23,9385
Jun 18 2012,15226087.5,1615.05,1284.23,1030.98,10269.73,3860.16,19427.81,2592.52,9387.05
Jun 19 2012,15287827.5,1625.05,1282.29,1034.46,10329.24,3880.82,19416.67,2620.83,9405
Jun 20 2012,15081420.0,1601,1260.38,1017.22,10182.2,3943.09,19518.85,2623.33,9420
Jun 21 2012,14918260.0,1582,1254.96,1010.25,10068.16,3901.79,19265.07,2556.96,9430
Jun 22 2012,14774406.25,1565.05,1248.85,1006.17,9963.15,3889.52,18995.13,2585.53,9437.05
Jun 25 2012,14820800.0,1570,1258.01,1009.06,9990.38,3857.59,18897.45,2533.54,9440
Jun 26 2012,14877440.0,1576,1263.73,1010.42,10027.93,3881.04,18981.84,2549.84,9440
Jun 27 2012,14861707.5,1573.05,1263.15,1011.67,10000.22,3934.87,19176.95,2565.53,9445
Jun 28 2012,14720032.5,1558.05,1254.18,1005.01,9908.16,3887.57,19025.27,2536.65,9445
Jun 29 2012,15013911.25,1598.05,1259.06,1019.16,10157.03,3955.58,19441.46,2615.72,9392.05
Jul 03 2012,15168106.25,1617.05,1283.12,1031.67,10274.84,4049.89,19735.53,2645.84,9324
Jul 05 2012,15053540.0,1604,1295.53,1033.41,10194.86,4069.84,19809.13,2647.47,9384
Jul 06 2012,14893995.0,1587,1289.51,1023.38,10100.3,4055.02,19800.64,2612.29,9442
Jul 09 2012,14914850.0,1585,1288.67,1021.01,10098.67,3985.05,19428.09,2610.31,9410
Jul 10 2012,15043207.5,1595.25,1301.66,1029.53,10155.2,4009.68,19396.36,2585.52,9430
Jul 11 2012,14847455.0,1577,1287.04,1013.43,10043.28,4019.13,19419.87,2570.99,9415
Jul 12 2012,14698781.25,1556.25,1277.29,1010.29,9918.45,3984.12,19025.11,2545.03,9445
Jul 13 2012,15073486.25,1595.05,1303.09,1026.28,10177.53,4019.67,19092.63,2584.97,9447.05
Jul 17 2012,14964760.0,1585.25,1298,1018.11,10102.64,4080.67,19455.33,2591.65,9440
Jul 18 2012,14886112.5,1575.25,1284.04,1008.32,10034.66,4081.64,19239.88,2625.87,9450
Jul 19 2012,14964840.0,1584,1291.09,1008.34,10095.47,4096.02,19559.05,2655.81,9447.05
Jul 20 2012,14895562.5,1576.25,1295.46,1008.32,10046.23,4081.02,19640.8,2618.04,9450
Jul 23 2012,14865623.75,1572.25,1297.56,1013.64,10041.02,4009.79,19053.47,2589.93,9455
Jul 24 2012,15001293.75,1583.25,1310.01,1019.71,10110.32,3992.11,18903.2,2567.46,9467.05
Jul 25 2012,15181482.5,1601,1320.58,1034.67,10227.99,4000.84,18877.33,2549.02,9482.05
Jul 26 2012,15334595.0,1618,1315.45,1030.67,10329.47,4004.78,18892.79,2584.85,9477.05
Jul 27 2012,15300553.75,1618.25,1308.21,1029.78,10325.57,4084.21,19274.96,2647.03,9455
Jul 30 2012,15295826.25,1617.75,1321.42,1030.81,10320.27,4099.12,19585.4,2642.12,9455
Jul 31 2012,15352230.0,1622,1317.04,1035.23,10320.3,4142.34,19796.81,2642.53,9445
Aug 01 2012,15098557.5,1599,1300.32,1025.76,10183.23,4130.47,19820.38,2635.13,9442.05
Aug 02 2012,15119597.5,1597,1313.38,1029.13,10168.74,4093.11,19690.2,2625.52,9467.05
Aug 03 2012,15166935.0,1602,1298.22,1026.96,10209.06,4099.81,19666.18,2676,9467.05
Aug 06 2012,15238650.0,1610,1297.03,1030.99,10262.46,4105.05,19998.72,2694.09,9465
Aug 07 2012,15252142.5,1611,1297.01,1029.36,10256.27,4085.58,20072.55,2717.16,9467.05
Aug 08 2012,15278284.13,1613.25,1305.54,1030.17,10262.69,4090.71,20065.52,2714.02,9470.05
Aug 09 2012,15296472.5,1615,1312.05,1032.97,10269.78,4131.17,20269.47,2719.61,9471.05
Aug 10 2012,15339333.75,1618.05,1314.36,1031.48,10293.66,4141.56,20136.12,2722.96,9477.05
Aug 13 2012,15389412.5,1622.05,1313.61,1033.21,10321.7,4102.53,20081.36,2728.68,9485
Aug 14 2012,15150664.38,1597.75,1296.72,1018.62,10159.45,4121.56,20291.68,2727.79,9482.05
Aug 15 2012,15212620.63,1601.75,1304.14,1020.52,10191.13,4141.99,20052.29,2735.47,9497.05
Aug 16 2012,15226705.0,1604.05,1297.82,1019.25,10213.93,4160.51,19962.95,2768.09,9490
Aug 21 2012,15558855.0,1639.05,1313.07,1038.74,10420.99,4160.51,20100.09,2772.02,9490
Aug 23 2012,15809883.5,1665.25,1323.41,1048.15,10580.16,4162.66,20132.24,2762.02,9494
Aug 24 2012,15844835.0,1667,1331.79,1054.01,10592.95,4145.04,19880.03,2778.05,9505
Aug 27 2012,15869840.0,1667,1331.84,1055.13,10596.78,4145.88,19798.67,2782.55,9515
Aug 28 2012,15904380.0,1668,1327.34,1053.73,10596.8,4142.85,19811.8,2782.69,9535
Aug 29 2012,15848850.0,1660,1325.09,1048.74,10543.82,4093.17,19788.51,2784,9547.05
Aug 30 2012,15849472.5,1660.05,1328.61,1050.12,10543.51,4025.58,19552.91,2753.74,9545
Aug 31 2012,15718447.5,1648.05,1307.81,1037.87,10465.34,4060.33,19482.57,2772.24,9535
Sep 04 2012,16241987.0,1697,1350.09,1068.03,10771.37,4105.25,19429.91,2772.03,9571
Sep 05 2012,16173300.0,1690,1340.95,1061.99,10730.15,4075.35,19145.07,2766.95,9570
Sep 06 2012,16270065.0,1701,1346.26,1067.43,10789.1,4102.86,19209.3,2829.71,9565
Sep 07 2012,16536960.0,1728,1349.89,1078.18,10960.7,4143.68,19802.16,2825.11,9570
Sep 10 2012,16587364.0,1732,1354.61,1081.82,10976.72,4160.66,19827.17,2788.35,9577
Sep 11 2012,16649353.88,1736.75,1351.98,1081.21,11002.48,4155.36,19857.88,2784.89,9577.05
Sep 12 2012,16619616.0,1737,1347.71,1078.85,10988.96,4174.01,20075.39,2791.68,9568
Sep 13 2012,16600201.88,1733.25,1342.88,1075.42,10970.78,4170.64,20047.63,2831.35,9577.05
Sep 14 2012,16876127.5,1775.05,1350.45,1092.88,11211.39,4257,20629.78,2855.23,9505
Sep 18 2012,16814673.75,1769.05,1355.37,1088.62,11181.29,4223.89,20601.93,2857.38,9502.05
Sep 19 2012,16850378.13,1766.75,1353.05,1089.04,11146.95,4244.71,20841.91,2864.03,9537.05
Sep 20 2012,16776090.0,1758.05,1357.71,1085.46,11085.23,4217.52,20590.92,2861.07,9540
Sep 21 2012,17033052.5,1784.05,1373.86,1097.85,11251.81,4244.62,20734.94,2861.64,9545
Sep 24 2012,16853906.25,1762.05,1364.64,1088.23,11120.14,4200.91,20694.7,2843.98,9562.05
Sep 25 2012,16962112.5,1771.05,1366.64,1089.85,11172.14,4226.89,20698.68,2804.53,9575
Sep 26 2012,16723428.75,1744.75,1358.84,1080.57,10995.41,4180.16,20527.73,2781.63,9585
Sep 27 2012,16880725.0,1763,1370.76,1088.84,11111.31,4225.02,20762.29,2821.06,9575
Sep 28 2012,16996320.0,1776,1380.49,1099.83,11161.98,4262.56,20840.38,2799.19,9570
Oct 03 2012,17015771.25,1775.25,1376,1104.53,11157.27,4251.51,20888.28,2818.84,9585
Oct 04 2012,17182882.5,1791.75,1377.74,1108.45,11260.97,4271.46,20907.95,2828.06,9590
Oct 05 2012,17106776.0,1784,1366,1101.71,11212.26,4311.31,21012.38,2811.94,9589
Oct 09 2012,17016208.0,1774,1375.62,1108.85,11154.56,4280.25,20937.28,2741.92,9592
Oct 10 2012,16893910.0,1761.25,1365.15,1099.37,11066.46,4280.01,20919.6,2728.54,9592
Oct 11 2012,16951442.5,1769,1366.76,1102.87,11104.01,4284.97,20999.05,2719.21,9582.05
Oct 12 2012,16921048.13,1766.75,1362.05,1098.21,11072.57,4311.39,21136.43,2720.14,9577.05
Oct 15 2012,16648240.0,1736,1341.99,1081.52,10885.93,4313.52,21148.25,2739.88,9590
Oct 16 2012,16740202.5,1746.05,1341.09,1084.68,10940.08,4329.08,21207.07,2778.38,9585
Oct 17 2012,16744926.0,1749,1332.98,1081.87,10939.12,4337.53,21416.64,2775.62,9574
Oct 18 2012,16711884.0,1743,1331.35,1080.43,10894.27,4356.97,21518.71,2744.17,9588
Oct 19 2012,16662172.5,1737,1332.98,1084.07,10862.85,4331.25,21551.76,2678.32,9592.05
Oct 22 2012,16585433.75,1726.75,1321.11,1076.96,10800.3,4341.38,21697.55,2694.56,9605
Oct 24 2012,16399465.0,1706.05,1315.83,1064.06,10662.21,4335.38,21763.78,2655.55,9610
Oct 25 2012,16477377.5,1715.05,1323.74,1062.82,10707.64,4339.15,21810.23,2657.66,9605
Oct 31 2012,16510995.0,1719,1326.59,1067.01,10721.75,4350.29,21641.82,2647.92,9605
Nov 01 2012,16510325.0,1716.25,1326.62,1063.32,10710.26,4335.36,21821.87,2687.52,9620
Nov 02 2012,16201275.0,1685,1311.08,1050.53,10516.93,4338.89,22111.33,2656.28,9615
Nov 05 2012,16195270.0,1683.05,1316.98,1053.93,10514.13,4302.94,22006.4,2672.91,9620
Nov 06 2012,16267420.0,1691,1320.94,1058.01,10561.31,4314.27,21944.43,2681.05,9620
Nov 07 2012,16474976.25,1715.25,1344.77,1072.87,10709.5,4350.42,22099.85,2612.69,9605
Nov 08 2012,16534710.0,1717,1349.01,1075.11,10719.06,4327.87,21566.91,2572.57,9630
Nov 09 2012,16721965.0,1738.25,1367.73,1092.59,10855.37,4333.64,21384.38,2584.01,9620
Nov 12 2012,16693105.0,1735.25,1365.16,1093.59,10809.04,4318.59,21430.3,2582.77,9620
Nov 13 2012,16615156.25,1726.25,1358.08,1086.31,10748.49,4332.08,21188.65,2561.86,9625
Nov 14 2012,16614658.13,1725.75,1355.82,1088.97,10743.14,4351.28,21441.99,2531.87,9625
Nov 19 2012,16664715.0,1730.05,1350.37,1087.44,10788.8,4313.44,21262.06,2595.83,9630
Nov 20 2012,16686764.25,1732.25,1353.06,1088.47,10796.42,4312.37,21228.28,2594.66,9633
Nov 21 2012,16611602.0,1724,1344.88,1081.93,10740.86,4317.28,21524.36,2600.48,9635.05
Nov 26 2012,16804800.0,1750.05,1350.17,1092.42,10897.74,4375.17,21861.81,2651.67,9600
Nov 27 2012,16764000.0,1746.25,1350.44,1089.05,10865.69,4337.51,21844.03,2641.42,9600
Nov 28 2012,16396800.0,1708,1323.06,1068.06,10636.23,4304.82,21708.98,2665.27,9600
Nov 29 2012,16560000.0,1725,1329.12,1075.64,10743.47,4319.09,21922.89,2680.03,9600
Nov 30 2012,16558381.0,1726,1327.08,1076.97,10747.28,4276.14,22030.39,2677.88,9593.05
Dec 03 2012,16503400.0,1720,1315.84,1068.56,10711.99,4302.44,21767.85,2671.84,9595
Dec 04 2012,16298400.0,1697.75,1297.33,1054.08,10569.51,4269.65,21799.97,2667.89,9600
Dec 05 2012,16262400.0,1694,1296.03,1052.66,10545.66,4286.84,22270.91,2637.89,9600
Dec 06 2012,16281742.5,1694.25,1304.62,1053.61,10552.13,4292.06,22249.81,2656.03,9610
Dec 07 2012,16368430.0,1701.05,1316.14,1062.08,10600.51,4290.08,22191.17,2640.54,9620
Dec 10 2012,16491375.0,1712.05,1324.85,1065.35,10694.73,4302.61,22276.72,2647.57,9630
Dec 11 2012,16475850.0,1710,1315.49,1061.85,10680.66,4317.92,22323.94,2682.07,9635
Dec 12 2012,16527487.5,1716.25,1316.14,1064.09,10729.65,4337.53,22503.35,2674.57,9630
Dec 13 2012,16309646.25,1692.75,1293.41,1049.08,10550.74,4320.19,22445.58,2654.01,9635
Dec 14 2012,16368812.5,1696.25,1293.96,1052.26,10587.14,4308.86,22605.98,2628.09,9637.05
Dec 17 2012,16347030.0,1695.75,1288.42,1046.86,10573.0,4315.86,22513.61,2664.26,9640
Dec 18 2012,16336089.0,1694,1282.07,1042.69,10557.69,4301.44,22494.73,2705.39,9643.05
Dec 19 2012,16067250.0,1665,1255.07,1023.39,10373.45,4275.86,22623.37,2690.99,9650
Dec 20 2012,15931451.25,1650.05,1246.88,1015.04,10282.94,4254.82,22659.78,2693.55,9652.05
Dec 21 2012,15949361.25,1651.05,1253.56,1020.61,10286.53,4250.21,22506.29,2664.67,9657.05
Dec 27 2012,15996268.75,1655.05,1252.03,1026.48,10323.7,4281.86,22619.78,2632.94,9662.05
Dec 28 2012,15974156.25,1657.05,1253.69,1026.03,10332.03,4316.69,22666.59,2606.36,9637.05
Jan 04 2013,15919680.0,1648,1263.32,1027.66,10267.53,4410.02,23331.09,2724.49,9660
Jan 07 2013,15905454.38,1645.25,1256.01,1022.94,10249.25,4392.38,23329.75,2724.22,9667.05
Jan 08 2013,16013520.0,1656,1267.41,1032.58,10307.11,4397.55,23111.19,2718.72,9670
Jan 09 2013,16013865.0,1657.75,1270.99,1035.54,10321.48,4362.93,23218.47,2727.65,9660
Jan 10 2013,16180500.0,1675,1267.64,1039.92,10425.87,4317.36,23354.31,2744.18,9660
Jan 11 2013,15970012.5,1657.05,1241.99,1027.94,10303.19,4305.91,23264.07,2748.26,9635
Jan 15 2013,16216825.0,1680.05,1258.99,1044.44,10441.95,4400.82,23381.51,2722.98,9650
Jan 16 2013,16184193.75,1676.25,1260.67,1048.02,10420.41,4410.96,23356.99,2734.73,9655
Jan 17 2013,16162912.5,1675,1253.93,1048.94,10411.8,4398.38,23339.76,2747.15,9649.05
Jan 18 2013,16260255.0,1688.05,1270.36,1064.43,10494.7,4465.48,23601.78,2743.24,9630
Jan 22 2013,16262610.0,1690.05,1272.34,1065.39,10514.57,4416.55,23658.99,2746.19,9620
Jan 23 2013,16268656.25,1690.25,1272.68,1066.98,10509.97,4418.73,23635.1,2762.17,9625
Jan 25 2013,16023150.0,1660,1231.91,1050.23,10326.03,4437.06,23580.43,2736.73,9652.05
Jan 28 2013,16030778.75,1656.05,1230.59,1054.66,10307.74,4416.94,23671.88,2742.43,9677.05
Jan 29 2013,16160902.5,1663.05,1234.23,1056.26,10354.12,4439.03,23655.17,2743.58,9677.05
Jan 30 2013,16384981.25,1677.05,1236.23,1062.21,10434.72,4452.98,23822.06,2738.71,9687.05
Jan 31 2013,16214665.0,1664.75,1226.43,1050.02,10352.75,4453.07,23729.53,2731.53,9697.05
Feb 01 2013,16247715.0,1669,1218.06,1060.05,10392.86,4481.63,23721.84,2763.96,9712.05
Feb 04 2013,16111053.0,1666,1228.75,1058.52,10383.84,4490.56,23685.01,2715.68,9670.05
Feb 05 2013,16191949.25,1673.05,1237.02,1068.01,10424.9,4479.44,23148.53,2754.99,9675.05
Feb 06 2013,16256967.5,1674.25,1236.07,1069.64,10433.42,4498.98,23256.93,2746.35,9710
Feb 07 2013,16167090.0,1668,1245.75,1062.25,10395.31,4503.15,23177.0,2746.05,9692.05
Feb 08 2013,16126972.75,1668.25,1246.78,1053.42,10397.37,4491.27,23215.16,2775.56,9667
Feb 14 2013,15899537.0,1646,1233.74,1060.16,10258.69,4588.67,23413.25,2771.43,9659.05
Feb 15 2013,15589651.38,1612.25,1207.63,1038.59,10048.35,4609.79,23444.56,2764.67,9669.05
Feb 19 2013,15599194.38,1607.75,1203.72,1041.09,10039.27,4602.06,23143.91,2782.86,9702.05
Feb 20 2013,15381445.5,1588.05,1188.11,1038.13,9908.43,4634.45,23307.41,2739.99,9683
Feb 21 2013,15300842.5,1577,1192.66,1033.76,9841.27,4632.04,22906.67,2711.51,9702.05
Feb 22 2013,15306238.5,1576.05,1197.77,1032.69,9829.63,4651.12,22782.44,2737.28,9709
Feb 25 2013,15394556.25,1586.25,1200.39,1049.84,9888.52,4696.11,22820.08,2700.97,9705
Feb 26 2013,15438983.5,1590.05,1216.63,1051.05,9908.02,4663.03,22519.69,2713.02,9707
Feb 27 2013,15537963.38,1604.25,1223.78,1060.03,9990.15,4716.41,22577.01,2741.26,9685.05
Feb 28 2013,15350469.75,1588.05,1215.05,1046.48,9882.53,4795.79,23020.27,2738.58,9663.05
Mar 01 2013,15312224.38,1582.25,1218.62,1054.01,9847.45,4811.61,22880.22,2747.75,9677.05
Mar 04 2013,15279670.5,1574.25,1210.08,1044.56,9799.86,4761.46,22537.81,2759.53,9706
Mar 05 2013,15311726.88,1579.75,1212.72,1044.81,9827.47,4751.07,22560.5,2799.25,9692.05
Mar 06 2013,15248125.0,1574,1210.77,1045.54,9787.29,4824.68,22777.84,2792.56,9687.05
Mar 07 2013,15309303.75,1579.05,1207.34,1049.61,9824.81,4848.03,22771.44,2799.49,9692.05
Mar 08 2013,15318457.88,1581.75,1218.47,1059.59,9830.01,4874.49,23091.95,2804.11,9684.05
Mar 11 2013,15311563.0,1579,1213.26,1059.07,9818.38,4854.31,23090.82,2811.86,9697
Mar 13 2013,15400627.13,1589.25,1227.27,1064.82,9875.28,4835.44,22556.65,2798.68,9690.05
Mar 14 2013,15388165.0,1586,1221.83,1053.65,9857.78,4786.37,22619.18,2807.03,9702.05
Mar 15 2013,15483529.75,1595.05,1221.11,1054.46,9913.64,4819.32,22533.11,2799.41,9704.05
Mar 18 2013,15574016.25,1603.75,1237.65,1061.49,9968.59,4802.83,22083.36,2792.03,9711
Mar 19 2013,15643604.0,1610.75,1249.95,1065.56,10011.94,4822.63,22041.86,2787.27,9712
Mar 21 2013,15706628.75,1613.75,1248.05,1063.11,10028.33,4802.67,22225.88,2774.85,9733
Mar 22 2013,15663504.38,1607.75,1237.02,1055.02,9987.66,4723.16,22115.3,2800.81,9742.05
