Date,IDR,USD,Euro,GBP,RMB,IHSG,Hang Seng,Nasdaq,USD/IDR
Jun 17 2004,3628373.37,386.01,320.81,210.63,3195.56,700.14,12082.86,1464.03,9389
Jun 18 2004,3712950.87,395.01,325.84,214.93,3270.04,692.72,11855.55,1464.65,9399.05
Jun 21 2004,3716338.13,395.25,326.83,216,3271.29,689.62,11845.59,1453.23,9401
Jun 23 2004,3711718.78,393.09,325.79,216.51,3260.23,699.76,11849.77,1493.52,9425
Jun 24 2004,3768800.0,400,328.47,219.66,3310.06,709.35,12163.68,1488.31,9415
Jun 25 2004,3782130.0,401.05,330.79,220.45,3323.09,720.23,12185.52,1498.38,9421
Jun 28 2004,3809247.75,404.25,331.61,221.03,3345.82,720.54,12194.6,1493.07,9427
Jun 29 2004,3709331.08,394.04,325.51,218.15,3264.29,722.29,12116.3,1505.65,9432.05
Jun 30 2004,3721507.66,395.08,325.32,218.25,3275.84,732.04,12285.75,1516.64,9395
Jul 02 2004,3638418.13,397.75,323.36,217.62,3292.02,745.02,12220.13,1481.19,9130
Jul 06 2004,3546555.0,394.05,321.45,214.45,3265.02,768.25,12284.08,1445.71,8997
Jul 07 2004,3598847.37,399.65,323.28,215.55,3307.82,771.66,12320.26,1452.49,9007
Jul 08 2004,3643081.81,405.35,326.88,218.02,3355.04,759.74,12119.75,1431.13,8981
Jul 09 2004,3625980.0,406.05,328.11,219.31,3364.56,761.14,12202.26,1440,8900
Jul 12 2004,3579942.21,406.35,327.53,218.03,3363.28,757.58,12191.01,1432.11,8811
Jul 13 2004,3582040.63,400.09,325.31,215.95,3318.17,756.58,12078.33,1428.68,8938
Jul 14 2004,3616834.85,403.08,325.92,217.57,3342.13,744.32,11932.83,1416.05,8960
Jul 15 2004,3616254.62,403.15,325.87,217.58,3336.75,745.34,11939.41,1415.92,8980
Jul 16 2004,3622162.76,406.03,326.46,216.91,3362.74,756.01,12059.2,1392.17,8916
Jul 20 2004,3591200.0,400,323.17,215.78,3310.06,756.67,12123.63,1421.07,8980
Jul 21 2004,3592477.5,398.05,325.98,217.01,3298.23,761.24,12395.11,1386.57,9016.05
Jul 22 2004,3599239.75,397.75,324.13,215.03,3291.98,761.52,12320.21,1408.51,9057
Jul 23 2004,3554820.0,391.05,323.09,213.57,3240.25,766.37,12352.99,1375.48,9085
Jul 26 2004,3569501.25,390.75,321.57,212.29,3234.08,761.08,12319.83,1368.04,9138
Jul 27 2004,3537887.42,389.85,323.06,213.68,3226.71,759.28,12301.32,1391.05,9093
Jul 28 2004,3532174.22,387.03,321.69,212.52,3205.64,760.02,12320.27,1383.75,9120
Jul 29 2004,3557348.71,387.03,320.88,213.25,3205.64,760.97,12183.1,1398.55,9185
Jul 30 2004,3575438.11,391.04,325.01,215.24,3239.62,756.98,12238.03,1400.39,9142
Aug 02 2004,3576352.5,391.05,325.29,214.35,3240.45,749.46,12201.39,1406.33,9145
Aug 03 2004,3588920.55,390.95,324.01,214.45,3235.89,757.29,12357.12,1379.14,9178
Aug 04 2004,3611587.5,391.05,324.75,214.61,3240.25,758.03,12280.26,1379.21,9210
Aug 05 2004,3591910.15,390.85,324.45,214.05,3234.87,762.01,12491.92,1353.44,9177.05
Aug 06 2004,3661822.5,399,325.51,216.36,3302.52,753.93,12478.68,1315.03,9172.05
Aug 09 2004,3664815.0,399,325.54,216.95,3302.48,750.04,12467.41,1318.83,9175
Aug 10 2004,3678396.25,399.05,324.41,217.23,3306.07,752.44,12408.04,1346.71,9235
Aug 11 2004,3651972.77,393.85,322.71,215.49,3259.07,763.95,12343.13,1324.65,9270
Aug 12 2004,3641945.1,394.15,322.27,216.35,3262.18,758.18,12413.43,1304.43,9241
Aug 13 2004,3669937.5,396.75,321.19,215.35,3283.82,755.92,12359.83,1307.82,9252
Aug 16 2004,3729319.34,401.65,325.39,218.25,3324.42,751.95,12219.75,1326.84,9289.05
Aug 18 2004,3733528.2,402.45,327.39,220.81,3330.96,754.25,12228.54,1363.73,9267.05
Aug 19 2004,3762157.5,406.05,328.92,221.85,3364.48,753.69,12396.67,1353.24,9255
Aug 20 2004,3790606.35,410.55,333.09,225.44,3398,750.47,12376.9,1366.73,9230
Aug 23 2004,3812009.04,410.06,336.35,226.22,3398.33,749.37,12431.77,1370.09,9295
Aug 24 2004,3762630.15,406.02,335.11,226.24,3361.91,738.87,12646.49,1369.78,9269
Aug 25 2004,3765650.0,406,335.63,225.67,3360.03,731.72,12793.03,1389.17,9280
Aug 26 2004,3778293.43,406.05,335.83,226.26,3360.75,735.25,12784.39,1383.98,9300
Aug 27 2004,3773505.14,405.01,336.56,225.78,3352.81,746.76,12818.42,1388.56,9322
Aug 30 2004,3784037.73,405.01,336.41,225.84,3352.97,753.02,12877.78,1367.94,9333.05
Aug 31 2004,3817968.75,407.25,335.01,226.38,3370.06,754.07,12850.28,1368.68,9367.05
Sep 01 2004,3800927.69,407.65,334.95,227.29,3374,775.01,13023.87,1377.96,9314.05
Sep 02 2004,3770637.14,406.01,334.09,226.95,3361.17,780.27,12999.07,1398.34,9280
Sep 03 2004,3719461.89,401.15,332.81,225.89,3320.16,786.49,12948.1,1371.82,9278.05
Sep 07 2004,3694366.64,398.01,329.62,224.62,3294.91,786.69,13136.04,1381.84,9272
Sep 08 2004,3687569.68,396.03,326.78,222.19,3279.98,789.13,13049.96,1376.77,9292
Sep 09 2004,3707909.55,398.07,327.07,223.56,3299.96,782.65,12942.2,1391.53,9295
Sep 10 2004,3722519.89,401.35,326.39,222.09,3321.81,797.77,13003.99,1413,9277
Sep 14 2004,3691827.5,405.25,329.97,225.13,3354.13,809.02,13148.06,1434.37,9117.05
Sep 15 2004,3686561.3,404.45,332.98,227.72,3347.55,815.49,13084.4,1415.03,9115
Sep 16 2004,3632616.12,403.04,332.33,225.45,3338.78,813.06,13209.84,1417.97,9002
Sep 17 2004,3666919.01,405.07,333.51,226.58,3357.78,814.63,13224.93,1426.03,9037.05
Sep 21 2004,3686712.5,408.05,333.32,227.09,3380.95,823.86,13304.48,1435.91,9018
Sep 22 2004,3714220.71,405.35,331.21,226.14,3354.88,818.23,13272.23,1404.22,9162
Sep 24 2004,3718774.96,407.85,332.46,226.25,3375.57,819.82,13066.84,1399.05,9120
Sep 27 2004,3761570.55,409.02,332.72,226.49,3386.74,815.58,13021.9,1385.55,9190
Sep 28 2004,3802049.05,411.07,334.38,227.25,3407.48,812.13,12950.8,1389.07,9232
Sep 30 2004,3807353.11,415.65,334.66,229.07,3440.13,820.13,13120.03,1412.74,9149.05
Oct 04 2004,3751109.1,412.55,336.47,231.36,3414.47,856.45,13359.25,1459.01,9100
Oct 05 2004,3779516.01,415.04,337.55,233.14,3438.06,861.32,13331.1,1461.76,9095
Oct 06 2004,3809986.81,418.45,340.11,235.14,3463.03,856.06,13271.57,1474.36,9105
Oct 07 2004,3802409.12,418.01,340.32,234.62,3460.04,849.83,13321.73,1455.77,9099.05
Oct 08 2004,3833707.5,421.75,339.07,235.08,3490.07,855.72,13241.46,1430.96,9087.05
Oct 12 2004,3789735.5,414.07,336.94,232.06,3432.26,849.19,13251.59,1435,9139.05
Oct 13 2004,3758825.0,411.25,335.26,230.05,3403.75,863.17,13171.58,1434.46,9128.05
Oct 14 2004,3778645.29,415.35,335.14,231.03,3437.64,859.66,13035.38,1425.21,9099.05
Oct 15 2004,3823537.11,420.04,336.82,232.86,3479.44,857.59,13059.43,1430.98,9090
Oct 18 2004,3817999.67,419.01,334.78,232.77,3468.68,854.39,13034.74,1457.31,9115
Oct 19 2004,3808116.02,419.35,335.01,232.38,3470.71,853.39,13154.55,1443.08,9075
Oct 20 2004,3846286.67,423.06,336.07,233.61,3505.88,840.79,12999.13,1452.26,9083
Oct 21 2004,3848975.0,422.05,335.12,231.02,3496.78,834.17,13015.2,1474.79,9107.05
Oct 25 2004,3892389.61,429.15,335.92,233.37,3551.99,846.63,12818.1,1432.57,9072
Oct 26 2004,3885975.0,427.05,334.65,232.66,3538.02,841.35,12852.35,1442.14,9095
Oct 27 2004,3902214.0,428.25,335.34,233.14,3544.41,849.18,12838.71,1480.03,9120
Oct 28 2004,3858098.56,424.02,333.08,231.78,3510.85,862.12,13113.15,1487.12,9100
Oct 29 2004,3872503.22,425.55,334.54,232.25,3522.11,860.49,13054.66,1486.72,9087.05
Nov 01 2004,3895243.22,428.85,336.48,233.92,3549.38,863.59,13094.25,1488.79,9087
Nov 02 2004,3858946.96,424.02,334.03,230.83,3510.85,881.04,13308.74,1494.83,9090
Nov 04 2004,3906787.5,430.05,334.17,233.66,3563.03,888.34,13369.09,1516.02,9085.05
Nov 05 2004,3908739.0,431,333.81,233.19,3567.13,893.64,13494.95,1525.24,9057.05
Nov 08 2004,3856002.33,431.09,333.05,232.48,3574.62,888.74,13561.49,1527.13,8937.05
Nov 09 2004,3890273.27,433.65,335.81,233.57,3589.06,901.38,13516.67,1527,8980
Nov 10 2004,3919235.32,433.04,335.54,234.78,3587.03,918.71,13672.37,1517.06,9050
Nov 11 2004,3932395.23,433.08,336.41,235.49,3590.34,925.18,13624.51,1541.07,9062
Nov 12 2004,3924448.24,436.05,337.17,235.72,3608.97,934.03,13784.46,1558.41,8990
Nov 22 2004,4031989.44,447.08,343.34,241.07,3706.21,939.99,13800.6,1568.28,8970
Nov 24 2004,4026183.69,448.06,340.89,238.53,3712.84,961.32,13997.02,1582.55,8970
Nov 26 2004,4059000.0,451,340.12,238.16,3732.66,965.22,13895.03,1578.26,8995
Nov 29 2004,4063506.25,451.25,339.66,238.25,3734.77,964.09,14066.91,1580.44,9005
Nov 30 2004,4080599.12,453.04,341.15,237.02,3752.56,977.77,14060.05,1571.05,9000
Dec 01 2004,4080177.18,452.85,340.35,234.89,3747.92,986.02,14162.8,1607.15,9000
Dec 02 2004,4101425.56,454.02,342.29,236.09,3759.14,997.07,14261.79,1613.15,9036
Dec 03 2004,4058038.37,448.65,335.55,231.59,3713.03,981.41,14211.84,1614.04,9030
Dec 06 2004,4104631.23,453.05,337.43,233.45,3749.67,983.02,14256.86,1619.59,9065
Dec 07 2004,4106860.22,451.08,336.47,232.68,3739.32,986.41,14235.78,1589.33,9080
Dec 08 2004,4010741.1,436.09,329.31,226.71,3615.96,979.22,14022.32,1601.91,9170
Dec 09 2004,4006020.16,437.01,329.07,228.01,3617.61,963.08,14008.82,1609.79,9165
Dec 10 2004,4015802.0,434,328.23,226.08,3591.96,945.23,13901.81,1605.16,9255
Dec 13 2004,4037726.64,435.01,327.02,226.54,3601.06,935.78,13886.16,1621.16,9280
Dec 14 2004,4071585.14,437.01,329.05,227.27,3617.61,922.07,14043.52,1627.46,9313.05
Dec 15 2004,4061847.5,439,327.09,225.82,3633.38,939.15,14078.54,1623.63,9252.05
Dec 16 2004,4074165.0,439.05,330.79,227.27,3637.52,957.17,14024.63,1607.62,9287
Dec 17 2004,4081769.09,438.09,331.15,226.76,3632.55,973.35,13992.44,1596.61,9300
Dec 20 2004,4116996.8,442.45,330,227.02,3661.89,966.81,14214.04,1591.97,9300
Dec 21 2004,4110755.92,440.95,329.94,228.95,3649.52,976.32,14180.79,1609.26,9325
Dec 22 2004,4113207.0,441,329.45,230.54,3649.89,985.18,14151.08,1613.57,9327
Dec 28 2004,4110609.53,441.01,324.28,228.65,3650.67,1003.92,14196.95,1624.19,9323
Dec 29 2004,4105331.25,440.25,324.06,229.81,3643.68,1004.43,14266.38,1624.95,9320
Dec 30 2004,4064146.63,435.06,319.59,226.73,3605.02,1000.23,14163.55,1623.76,9322
Jan 04 2005,3973797.5,427.75,321.08,227.12,3540.27,1018.54,14045.9,1571.83,9300
Jan 05 2005,3966060.0,426,320.87,225.66,3525.75,1015.43,13764.36,1563.76,9310
Jan 06 2005,3953667.59,424.35,322.16,226.03,3512.13,1029.89,13712.04,1557.52,9327.05
Jan 07 2005,3920970.95,422.02,323.59,226.04,3494.34,1032.53,13574.86,1564.81,9310
Jan 11 2005,3910126.64,421.35,320.41,224.49,3487.03,1011.67,13509.25,1553.04,9287.05
Jan 12 2005,3922585.65,426.06,321.01,225.34,3530.75,1008.58,13565.31,1565.78,9195
Jan 13 2005,3872761.66,423.06,320.85,225.24,3505.88,1021.67,13573.28,1545.18,9141.05
Jan 14 2005,3870100.0,422.05,322.65,226.14,3496.82,1021.34,13494.78,1561.11,9162
Jan 18 2005,3862386.5,421.75,323.84,225.92,3490.53,1017.73,13604.22,1573.49,9157
Jan 19 2005,3892329.08,424.95,326.04,226.45,3517.06,1027.81,13678.63,1545.65,9163
Jan 20 2005,3873763.11,422.09,326.51,226.01,3500.13,1035.75,13543.59,1514.56,9160
Jan 24 2005,3906405.01,427.35,327.63,227.82,3536.92,1030.72,13386.99,1480.66,9140
Jan 25 2005,3884599.5,424.05,327.63,227.66,3513.37,1026.89,13584.06,1490.57,9151
Jan 26 2005,3892661.81,425.08,325.75,226.31,3524.13,1037.51,13623.68,1509.01,9140
Jan 27 2005,3884387.25,424.05,325.57,225.02,3513.37,1044.99,13628.91,1507.55,9149.05
Jan 28 2005,3906498.61,426.08,328.07,226.66,3532.41,1046.48,13650.06,1499.46,9150
Jan 31 2005,3869426.0,422.15,323.85,223.82,3493.88,1045.43,13721.69,1519.63,9165
Feb 01 2005,3887852.4,420.09,323.61,223.92,3483.58,1047.53,13578.26,1523.66,9232.05
Feb 02 2005,3872394.65,421.06,323.47,223.07,3489.37,1052.83,13555.8,1525.01,9180
Feb 03 2005,3831800.0,416.05,321.51,221.06,3447.16,1049.33,13515.33,1508.24,9200
Feb 04 2005,3822120.1,415.09,321.34,220.58,3442.02,1048.39,13585.17,1534.49,9200
Feb 07 2005,3818695.1,414.04,322.96,222.13,3429.74,1041.63,13795.0,1529.05,9225
Feb 08 2005,3819117.64,411.01,321.94,221.49,3402.47,1036.06,13845.63,1532.69,9290
Feb 14 2005,3921728.55,424.02,327.02,224.83,3510.89,1050.73,14017.23,1538.21,9248
Feb 15 2005,3939492.09,424.04,327.28,224.92,3512.55,1067.02,13995.83,1547.03,9274
Feb 16 2005,3932713.14,423.01,325.85,225.02,3501.79,1073.44,14015.49,1542.41,9290
Feb 17 2005,3962846.25,426.25,326.27,225.45,3527.86,1082.98,13967.82,1519.29,9289.05
Feb 18 2005,3951527.84,427.01,326.89,225.45,3534.85,1092.49,14087.87,1515.04,9250
Feb 22 2005,3986980.0,432.85,327.38,227.13,3582.48,1099.91,14090.52,1494.07,9197
Feb 23 2005,3984244.65,432.06,327.89,226.98,3580.41,1102.93,13957.94,1497.09,9210
Feb 24 2005,4012187.5,433.75,328.49,227.04,3589.93,1102.02,14060.91,1517.71,9255
Feb 25 2005,4024411.88,434.25,329.21,226.73,3594.07,1083.38,14157.09,1526.09,9265
Feb 28 2005,4031177.92,435.45,328.06,226.13,3604,1073.83,14195.35,1511.02,9264.05
Mar 01 2005,4019164.67,433.45,328.73,225.76,3587.41,1093.28,14061.15,1527.25,9278
Mar 02 2005,4008798.75,431.75,329.02,226.04,3573.38,1082.75,13850.78,1525.28,9278.05
Mar 03 2005,3996987.75,430.02,327.71,225.43,3560.55,1094.06,13892.37,1511.89,9291
Mar 04 2005,4054924.29,433.45,327.27,225.08,3587.41,1103.01,13730.78,1520.58,9346
Mar 07 2005,4039890.0,433,328.27,226.25,3583.72,1105.03,13771.95,1545.02,9330
Mar 08 2005,4103591.25,437.25,327.64,226.43,3618.09,1114.21,13881.71,1528.65,9385
Mar 09 2005,4104930.0,439.05,328.95,228.76,3637.52,1116.81,13941.47,1521.98,9340
Mar 10 2005,4129027.59,440.09,328.08,229.21,3649.11,1108.05,13856.02,1524.38,9365
Mar 14 2005,4143280.79,441.95,330.54,231.18,3657.08,1123.48,13906.85,1515.09,9375
Mar 15 2005,4122279.84,440.65,331,230.01,3647.04,1119,13816.75,1502.06,9355
Mar 16 2005,4136734.0,443,329.87,229.74,3666.45,1138.23,13832.52,1486.23,9338
Mar 17 2005,4106391.13,438.06,327.81,228,3630.07,1134.59,13817.99,1487.63,9362.05
Mar 18 2005,4092815.96,437.15,328.99,228.21,3618.03,1147.87,13828.37,1484.04,9362.05
Mar 22 2005,4060048.33,432.15,327.03,227.54,3576.69,1152.06,13776.47,1465.09,9410
Mar 23 2005,4008365.98,426.15,327.49,227.42,3527.03,1142.15,13603.61,1471.77,9415
Mar 24 2005,4000660.58,425.15,327.88,227.34,3518.75,1114.55,13597.1,1469.94,9417
Mar 29 2005,4056470.61,426.01,329.96,227.35,3526.66,1070.03,13411.88,1464.34,9522.05
Mar 30 2005,4053406.79,426.45,328.99,226.46,3529.51,1065.13,13425.75,1491.74,9515
Mar 31 2005,4048425.0,427.05,328.93,226.24,3538.16,1080.16,13516.88,1482.53,9471
Apr 01 2005,4045109.58,427.15,329.58,226.16,3535.31,1095.07,13491.35,1469.35,9475
Apr 04 2005,4020690.57,423.09,330.51,226.43,3508.45,1100.02,13513.41,1476.72,9480.05
Apr 06 2005,4036110.0,425.75,331.32,226.82,3523.68,1103.29,13562.26,1480.67,9484.05
Apr 07 2005,4061720.0,428,331.69,228.02,3542.03,1111.62,13602.35,1499.71,9505
Apr 08 2005,4039399.54,425.02,330.96,226.08,3519.12,1111.23,13666.72,1485.06,9492.05
Apr 11 2005,4072497.0,429,331.03,226.97,3550.62,1105.98,13659.93,1478.55,9490
Apr 12 2005,4057211.65,427.03,331.65,226.06,3536.55,1110.88,13658.05,1489.16,9490
Apr 13 2005,4054837.5,427.05,331.46,225.93,3538.02,1116.67,13799.62,1461.68,9495
Apr 14 2005,4033360.78,423.45,330.61,225.08,3504.64,1108.44,13772.4,1441.13,9520
Apr 15 2005,4048559.6,424.06,328.37,224.27,3514.02,1096.52,13638.75,1408.59,9533
Apr 18 2005,4078685.0,425.75,327.19,223.62,3523.68,1060.19,13355.23,1409.98,9570
Apr 19 2005,4092833.28,427.45,327.91,223.08,3537.75,1062.69,13444.09,1420.08,9569.05
Apr 20 2005,4152221.53,433.02,331.52,226,3585.38,1070.95,13501.63,1406.85,9574
Apr 21 2005,4198950.0,434,331.08,226.92,3591.96,1047.08,13597.31,1447.37,9682.05
Apr 25 2005,4222505.65,432.09,333.55,226.48,3582.09,1019.88,13750.23,1437.31,9750
Apr 26 2005,4234530.0,437,337.23,229.56,3616.74,1031.77,13859.58,1420.43,9690
Apr 27 2005,4151515.9,434.35,335.04,227.75,3594.85,1032.22,13839.64,1423.76,9563.05
Apr 28 2005,4145080.0,432.05,334.87,226.47,3579.59,1038.36,13909.42,1409.29,9575
May 06 2005,4033609.7,425.15,330.96,224.64,3518.75,1068.28,14033.96,1456,9497.05
May 09 2005,4035016.5,425.05,331.74,226,3521.65,1080.21,14085.09,1463.38,9481.05
May 10 2005,4039570.18,427.04,331.87,226.89,3537.33,1071.16,14018.38,1450.36,9454
May 11 2005,4029839.36,426.01,332.51,227.36,3526.62,1057.08,13939.8,1459.55,9462
May 12 2005,4017647.5,424.25,333.73,227.64,3511.26,1063.83,13968.28,1454.79,9472.05
May 13 2005,3979500.0,420,332.11,226.38,3476.13,1059.27,13866.81,1470.63,9474
May 17 2005,3962700.0,420,332.48,228.35,3476.13,1045.77,13667.03,1490.14,9430
May 18 2005,3966637.5,419.75,332.15,228.82,3474.06,1040.26,13627.01,1509.26,9440
May 19 2005,3976558.15,420.08,333.45,229.02,3482.71,1045.46,13698.93,1521.43,9450
May 20 2005,3950518.0,418,333.19,229.07,3459.54,1048.11,13717.42,1528.06,9455
May 23 2005,3956788.0,418,332.23,228.52,3459.54,1045.15,13699.13,1535.22,9465
May 25 2005,3965594.27,418.04,332.21,228.54,3462.89,1049.06,13562.06,1532.71,9476.05
May 26 2005,3966820.0,418,333.08,229.47,3459.58,1054.36,13569.99,1548.08,9488.05
May 27 2005,3970238.13,418.25,333.41,229.39,3461.06,1061.49,13714.78,1549.08,9485
May 31 2005,3940382.91,414.45,335.65,227.04,3430.28,1088.17,13867.07,1542.63,9518
Jun 01 2005,3977390.2,415.35,338.07,228.77,3437.64,1082.94,13873.07,1559.05,9575
Jun 02 2005,4025329.06,420.04,342.23,231.36,3479.04,1091.46,13814.58,1568.96,9572.05
Jun 03 2005,4057607.13,423.55,345.09,233.18,3505.47,1092.05,13818.45,1544.48,9590
Jun 06 2005,4083900.1,425.85,346.71,234.07,3524.55,1096.83,13860.55,1545.27,9592
Jun 07 2005,4048033.1,424.01,345.63,231.75,3510.02,1092.81,13837.29,1531.12,9545
Jun 08 2005,4068248.5,424.55,344.36,230.89,3513.74,1095.51,13898.55,1527.68,9595
Jun 09 2005,4066562.5,422.05,346.52,232.33,3496.78,1094.19,13898.31,1539.46,9625
Jun 10 2005,4056478.13,422.55,348.57,233.03,3497.23,1096.93,13934.76,1521.02,9615
Jun 13 2005,4128798.79,429.01,356.47,238.23,3551.04,1100.88,13952.02,1529.13,9611
Jun 14 2005,4097758.59,426.85,354.36,236.21,3532.78,1105.89,13904.81,1524.42,9615
Jun 15 2005,4118949.13,428.07,354.02,235.65,3548.14,1119.58,13914.3,1529.49,9599.05
Jun 16 2005,4167625.0,433,358.31,237.99,3583.72,1125.76,13833.53,1537.42,9632
Jun 17 2005,4206562.5,437.05,357.71,239.92,3620.97,1141.82,13912.03,1538.13,9598
Jun 20 2005,4246316.33,439.35,361.99,240.88,3636.28,1147.71,13945.77,1537.31,9670
Jun 21 2005,4204031.53,435.02,358.65,238.31,3601.93,1133.33,13979.35,1536.48,9656.05
Jun 22 2005,4217050.0,437,360.19,239.78,3616.83,1134.69,14161.02,1534.36,9650
Jun 23 2005,4235600.81,439.15,364.39,241.38,3634.58,1137.42,14190.44,1515.95,9645
Jun 24 2005,4249102.87,440.55,364.45,241.83,3646.21,1135.67,14230.29,1500.18,9649.05
Jun 27 2005,4244954.01,439.03,361.22,240.55,3635.86,1119.09,14176.04,1493.75,9660
Jun 28 2005,4238900.0,437,361.77,240.49,3616.79,1127.82,14287.44,1508.61,9706
Jun 29 2005,4234884.6,435.08,361.11,241.49,3606.09,1126.86,14277.28,1504.11,9710
Jun 30 2005,4266094.57,437.01,361.05,243.86,3617.61,1122.38,14201.06,1493.52,9760
Jul 05 2005,4188556.88,423.75,355.87,241.54,3507.12,1131.17,14124.8,1506.35,9882
Jul 06 2005,4143100.5,423.05,355.06,240.93,3505.01,1117.81,14149.93,1498.05,9779.05
Jul 07 2005,4164833.52,425.02,355.77,244.02,3519.17,1108.04,14030.81,1503.78,9795.05
Jul 08 2005,4161241.04,424.04,355.64,244.46,3512.55,1110.56,13964.47,1533.27,9800
Jul 11 2005,4140191.52,424.02,351.49,241.65,3510.89,1123.46,14157.24,1547.66,9752.05
Jul 12 2005,4167020.0,426.25,349.04,240.36,3527.86,1129.12,14146.95,1555.59,9765
Jul 13 2005,4156916.25,424.05,351.04,241.91,3513.33,1132.79,14307.3,1557.62,9797.05
Jul 14 2005,4158138.09,424.03,350.56,240.96,3511.72,1136.57,14491.54,1573.44,9805
Jul 15 2005,4087278.07,418.35,347.39,238.53,3462.39,1131.46,14504.29,1577.82,9790
Jul 19 2005,4115986.88,419.25,349.65,241.32,3469.92,1132.02,14567.74,1590.49,9792
Jul 20 2005,4159442.99,422.15,351.04,244.01,3493.88,1140.66,14602.7,1602.75,9828
Jul 21 2005,4158710.63,424.25,350.06,242.97,3440.67,1157.51,14620.14,1601.89,9782.05
Jul 22 2005,4158625.0,425,350.82,243.72,3447.22,1172.24,14786.46,1600.76,9795
Jul 25 2005,4175300.04,425.04,352.58,243.09,3449.87,1169.75,14794.03,1593.57,9815
Jul 26 2005,4152294.13,423.25,352.05,243.01,3432.51,1178,14769.93,1598.93,9810.05
Jul 27 2005,4172160.0,424,352.02,243.31,3439.83,1178.11,14801.86,1611.95,9840
Jul 28 2005,4193643.04,426.04,352.88,243.36,3457.25,1186.61,14813.32,1618.64,9835
Jul 29 2005,4206345.0,429,353.19,243.67,3477.03,1182.03,14880.98,1605.14,9805
Aug 01 2005,4221536.04,431.65,353.57,243.82,3498.35,1178.22,14978.88,1610.11,9790
Aug 02 2005,4202250.0,431,353.03,243.36,3492.48,1189.33,15137.08,1627.01,9755
Aug 03 2005,4239521.57,434.06,352.86,244.14,3522.48,1192.02,15118.5,1627.19,9760
Aug 04 2005,4269769.57,438.06,354.58,246.63,3553.84,1185.33,15111.54,1608.74,9725
Aug 05 2005,4269650.63,438.25,355.22,247.02,3551.45,1174.09,15051.32,1601.59,9750
Aug 08 2005,4263854.52,436.02,352.76,244.09,3537.15,1158.59,15108.94,1589.97,9787.05
Aug 09 2005,4242005.09,433.03,350.95,242.08,3512.76,1162.08,15047.84,1601.14,9792
Aug 10 2005,4264000.22,436.55,352.54,242.97,3538.76,1176.84,15346.41,1585.71,9769.05
Aug 11 2005,4324639.0,440.75,354.29,243.74,3570.16,1167.97,15445.2,1600.65,9795
Aug 12 2005,4385286.25,447.25,359.74,246.43,3621.83,1153.97,15450.95,1591.75,9795
Aug 15 2005,4381780.0,443.05,358.64,245.02,3591.06,1118.27,15466.06,1600.71,9887.05
Aug 16 2005,4390130.0,443,359.39,244.83,3588.39,1113.83,15443.62,1574.01,9900
Aug 18 2005,4381111.28,439.65,361.12,245.01,3561.47,1100.03,15148.09,1575.76,9977.05
Aug 19 2005,4389904.27,439.65,362.05,245.33,3563.23,1087.95,15038.61,1573.72,9987
Aug 22 2005,4398697.27,439.65,359.41,243.85,3563.63,1076.35,15218.63,1575.59,10005.0
Aug 23 2005,4424253.02,439.35,360.02,244.02,3559.26,1066.09,14973.89,1571.03,10060.0
Aug 24 2005,4518800.0,440,359.08,244.65,3564.22,1035.44,14873.85,1561.71,10270.0
Aug 25 2005,4531124.74,438.85,357.12,243.51,3554.77,1061.85,14889.1,1565.88,10325.0
Aug 26 2005,4535648.75,436.75,354.17,241.53,3536.15,1048.87,14982.89,1558.84,10385.0
Aug 29 2005,4705981.25,436.75,355.96,242.31,3535.67,994.77,14836.97,1571.52,10755.0
Aug 30 2005,4500291.48,430.65,353.24,241.36,3487.01,1039.82,14922.22,1565.73,10450.0
Aug 31 2005,4462475.0,433.25,352.28,240.89,3509.24,1050.09,14903.55,1581.71,10300.0
Sep 01 2005,4519086.49,439.06,352.62,240.34,3558.52,1039.23,15143.75,1577.25,10280.0
Sep 06 2005,4599172.24,444.15,355.85,241.01,3593.75,1051.59,15160.78,1597.27,10355.0
Sep 07 2005,4632968.47,445.05,357.54,241.95,3601.57,1059.38,15224.57,1599.86,10370.0
Sep 08 2005,4646975.98,448.55,361.37,243.62,3630.79,1080.45,15166.17,1597.68,10360.0
Sep 09 2005,4576632.5,448.25,360.66,243.56,3628.85,1098.46,15165.77,1607.83,10205.0
Sep 12 2005,4530575.27,448.35,364.97,246.05,3628.23,1105.66,15199.79,1612.02,10100.0
Sep 13 2005,4492971.51,445.04,362.78,244.38,3605.07,1085.74,15070.56,1607.38,10092.5
Sep 14 2005,4492998.05,449.03,365.15,245.09,3635.37,1058.63,15086.62,1589.63,10010.0
Sep 15 2005,4577560.03,454.08,372.25,252.09,3678.74,1050.91,15041.02,1588.55,10060.0
Sep 16 2005,4640579.5,457.02,374.25,253.37,3697.42,1056.73,14983.2,1599.44,10160.0
Sep 20 2005,4733986.01,464.08,381.84,257.56,3759.77,1055.59,15241.86,1578.02,10185.0
Sep 21 2005,4791855.0,469.01,383.67,258.81,3795.58,1044.06,15223.62,1561.84,10225.0
Sep 22 2005,4767406.25,466.25,383.89,260.45,3771.08,1016.76,15179.95,1567.36,10380.0
Sep 26 2005,4720882.0,461.07,383.74,260.28,3736.49,1034.59,15274.31,1572.86,10220.0
Sep 27 2005,4768625.99,464.01,386.06,262.87,3755.05,1037.63,15189.88,1568.84,10285.0
Sep 28 2005,4814000.0,464,386.39,263.43,3755.57,1027.89,15221.46,1568.81,10375.0
