,Date,IDR,USD,Euro,GBP,RMB,Gold/Silver,Nikkei 225,IHSG,Hang Seng,Nasdaq,USD/IDR,AUD/USD
0,Jan 05 2001,2539630.57,267.4,280.97,178.76,2213.4,58.67,13867.61,418.82,15447.61,2267.85,9507.5,0.5724
1,Jan 09 2001,2534497.5,267.0,283.86,179.04,2209.99,58.61,13610.51,415.27,15500.59,2311.4,9490.0,0.5638
2,Jan 10 2001,2539834.39,266.3,283.06,178.64,2204.14,58.2,13432.65,417.52,15435.79,2413.71,9535.0,0.556
3,Jan 11 2001,2545084.31,264.15,278.08,176.82,2186.29,57.8,13201.07,410.38,15090.77,2524.29,9625.0,0.5612
4,Jan 12 2001,2531651.38,263.7,277.93,178.31,2182.59,57.07,13347.74,407.37,15295.42,2506.05,9610.0,0.5569
5,Jan 16 2001,2512274.54,264.45,281.06,179.82,2188.75,56.31,13584.45,415.09,15363.15,2470.72,9445.0,0.5551
6,Jan 17 2001,2490075.0,263.5,283.21,178.87,2180.83,55.87,13667.63,414.67,15261.48,2558.67,9450.0,0.5533
7,Jan 18 2001,2503304.08,264.9,280.47,179.51,2192.42,55.22,13873.92,416.35,15528.75,2670.47,9400.0,0.5591
8,Jan 19 2001,2503304.08,264.9,283.28,180.34,2192.42,55.64,13989.12,411.56,15933.55,2655.68,9475.0,0.5571
9,Jan 22 2001,2501809.08,266.15,284.53,182.22,2203.24,55.73,14032.42,417.91,16099.27,2643.13,9400.0,0.5565
10,Jan 23 2001,2501338.62,266.1,283.3,180.89,2202.93,55.65,13984.66,415.74,16044.21,2730.05,9400.0,0.5524
11,Jan 29 2001,2483931.12,262.85,286.17,180.38,2176.03,54.71,13845.28,413.05,16099.82,2694.53,9425.0,0.5432
12,Jan 30 2001,2501127.54,264.95,286.59,181.4,2193.41,55.27,13826.65,416.32,15893.07,2686.14,9440.0,0.549
13,Jan 31 2001,2499525.0,264.5,284.41,181.03,2189.56,55.5,13843.55,425.61,16102.35,2593.0,9450.0,0.5512
14,Feb 01 2001,2553380.07,267.65,284.64,181.03,2215.39,56.09,13779.55,430.58,16163.99,2607.16,9540.0,0.5533
15,Feb 02 2001,2546984.53,266.7,285.73,181.6,2207.58,56.08,13703.63,451.98,16071.29,2472.18,9550.0,0.5528
16,Feb 05 2001,2561592.03,265.45,282.39,179.94,2197.13,56.62,13385.52,458.95,15830.84,2467.3,9550.0,0.5499
17,Feb 06 2001,2531114.03,262.7,282.02,179.93,2174.26,56.58,13269.85,450.11,15913.24,2473.24,9562.5,0.5482
18,Feb 07 2001,2538343.96,263.15,282.17,180.04,2177.96,57.0,13366.01,444.33,16049.47,2409.66,9650.0,0.5455
19,Feb 08 2001,2537335.55,262.95,286.22,181.93,2176.25,57.21,13138.23,440.78,15909.4,2355.67,9650.0,0.5353
20,Feb 09 2001,2493089.81,259.9,281.19,179.63,2151.04,57.29,13422.83,427.91,15873.28,2261.77,9625.0,0.5366
21,Feb 13 2001,2505807.5,260.75,283.02,179.59,2158.1,57.23,13274.7,426.17,15842.72,2208.4,9610.0,0.5338
22,Feb 14 2001,2499050.63,260.25,283.34,178.22,2153.93,57.5,13284.06,423.21,15860.42,2305.82,9600.0,0.5294
23,Feb 15 2001,2482078.13,258.55,286.13,178.29,2140.07,56.52,13327.39,440.22,15756.37,2371.04,9600.0,0.5238
24,Feb 16 2001,2484392.03,257.45,281.12,177.35,2130.91,57.67,13175.49,432.08,15630.31,2212.51,9651.0,0.5282
25,Feb 20 2001,2463459.38,256.25,281.93,177.38,2120.9,57.84,13248.36,433.68,15527.36,2095.11,9660.0,0.5242
26,Feb 21 2001,2477278.75,257.5,282.28,178.18,2131.38,58.5,13100.08,439.9,15351.51,2058.54,9625.0,0.5241
27,Feb 22 2001,2493759.49,258.85,285.14,178.91,2142.47,58.48,13073.36,437.03,15098.64,2032.42,9625.0,0.525
28,Feb 23 2001,2522457.78,260.45,286.74,179.76,2155.85,58.9,13246.0,438.65,15280.56,2056.06,9660.0,0.5263
29,Feb 26 2001,2593177.52,263.2,289.33,182.59,2178.66,59.97,13201.14,432.15,15230.22,2097.64,9850.0,0.5232
30,Feb 27 2001,2645436.07,268.3,292.04,186.05,2221.01,60.55,13059.86,433.31,14834.73,1964.52,9855.0,0.5257
31,Feb 28 2001,2627661.27,266.7,290.02,184.92,2207.82,59.65,12883.54,428.3,14787.87,1908.32,9865.0,0.5262
32,Mar 01 2001,2626209.56,266.35,286.49,183.11,2204.79,60.24,12681.66,424.03,14360.56,1968.02,9875.0,0.5282
33,Mar 02 2001,2598111.05,263.1,281.24,178.48,2177.99,59.45,12261.8,426.13,13966.43,1881.34,9875.0,0.5295
34,Mar 06 2001,2587076.55,261.85,281.44,178.46,2167.54,58.86,12687.74,431.52,14321.05,1976.31,9880.0,0.5193
35,Mar 07 2001,2573917.79,260.65,281.08,178.36,2157.48,58.96,12723.89,430.55,14177.36,1996.23,9885.0,0.5092
36,Mar 08 2001,2616725.28,263.65,282.92,179.56,2182.23,59.08,12650.56,428.04,14208.95,1938.15,9925.0,0.5111
37,Mar 09 2001,2739817.02,269.8,289.52,183.81,2233.24,60.39,12627.9,414.11,14194.35,1813.02,10155.0,0.5091
38,Mar 12 2001,2861250.0,272.5,293.26,185.87,2255.86,61.52,12171.37,396.61,13776.72,1680.64,10500.0,0.5092
39,Mar 13 2001,2770421.74,269.3,293.58,185.4,2229.34,60.3,11819.7,385.91,13493.03,1789.7,10287.5,0.5044
40,Mar 14 2001,2680714.51,263.85,289.4,182.17,2184.1,58.98,11843.59,389.19,13330.84,1745.08,10160.0,0.4956
41,Mar 15 2001,2620498.05,262.05,289.05,181.48,2169.14,59.78,12152.83,386.86,13504.17,1697.92,9925.0,0.4919
42,Mar 16 2001,2689120.0,260.7,290.73,182.33,2157.84,60.03,12232.98,380.51,13522.04,1647.51,10315.0,0.4949
43,Mar 19 2001,2717013.36,260.55,290.14,182.71,2156.62,60.2,12190.97,367.14,13457.69,1730.46,10428.0,0.4987
44,Mar 21 2001,2733970.0,262.0,291.92,183.31,2168.6,60.61,13103.94,369.07,13154.44,1605.04,10435.0,0.4943
45,Mar 22 2001,2714653.23,261.15,295.52,184.0,2161.49,60.08,12853.97,363.18,12621.85,1701.9,10395.0,0.4939
46,Mar 23 2001,2729695.73,262.85,294.31,183.89,2175.69,60.17,13214.54,371.47,12583.36,1705.02,10385.0,0.4966
47,Mar 27 2001,2731350.0,262.0,291.69,182.32,2168.65,58.89,13638.33,369.3,12707.9,1735.7,10425.0,0.4996
48,Mar 28 2001,2702957.49,260.15,292.57,181.34,2153.44,59.37,13765.51,375.18,12851.41,1602.22,10390.0,0.4937
49,Mar 29 2001,2704908.61,260.15,294.95,181.14,2153.49,59.83,13072.36,381.77,12677.89,1563.14,10397.5,0.4941
50,Mar 30 2001,2684589.24,257.7,291.52,181.27,2133.16,59.99,12999.7,381.05,12760.64,1573.25,10417.5,0.4854
51,Apr 02 2001,2670198.34,255.95,290.19,180.14,2118.65,59.02,12937.86,375.03,12727.3,1516.58,10432.5,0.4792
52,Apr 03 2001,2685407.97,257.1,289.95,180.14,2128.07,59.64,13124.47,372.65,12584.22,1399.05,10445.0,0.4872
53,Apr 04 2001,2752763.98,259.45,287.38,181.02,2147.49,59.48,13242.78,367.41,12063.71,1370.75,10610.0,0.4893
54,Apr 06 2001,2806683.88,258.8,287.11,179.87,2142.01,59.75,13383.76,364.34,12386.61,1448.16,10845.0,0.4984
55,Apr 09 2001,2800696.5,259.0,287.14,178.65,2143.74,59.7,12841.76,362.28,12202.1,1481.22,10813.5,0.4913
56,Apr 10 2001,2733963.08,256.65,288.31,178.36,2124.27,59.48,12620.27,369.2,12213.67,1597.87,10652.5,0.496
57,Apr 11 2001,2725176.98,257.7,291.29,179.71,2132.96,59.08,13174.93,367.16,12706.43,1647.36,10575.0,0.5031
58,Apr 12 2001,2751290.63,259.25,290.15,179.99,2145.86,59.4,13352.44,365.98,12989.47,1714.29,10612.5,0.5106
59,Apr 17 2001,2828268.13,260.55,295.37,181.99,2156.7,59.59,13067.09,360.04,12606.45,1671.51,10855.0,0.5037
60,Apr 18 2001,2833111.65,258.85,296.57,182.05,2142.63,59.51,13641.79,356.23,12972.8,1830.79,10945.0,0.5035
61,Apr 19 2001,2919092.87,263.1,295.95,183.13,2177.76,59.66,13868.28,349.31,13548.95,1953.28,11095.0,0.5171
62,Apr 20 2001,3106832.03,263.85,292.78,183.04,2184.02,59.47,13765.67,342.86,13448.13,1933.57,11775.0,0.515
63,Apr 23 2001,3138068.25,262.6,292.66,182.46,2173.54,59.08,13715.6,346.41,13311.5,1811.89,11950.0,0.5071
64,Apr 24 2001,3118654.84,263.4,294.66,183.42,2180.13,59.39,13743.18,348.1,13274.61,1762.21,11840.0,0.5068
65,Apr 25 2001,3158047.5,263.5,293.69,183.02,2180.91,59.9,13827.5,353.18,13249.55,1814.33,11985.0,0.5061
66,Apr 26 2001,3167006.5,263.5,292.19,182.95,2180.96,60.17,13973.03,351.34,13293.11,1763.33,12019.0,0.5112
67,Apr 27 2001,3115663.28,264.6,296.44,184.17,2190.17,60.42,13934.32,351.56,13386.04,1810.47,11850.0,0.5094
68,May 02 2001,2962838.2,263.95,296.04,184.1,2184.82,60.58,14421.64,362.72,13814.24,1962.42,11225.0,0.5213
69,May 08 2001,2902613.47,265.2,299.59,185.15,2195.46,61.19,14289.05,372.97,13540.81,1929.24,10945.0,0.5163
70,May 09 2001,2966437.13,267.85,302.89,188.37,2217.13,61.2,14084.85,372.11,13585.14,1876.87,11075.0,0.5248
71,May 10 2001,2997243.7,268.45,303.95,188.68,2221.99,61.84,14017.79,369.03,13604.8,1838.32,11165.0,0.5236
72,May 11 2001,3034209.17,269.05,307.1,189.47,2226.95,61.91,14043.92,370.36,13636.61,1821.2,11277.5,0.5217
73,May 14 2001,3059188.33,268.35,307.04,189.18,2221.16,61.72,13873.02,368.28,13259.17,1795.06,11400.0,0.5192
74,May 15 2001,3051235.32,266.6,303.44,187.5,2206.62,62.13,14054.03,370.88,13250.09,1796.81,11445.0,0.5217
75,May 16 2001,3090290.64,270.9,306.34,189.54,2242.21,61.03,13694.27,376.23,13335.95,1899.47,11407.5,0.5237
76,May 17 2001,3096200.0,274.0,310.9,191.64,2267.82,61.06,13910.67,376.7,13637.87,1925.14,11300.0,0.5276
77,May 18 2001,3105375.0,273.0,311.32,190.96,2259.57,62.52,13877.77,376.8,13459.18,1927.69,11375.0,0.5302
78,May 21 2001,3339181.25,291.25,332.82,202.74,2410.91,62.78,14176.83,380.38,13721.27,2052.57,11465.0,0.5268
79,May 22 2001,3246412.63,284.15,327.93,198.96,2352.02,62.55,14091.19,379.67,13877.95,2042.93,11425.0,0.5234
80,May 23 2001,3233855.03,283.15,328.94,198.74,2343.66,61.95,14067.7,380.68,13839.1,1957.56,11421.0,0.5168
81,May 25 2001,3164443.75,276.25,322.42,194.45,2286.55,60.94,13765.92,390.12,13753.99,1960.74,11455.0,0.5206
82,May 29 2001,3088400.0,275.75,322.82,194.45,2282.33,60.46,13773.89,406.38,13629.61,1873.53,11200.0,0.5171
83,May 30 2001,3088045.0,271.0,316.11,190.44,2243.26,59.93,13493.35,408.93,13420.13,1779.0,11395.0,0.513
84,May 31 2001,2975937.5,267.5,315.6,188.3,2214.1,60.47,13262.14,405.86,13174.41,1799.89,11125.0,0.5059
85,Jun 01 2001,3038828.88,265.4,313.53,187.56,2196.9,60.41,13261.84,396.51,13141.38,1840.83,11450.0,0.5087
86,Jun 05 2001,2982481.95,265.7,313.33,188.48,2199.17,61.23,13182.0,396.46,13451.87,1923.9,11225.0,0.5101
87,Jun 06 2001,2972272.5,265.5,313.53,190.51,2197.6,61.21,13174.84,397.6,13576.01,1903.84,11195.0,0.5162
88,Jun 07 2001,2977657.36,266.1,312.95,191.6,2202.43,61.23,13277.51,397.96,13703.43,1963.31,11190.0,0.5195
89,Jun 08 2001,2993737.5,267.0,314.71,193.52,2209.88,62.44,13430.22,398.81,13808.89,1896.22,11212.5,0.5251
90,Jun 11 2001,3024652.5,268.5,318.96,195.6,2222.29,61.75,13226.48,404.48,13675.49,1846.5,11265.0,0.5217
91,Jun 12 2001,3033000.15,269.9,317.87,195.74,2233.99,62.07,12840.1,417.05,13526.68,1852.03,11237.5,0.5256
92,Jun 13 2001,3052638.2,271.95,319.38,196.0,2251.17,61.69,12823.45,417.08,13523.31,1790.21,11225.0,0.5296
93,Jun 14 2001,3057688.9,272.4,317.19,194.56,2254.74,61.55,12846.66,416.74,13248.89,1711.39,11225.0,0.5275
94,Jun 15 2001,3064971.45,272.2,315.7,193.96,2253.0,61.49,12790.38,417.56,13102.5,1701.53,11260.0,0.5238
95,Jun 18 2001,3072240.0,272.0,315.8,193.77,2251.34,61.5,12697.79,421.47,12948.78,1666.49,11295.0,0.5238
96,Jun 19 2001,3114024.89,273.4,318.87,195.02,2263.18,61.91,12574.26,424.04,13133.66,1675.9,11390.0,0.5205
97,Jun 20 2001,3065235.0,271.5,318.7,194.6,2247.21,62.53,12674.64,432.32,12918.71,1721.56,11290.0,0.5194
98,Jun 21 2001,3082435.95,271.7,318.3,192.12,2248.83,62.87,12962.43,435.21,13187.45,1751.22,11345.0,0.5175
99,Jun 22 2001,3103319.28,273.3,319.87,193.66,2262.02,63.25,13044.61,437.6,13174.02,1727.47,11355.0,0.5158
100,Jun 26 2001,3115928.0,274.0,317.98,193.53,2267.84,63.22,12978.82,438.41,12961.97,1751.62,11372.0,0.5214
101,Jun 27 2001,3131343.77,274.8,319.57,194.42,2274.46,62.88,12828.98,436.12,13004.21,1756.02,11395.0,0.5192
102,Jun 28 2001,3085101.25,269.5,317.62,191.28,2230.65,62.49,12679.88,428.47,12827.82,1808.94,11447.5,0.5075
103,Jun 29 2001,3082132.33,270.6,319.63,192.41,2239.67,62.84,12969.05,437.62,13042.53,1830.19,11390.0,0.5114
104,Jul 03 2001,3039957.0,268.5,317.11,190.8,2222.29,62.75,12817.41,428.65,13184.75,1822.16,11322.0,0.5172
105,Jul 05 2001,3024366.88,266.3,318.2,190.3,2204.08,62.73,12607.3,431.0,12999.48,1751.0,11357.0,0.5145
106,Jul 09 2001,3014778.29,266.1,313.35,188.78,2202.43,62.89,12239.68,434.54,12690.68,1697.05,11329.5,0.5108
107,Jul 10 2001,3036091.85,267.45,312.48,189.51,2213.68,62.52,12300.41,435.6,12713.9,1624.95,11352.0,0.5097
108,Jul 11 2001,3034014.79,267.55,310.63,189.17,2214.48,63.24,12005.11,437.43,12527.9,1641.56,11340.0,0.5052
109,Jul 12 2001,3025165.78,266.3,312.38,189.4,2204.14,62.49,12407.95,441.47,12660.2,1750.13,11360.0,0.5053
110,Jul 13 2001,3017743.84,266.35,312.73,190.15,2204.5,61.89,12355.15,446.13,12612.79,1751.11,11330.0,0.5081
111,Jul 16 2001,3041955.0,268.25,313.74,191.62,2220.22,63.46,12343.37,443.32,12624.53,1685.74,11340.0,0.5075
112,Jul 17 2001,3033244.34,267.6,314.27,191.09,2214.9,63.16,12128.57,446.44,12495.25,1729.55,11335.0,0.5095
113,Jul 18 2001,3027899.05,268.55,308.22,189.75,2222.79,63.26,11892.58,453.3,12427.19,1666.87,11275.0,0.5156
114,Jul 19 2001,3040602.5,270.3,310.8,190.77,2237.22,63.55,11908.39,463.26,12279.82,1695.89,11249.0,0.5131
115,Jul 23 2001,2760892.0,268.7,309.56,189.31,2224.03,63.11,11609.63,470.23,12236.45,1629.93,10187.5,0.5081
116,Jul 24 2001,2660625.0,268.75,307.35,189.25,2224.52,63.32,11883.25,457.92,12214.1,1604.86,10050.0,0.5094
117,Jul 26 2001,2688375.0,267.5,305.09,187.41,2214.12,62.74,11858.56,443.69,12039.82,1673.39,10050.0,0.5094
118,Jul 27 2001,2651518.4,266.15,304.73,186.96,2202.92,63.32,11798.08,447.38,12182.17,1683.18,10050.0,0.5085
119,Jul 30 2001,2583108.11,266.3,304.27,186.93,2204.08,63.0,11579.27,449.19,12086.66,1670.03,9700.0,0.5062
120,Jul 31 2001,2526049.07,265.9,303.89,186.58,2200.85,62.94,11860.77,444.08,12316.69,1683.61,9500.0,0.5097
121,Aug 01 2001,2573242.34,267.35,304.15,186.7,2212.83,63.1,11959.33,443.19,12478.74,1729.53,9625.0,0.5182
122,Aug 02 2001,2569875.0,267.0,302.76,186.46,2209.91,63.0,12399.2,436.46,12466.37,1751.45,9625.0,0.5203
123,Aug 03 2001,2548591.36,267.85,302.42,187.4,2216.94,63.31,12241.97,435.15,12269.08,1725.9,9515.0,0.5169
124,Aug 06 2001,2509007.54,267.2,303.5,188.32,2211.61,63.6,12243.9,430.81,12148.81,1702.84,9390.0,0.5174
125,Aug 07 2001,2492639.29,266.45,303.89,187.93,2205.46,63.88,12319.46,432.94,12007.19,1696.37,9355.0,0.5152
126,Aug 08 2001,2485511.09,266.4,303.97,188.41,2205.07,64.35,12163.67,442.53,11958.01,1626.2,9330.0,0.5191
127,Aug 09 2001,2484000.0,270.0,303.81,189.96,2234.87,64.82,11754.56,430.69,11716.77,1628.92,9200.0,0.5121
128,Aug 10 2001,2512536.22,275.8,308.02,193.32,2282.74,66.08,11735.06,435.67,11765.81,1617.45,9110.0,0.5131
129,Aug 13 2001,2356378.75,275.6,306.73,193.83,2281.17,66.36,11477.56,441.18,11694.29,1653.27,8550.0,0.5174
130,Aug 14 2001,2329132.5,274.5,305.88,193.2,2272.12,65.51,11917.95,441.9,11991.01,1629.95,8485.0,0.5218
131,Aug 15 2001,2416194.96,275.35,302.22,191.47,2279.1,66.2,11755.4,436.41,12141.63,1572.03,8775.0,0.529
132,Aug 16 2001,2414124.15,275.9,302.26,191.19,2283.62,65.25,11515.02,435.32,11832.44,1581.98,8750.0,0.5242
133,Aug 20 2001,2358440.42,276.65,303.18,191.53,2289.78,66.38,11257.94,437.87,11458.7,1535.99,8525.0,0.5329
134,Aug 21 2001,2360291.08,276.3,302.76,190.8,2286.88,65.33,11280.38,437.2,11440.35,1480.74,8542.5,0.5351
135,Aug 22 2001,2376446.49,275.85,299.51,189.49,2283.18,65.06,11396.43,441.98,11188.57,1515.41,8615.0,0.5336
136,Aug 23 2001,2398064.97,274.85,301.01,189.97,2274.88,65.14,11126.92,439.69,11345.38,1496.98,8725.0,0.5342
137,Aug 24 2001,2371994.3,272.8,298.79,188.61,2258.05,64.96,11166.31,441.22,11110.3,1579.62,8695.0,0.5344
138,Aug 27 2001,2382906.29,272.8,299.94,189.06,2257.96,64.81,11275.01,441.31,11234.72,1578.33,8735.0,0.5286
139,Aug 28 2001,2447579.74,271.05,298.05,187.15,2243.42,64.82,11189.4,440.94,11300.53,1526.3,9030.0,0.5309
140,Aug 29 2001,2496576.16,272.85,299.74,187.93,2258.35,65.18,10979.76,437.84,11242.41,1499.76,9150.0,0.5293
141,Aug 30 2001,2428914.26,272.3,299.49,187.88,2253.74,65.85,10938.45,434.32,11315.63,1453.9,8920.0,0.5322
142,Aug 31 2001,2419462.5,273.0,300.53,188.22,2259.59,65.35,10713.51,435.55,11090.48,1469.7,8862.5,0.5294
143,Sep 04 2001,2447975.24,272.3,305.68,188.3,2253.77,65.11,10772.59,441.16,11136.86,1424.12,8990.0,0.5209
144,Sep 05 2001,2456619.73,271.3,305.35,186.76,2245.55,65.07,10598.79,442.23,10943.14,1415.3,9055.0,0.5206
145,Sep 06 2001,2448448.24,272.05,305.3,187.32,2251.7,65.44,10650.33,448.69,10664.32,1361.69,9000.0,0.5222
146,Sep 07 2001,2503438.66,273.6,302.86,187.16,2264.5,65.5,10516.79,443.81,10384.2,1354.27,9150.0,0.5193
147,Sep 10 2001,2463862.5,271.5,301.87,186.18,2247.12,65.01,10195.69,443.6,10366.32,1365.39,9075.0,0.5132
148,Sep 17 2001,2731623.75,293.25,318.92,200.05,2427.14,66.2,9504.41,407.25,9319.35,1252.7,9315.0,0.5025
149,Sep 18 2001,2771004.06,289.4,313.95,197.92,2395.3,64.86,9679.88,413.83,9307.9,1224.64,9575.0,0.497
150,Sep 19 2001,2767199.09,288.1,309.95,196.24,2384.49,61.97,9939.6,422.45,9558.15,1208.23,9605.0,0.4933
151,Sep 20 2001,2724882.5,288.5,311.19,196.83,2387.8,63.86,9785.16,422.35,9317.98,1166.27,9445.0,0.4926
152,Sep 21 2001,2753887.5,292.5,319.32,200.7,2420.93,63.41,9554.99,414.43,8934.2,1126.95,9415.0,0.4847
153,Sep 25 2001,2741040.0,288.0,311.86,195.96,2383.83,64.1,9693.97,409.09,9210.06,1187.77,9517.5,0.4929
154,Sep 26 2001,2808120.28,291.45,316.38,197.61,2412.3,63.83,9641.7,401.02,9371.75,1143.48,9635.0,0.4912
155,Sep 27 2001,2803088.61,289.8,314.86,196.38,2398.64,63.57,9696.53,395.04,9600.79,1144.27,9672.5,0.4879
156,Sep 28 2001,2845266.83,293.1,321.84,199.43,2425.93,63.14,9774.68,392.48,9950.7,1168.37,9707.5,0.4912
157,Oct 03 2001,2873439.05,290.1,315.19,196.48,2401.1,62.98,9924.23,371.49,9897.14,1249.41,9905.0,0.4958
158,Oct 04 2001,2823652.33,290.35,317.91,196.59,2403.17,62.52,10205.48,381.24,10286.39,1260.66,9725.0,0.4984
159,Oct 05 2001,2872687.52,291.2,316.9,196.68,2410.2,62.37,10205.87,381.59,10277.38,1271.73,9865.0,0.507
160,Oct 09 2001,2900000.0,290.0,315.84,197.74,2400.3,63.77,10011.77,369.8,10358.93,1244.56,10000.0,0.5007
161,Oct 10 2001,2867191.77,287.15,315.06,197.98,2376.68,64.5,9964.88,368.3,10298.24,1304.68,9985.0,0.5017
162,Oct 11 2001,2800882.92,281.85,312.51,195.27,2332.76,63.69,10347.01,370.59,10522.61,1389.87,9937.5,0.5008
163,Oct 12 2001,2809544.05,281.8,311.07,194.28,2332.32,63.83,10632.35,378.6,10274.13,1393.84,9970.0,0.5057
164,Oct 16 2001,2810998.54,281.1,309.27,194.18,2326.58,64.7,10637.82,378.88,10148.49,1404.81,10000.0,0.5111
165,Oct 17 2001,2819518.53,281.6,310.58,194.05,2330.77,64.81,10755.45,381.37,10260.81,1314.8,10012.5,0.5087
166,Oct 18 2001,2819835.0,281.0,311.22,194.52,2325.84,65.63,10474.85,385.17,9880.61,1330.33,10035.0,0.5066
167,Oct 19 2001,2816622.51,279.15,311.06,194.1,2310.47,65.67,10538.79,387.85,9825.84,1347.59,10090.0,0.5091
168,Oct 23 2001,2807426.51,276.05,310.76,194.29,2284.81,65.24,10861.56,391.79,10219.84,1384.06,10170.0,0.5077
169,Oct 24 2001,2818365.0,275.5,308.96,193.66,2280.23,65.44,10802.15,385.96,10243.46,1424.69,10230.0,0.5077
170,Oct 25 2001,2840325.0,276.7,308.75,193.57,2290.22,65.86,10880.1,390.44,10243.46,1479.05,10265.0,0.5034
171,Oct 26 2001,2844585.0,277.25,310.71,193.49,2294.8,65.89,10795.16,387.82,10404.74,1454.9,10260.0,0.5027
172,Oct 29 2001,2861220.5,278.6,308.08,191.91,2305.97,65.78,10612.31,384.33,10178.09,1374.58,10270.0,0.5055
173,Oct 30 2001,2916158.98,280.4,308.54,192.54,2320.81,65.81,10512.82,378.36,10076.43,1342.26,10400.0,0.5044
174,Oct 31 2001,2919906.25,278.75,309.48,191.67,2307.16,66.27,10366.34,383.74,10073.97,1364.78,10475.0,0.5032
175,Nov 01 2001,2953313.46,280.6,309.54,191.86,2322.5,66.34,10347.28,382.0,10158.85,1424.15,10525.0,0.5088
176,Nov 02 2001,2987931.46,279.9,309.56,191.29,2316.7,67.62,10383.78,380.65,10186.06,1425.78,10675.0,0.5085
177,Nov 05 2001,3039881.25,278.25,310.27,191.0,2303.02,67.68,10447.54,375.21,10430.72,1480.21,10925.0,0.5088
178,Nov 06 2001,3022422.72,278.95,311.05,191.26,2308.78,67.45,10633.72,375.43,10356.05,1523.09,10835.0,0.5137
179,Nov 07 2001,2981689.17,280.3,311.51,191.34,2319.93,67.42,10284.98,377.5,10269.79,1524.67,10637.5,0.5153
180,Nov 08 2001,2931075.99,279.95,313.74,192.37,2317.03,67.72,10431.79,381.84,10538.62,1510.6,10470.0,0.5147
181,Nov 09 2001,2885130.48,277.15,310.18,190.11,2293.86,67.67,10215.71,377.34,10609.25,1514.96,10410.0,0.5142
182,Nov 12 2001,2970940.0,280.0,313.02,192.2,2317.42,67.05,10081.56,371.36,10592.45,1528.75,10610.5,0.5208
183,Nov 13 2001,2952328.75,276.5,313.53,191.61,2288.45,66.77,10030.56,369.25,10662.84,1580.76,10677.5,0.5208
184,Nov 14 2001,2961971.25,278.25,314.87,192.88,2302.99,66.51,10086.76,372.79,10950.04,1585.89,10645.0,0.5202
185,Nov 15 2001,2926655.73,275.45,312.62,192.38,2279.9,66.46,10489.89,378.38,11239.39,1582.58,10625.0,0.5183
186,Nov 16 2001,2919307.5,274.5,310.06,192.08,2272.06,66.71,10649.09,378.67,11287.37,1582.14,10635.0,0.5225
187,Nov 19 2001,2892634.45,273.6,311.16,193.44,2264.59,66.91,10727.94,382.79,11360.26,1617.58,10572.5,0.5222
188,Nov 20 2001,2875527.74,272.95,309.15,192.58,2259.18,66.82,10575.62,381.84,11225.79,1549.7,10535.0,0.5199
189,Nov 21 2001,2848029.96,272.8,311.34,193.02,2257.94,67.33,10661.08,382.09,11173.92,1552.01,10440.0,0.5166
190,Nov 26 2001,2821408.48,272.6,310.05,193.03,2256.31,67.28,11064.3,381.43,11391.96,1619.65,10350.0,0.5189
191,Nov 27 2001,2850516.96,273.3,309.97,193.3,2262.1,67.24,10948.89,380.98,11261.54,1609.87,10430.0,0.5225
192,Nov 28 2001,2853758.98,274.4,309.74,192.74,2271.26,66.11,10624.81,382.9,11066.19,1557.03,10400.0,0.5215
193,Nov 29 2001,2861215.57,274.8,309.95,193.19,2274.63,66.68,10655.96,380.19,11090.74,1599.3,10412.0,0.5178
194,Nov 30 2001,2883107.5,275.5,307.68,193.19,2280.37,65.8,10697.44,380.31,11279.25,1596.05,10465.0,0.5218
195,Dec 03 2001,2889237.72,276.35,310.3,194.47,2287.35,65.46,10370.62,380.8,11155.15,1567.54,10455.0,0.5171
196,Dec 04 2001,2896000.47,276.6,310.26,194.5,2289.44,66.13,10452.65,377.56,11427.28,1634.27,10470.0,0.5147
197,Dec 05 2001,2879250.0,275.0,309.61,194.0,2276.23,64.96,10713.81,377.94,11678.44,1720.91,10470.0,0.5181
198,Dec 06 2001,2855317.97,274.55,308.07,192.61,2272.53,64.75,10857.28,379.36,11745.84,1717.97,10400.0,0.5191
199,Dec 07 2001,2841044.98,274.1,307.7,191.48,2268.78,64.0,10796.89,377.21,11832.18,1673.9,10365.0,0.5141
200,Dec 10 2001,2791935.0,272.65,306.83,190.08,2256.72,64.03,10571.01,373.86,11784.92,1645.36,10240.0,0.5145
201,Dec 11 2001,2766912.5,272.2,306.29,189.65,2252.94,63.43,10473.91,371.25,11693.05,1661.27,10165.0,0.5156
202,Dec 12 2001,2741837.5,273.5,305.52,189.23,2263.7,64.08,10801.52,372.85,11847.06,1669.95,10025.0,0.5198
203,Dec 13 2001,2773677.02,274.35,305.65,189.66,2270.71,63.63,10433.45,374.69,11529.54,1601.91,10110.0,0.5189
204,Dec 19 2001,2812970.76,278.65,310.16,192.21,2306.3,63.15,10471.93,375.07,11565.23,1628.69,10095.0,0.5111
205,Dec 20 2001,2793440.27,276.1,307.67,190.78,2285.17,61.92,10434.52,377.83,11601.14,1557.36,10117.5,0.5052
206,Dec 21 2001,2819400.0,277.5,312.85,192.86,2296.78,61.4,10335.45,378.25,11158.1,1578.27,10160.0,0.5077
207,Dec 27 2001,2891550.74,277.7,313.15,191.07,2298.44,61.02,10457.61,379.97,11359.5,1606.48,10412.5,0.5076
