,Date,IDR,USD,Euro,GBP,RMB,Gold/Silver,Nikkei 225,IHSG,Hang Seng,Nasdaq,USD/IDR,AUD/USD
1121,Mar 22 2006,5004940.63,550.75,455.64,315.27,4421.53,52.43,16495.48,1302.33,15642.81,1676.32,9092.5,0.719
1122,Mar 23 2006,4960853.75,546.5,456.04,315.03,4387.14,51.51,16489.37,1305.62,15771.17,1670.73,9087.5,0.7145
1123,Mar 24 2006,5078673.5,556.75,463.44,319.85,4470.7,52.23,16560.87,1311.37,15716.46,1679.81,9122.0,0.7097
1124,Mar 27 2006,5103362.5,565.0,469.64,323.23,4532.09,52.11,16650.1,1311.95,15815.87,1680.63,9032.5,0.7054
1125,Mar 28 2006,5137577.5,567.5,469.61,324.36,4551.69,52.17,16690.24,1325.22,15856.58,1673.03,9045.0,0.7046
1126,Mar 29 2006,5169750.0,565.0,470.85,325.89,4534.63,51.38,16938.41,1322.97,15745.11,1703.84,9140.0,0.7077
1127,Apr 03 2006,5296207.5,587.0,484.54,337.94,4707.68,50.11,17333.31,1329.31,16063.75,1706.77,9022.5,0.7157
1128,Apr 04 2006,5286120.0,588.0,479.55,334.97,4713.41,50.12,17292.91,1326.45,16100.09,1716.55,8982.5,0.7204
1129,Apr 05 2006,5287297.5,586.5,478.01,335.29,4697.1,50.29,17243.98,1344.6,16100.09,1732.74,9000.0,0.7281
1130,Apr 06 2006,5335462.5,592.5,484.46,338.19,4744.74,49.03,17489.33,1355.01,16411.13,1739.2,9017.5,0.7309
1131,Apr 07 2006,5300378.13,589.75,486.85,338.7,4724.55,48.75,17563.37,1363.3,16471.78,1723.03,8982.5,0.7258
1132,Apr 11 2006,5375266.88,597.75,492.89,342.15,4784.99,47.63,17418.13,1360.13,16475.81,1704.4,8992.5,0.7338
1133,Apr 12 2006,5375250.0,597.25,493.17,341.08,4785.17,46.86,17162.55,1372.39,16310.76,1704.75,8995.0,0.7319
1134,Apr 13 2006,5329587.5,593.0,490.55,338.49,4754.97,46.64,17199.15,1382.12,16429.45,1712.07,8987.5,0.7279
1135,Apr 18 2006,5521991.88,614.75,500.51,345.8,4932.75,44.62,17232.86,1417.38,16637.53,1726.64,8982.5,0.7426
1136,Apr 19 2006,5563398.75,624.75,506.57,349.21,5006.43,43.59,17350.12,1453.23,16830.44,1734.04,8883.0,0.7468
1137,Apr 20 2006,5553125.0,625.0,507.86,351.73,5007.19,49.86,17317.53,1464.53,16944.34,1728.9,8885.0,0.738
1138,Apr 21 2006,5539797.5,623.5,505.33,349.85,4998.6,48.84,17403.96,1459.29,16912.15,1709.02,8883.5,0.7416
1139,Apr 24 2006,5501032.5,622.5,503.38,349.26,4989.34,51.86,16914.4,1442.87,16705.67,1706.44,8830.0,0.7441
1140,Apr 25 2006,5593734.38,634.75,511.71,355.04,5086.89,50.14,16970.29,1458.78,16577.77,1701.47,8817.5,0.746
1141,Apr 26 2006,5592400.0,635.5,510.79,355.6,5095.63,49.73,17055.93,1481.72,16672.66,1702.2,8795.0,0.7527
1142,Apr 27 2006,5606425.0,638.0,508.79,353.84,5114.27,49.92,17114.54,1474.61,16742.85,1717.14,8780.0,0.7568
1143,Apr 28 2006,5662370.0,644.0,511.25,354.3,5161.02,47.7,16906.23,1464.41,16661.3,1700.71,8785.0,0.7577
1144,May 02 2006,5799944.5,661.0,522.8,359.3,5297.25,46.62,17153.77,1475.89,16868.04,1689.93,8774.5,0.7621
1145,May 08 2006,5900492.5,675.5,531.16,363.48,5408.73,48.62,17291.67,1507.93,17301.79,1715.23,8735.0,0.7688
1146,May 09 2006,6038068.75,691.25,541.67,370.54,5533.04,48.33,17190.91,1532.62,17133.99,1711.17,8737.5,0.774
1147,May 10 2006,6104526.95,699.9,546.95,375.58,5601.79,48.89,16951.93,1539.4,17080.59,1694.82,8722.0,0.7743
1148,May 11 2006,6246315.0,715.5,558.09,380.73,5726.93,48.63,16862.14,1553.06,17140.78,1657.48,8702.5,0.7756
1149,May 12 2006,6361875.0,725.0,562.78,383.54,5804.42,49.74,16601.78,1525.78,16901.85,1635.81,8765.0,0.7725
1150,May 15 2006,6263125.0,687.5,535.79,365.28,5502.06,51.6,16486.91,1429.54,16494.84,1634.78,9117.5,0.7613
1151,May 16 2006,6366400.0,692.0,538.58,366.93,5538.08,50.78,16158.42,1427.81,16393.11,1623.69,9195.0,0.7673
1152,May 17 2006,6340967.5,699.5,547.06,370.98,5597.75,52.34,16307.67,1462.16,16615.55,1598.91,8997.5,0.7576
1153,May 18 2006,6366330.0,693.5,541.35,366.82,5554.93,53.77,16087.18,1400.85,16266.52,1587.11,9176.0,0.7646
1154,May 19 2006,5995428.75,651.5,512.77,348.23,5226.33,52.9,16155.45,1392.99,16313.36,1600.86,9197.5,0.7583
1155,May 22 2006,6084562.5,652.5,509.19,347.0,5236.96,52.45,15857.87,1309.05,15805.52,1584.57,9325.0,0.7546
1156,May 23 2006,6174105.0,666.75,518.89,354.14,5350.0,51.73,15599.2,1326.26,15864.56,1569.01,9255.0,0.7525
1157,May 24 2006,6069960.0,648.5,508.17,347.31,5205.19,51.23,15907.2,1323.15,15822.64,1580.18,9375.0,0.752
1158,May 30 2006,6069995.0,660.5,512.47,350.28,5305.14,50.06,15859.45,1366.17,15857.89,1571.29,9180.0,0.7622
1159,Jun 01 2006,5837500.0,625.0,487.6,334.57,5012.75,52.34,15503.74,1321.56,15645.27,1616.57,9340.0,0.7469
1160,Jun 02 2006,5853370.5,632.25,488.96,335.28,5072.54,52.48,15789.31,1347.69,15912.71,1612.9,9258.0,0.7517
1161,Jun 05 2006,5959111.19,641.8,495.92,341.95,5139.34,51.52,15668.31,1349.04,16016.23,1577.5,9285.0,0.7481
1162,Jun 06 2006,5859315.0,627.0,489.29,337.11,5024.84,52.91,15384.86,1316.94,15973.11,1575.39,9345.0,0.7408
1163,Jun 07 2006,5789861.88,617.75,483.54,333.05,4952.63,52.68,15096.01,1287.18,15816.55,1565.22,9380.0,0.7409
1164,Jun 08 2006,5786950.0,614.0,485.86,333.89,4917.46,54.95,14633.03,1241.33,15450.11,1561.55,9425.0,0.742
1165,Jun 09 2006,5790400.0,616.0,487.13,334.25,4934.9,54.24,14750.84,1274.75,15628.69,1550.97,9395.0,0.7483
1166,Jun 12 2006,5738663.54,609.2,484.09,330.67,4885.05,55.23,14833.01,1273.11,15621.44,1520.31,9416.0,0.7461
1167,Jun 13 2006,5568817.5,586.5,466.87,319.35,4694.05,58.37,14218.6,1236.57,15234.42,1516.85,9495.0,0.7378
1168,Jun 14 2006,5382270.0,567.75,449.97,307.48,4542.28,58.02,14309.56,1234.2,15247.92,1530.26,9475.0,0.7369
1169,Jun 15 2006,5345896.5,569.5,451.18,307.9,4556.85,56.72,14470.76,1241.65,15435.08,1573.08,9387.0,0.7426
1170,Jun 16 2006,5333895.0,574.0,454.13,310.27,4593.15,56.5,14879.34,1309.53,15842.65,1562.84,9292.5,0.739
1171,Jun 19 2006,5355980.0,571.0,454.85,310.72,4571.43,57.26,14860.35,1295.05,15768.86,1548.94,9380.0,0.7366
1172,Jun 20 2006,5318460.0,567.0,450.95,307.89,4537.64,56.03,14648.41,1294.97,15608.97,1548.32,9380.0,0.7377
1173,Jun 21 2006,5379691.13,574.6,454.53,311.7,4595.07,56.05,14644.26,1293.29,15659.36,1573.56,9362.5,0.7399
1174,Jun 22 2006,5469458.75,584.5,464.83,319.65,4673.9,56.76,15135.69,1303.45,15826.7,1554.49,9357.5,0.7338
1175,Jun 23 2006,5449687.62,579.6,463.07,318.58,4636.91,56.36,15124.04,1290.16,15808.81,1551.05,9402.5,0.7319
1176,Jun 26 2006,5484900.0,583.5,464.88,320.97,4669.17,56.78,15152.4,1283.85,15804.81,1556.17,9400.0,0.7323
1177,Jun 27 2006,5472431.25,588.75,467.43,322.84,4709.0,56.99,15171.81,1285.63,15774.7,1527.0,9295.0,0.7328
1178,Jun 28 2006,5443176.38,582.75,465.18,320.84,4661.07,56.66,14886.11,1272.05,15742.66,1538.25,9340.5,0.7292
1179,Jun 29 2006,5518915.5,589.25,469.95,325.06,4711.35,55.73,15121.15,1274.74,15865.22,1585.56,9366.0,0.7381
1180,Jun 30 2006,5682850.5,613.5,479.8,331.7,4904.5,55.69,15505.18,1310.26,16267.62,1575.23,9263.0,0.7423
1181,Jul 03 2006,5699992.05,622.95,486.58,337.8,4985.28,55.27,15571.62,1327.76,16326.66,1586.25,9150.0,0.742
1182,Jul 05 2006,5681760.0,623.0,489.88,339.81,4981.38,55.03,15523.94,1338.32,16267.18,1553.95,9120.0,0.7418
1183,Jul 06 2006,5709120.0,626.0,490.88,340.88,5003.3,54.79,15321.4,1340.02,16440.99,1551.55,9150.0,0.7465
1184,Jul 07 2006,5724547.5,631.5,492.49,341.21,5043.1,55.51,15307.61,1347.9,16459.78,1533.71,9065.0,0.7506
1185,Jul 10 2006,5665300.0,626.0,491.42,340.05,5001.74,56.27,15552.81,1339.83,16603.81,1520.9,9050.0,0.7467
1186,Jul 11 2006,5705133.75,630.75,494.69,342.32,5040.39,55.62,15473.82,1343.94,16490.13,1533.06,9045.0,0.753
1187,Jul 12 2006,5921500.0,650.0,512.32,354.76,5194.6,56.24,15249.32,1345.87,16522.21,1501.46,9110.0,0.7519
1188,Jul 13 2006,5913697.5,649.5,511.68,352.48,5191.06,56.56,15097.95,1334.03,16305.48,1478.16,9105.0,0.754
1189,Jul 14 2006,6085318.75,663.25,524.95,361.57,5304.67,57.94,14845.24,1303.59,16135.71,1462.17,9175.0,0.7534
1190,Jul 18 2006,5966250.0,645.0,516.31,353.3,5158.84,59.94,14437.24,1286.05,16043.94,1472.34,9240.0,0.7466
1191,Jul 19 2006,5938006.64,641.6,510.6,348.77,5134.6,57.27,14500.26,1280.5,16097.54,1490.6,9255.0,0.7501
1192,Jul 20 2006,5888512.5,642.5,508.05,347.1,5134.86,57.56,14946.84,1315.59,16472.62,1466.89,9165.0,0.7509
1193,Jul 21 2006,5798564.0,634.0,499.74,341.01,5060.59,57.58,14821.26,1314.58,16464.18,1451.88,9146.0,0.7525
1194,Jul 24 2006,5551240.05,605.7,479.74,327.34,4837.79,56.24,14794.5,1303.15,16480.59,1482.34,9165.0,0.7545
1195,Jul 25 2006,5643000.0,618.75,490.02,334.98,4942.08,56.62,15005.24,1307.78,16583.86,1489.52,9120.0,0.7531
1196,Jul 26 2006,5602414.22,614.3,486.94,332.61,4905.0,56.31,14884.07,1312.83,16617.24,1487.88,9120.0,0.7619
1197,Jul 27 2006,5795730.0,639.0,501.83,342.75,5095.9,55.75,15179.78,1330.59,16916.77,1478.53,9070.0,0.763
1198,Jul 28 2006,5794423.17,637.1,499.08,341.51,5078.0,56.03,15342.87,1337.41,16955.04,1510.3,9087.5,0.7675
1199,Jul 31 2006,5736775.0,632.5,495.63,338.77,5040.39,55.96,15456.81,1351.65,16971.34,1509.43,9095.0,0.7662
1200,Aug 01 2006,5798975.0,637.25,500.1,341.25,5081.81,55.17,15440.91,1371.69,16911.37,1484.94,9095.0,0.766
1201,Aug 02 2006,5961583.11,654.4,510.83,348.37,5216.42,53.27,15464.29,1394.36,17032.75,1500.48,9110.0,0.7643
1202,Aug 03 2006,5868872.11,644.4,503.75,341.21,5140.25,53.31,15470.37,1379.71,17048.42,1510.6,9090.0,0.7606
1203,Aug 04 2006,5925365.13,652.25,505.84,341.34,5203.91,52.3,15499.18,1389.35,16887.8,1503.84,9084.5,0.7665
1204,Aug 07 2006,5893232.5,649.75,505.27,340.21,5177.79,52.81,15154.06,1403.49,16953.55,1494.13,9070.0,0.7634
1205,Aug 08 2006,5872140.0,646.0,503.21,338.73,5150.69,52.72,15464.66,1396.08,17048.2,1484.8,9085.0,0.7602
1206,Aug 09 2006,5899410.0,649.0,503.71,340.01,5177.2,51.8,15656.59,1413.1,17346.58,1485.64,9090.0,0.7651
1207,Aug 10 2006,5833698.0,644.75,504.72,340.82,5139.3,52.54,15630.91,1384.86,17222.14,1496.28,9085.0,0.7676
1208,Aug 11 2006,5848193.0,644.5,504.88,339.83,5140.53,53.12,15565.02,1402.19,17249.95,1486.74,9074.0,0.7661
1209,Aug 14 2006,5680111.07,624.6,490.09,330.08,4983.68,52.04,15857.11,1415.22,17290.01,1494.33,9090.0,0.7599
1210,Aug 15 2006,5689235.25,625.5,489.19,330.01,5004.94,51.82,15816.19,1424.24,17274.07,1534.43,9095.5,0.7653
1211,Aug 16 2006,5726001.88,629.75,489.98,331.44,5030.76,51.0,16071.36,1437.77,17451.03,1570.06,9092.5,0.768
1212,Aug 22 2006,5648653.88,622.75,486.01,329.74,4961.08,50.86,16181.17,1435.03,17149.75,1563.43,9070.5,0.7625
1213,Aug 23 2006,5715394.62,628.1,490.88,331.63,5005.89,49.83,16163.03,1438.63,17088.39,1550.41,9099.5,0.7629
1214,Aug 24 2006,5701075.0,623.75,487.51,329.76,4972.85,50.31,15960.62,1429.48,16883.04,1555.19,9145.0,0.7614
1215,Aug 25 2006,5673565.63,621.25,487.39,329.38,4955.28,50.3,15938.66,1416.93,16955.45,1557.7,9135.0,0.7575
1216,Aug 28 2006,5667974.38,621.25,485.71,327.47,4951.8,50.87,15762.59,1418.0,16922.29,1570.29,9135.0,0.7588
1217,Aug 29 2006,5575191.71,613.4,480.89,324.09,4884.01,50.27,15890.56,1432.93,17083.28,1573.65,9090.0,0.7641
1218,Aug 30 2006,5633880.0,617.75,481.43,324.13,4916.49,49.46,15872.02,1425.22,17284.71,1581.95,9116.0,0.7632
1219,Aug 31 2006,5671979.5,623.5,487.09,327.79,4958.51,48.6,16140.76,1431.26,17392.27,1579.73,9117.0,0.764
1220,Sep 01 2006,5649069.02,621.05,485.06,326.29,4939.33,48.3,16134.25,1444.49,17423.72,1589.47,9096.0,0.767
1221,Sep 05 2006,5790770.0,637.75,497.99,336.97,5069.35,49.2,16385.96,1468.24,17438.8,1603.69,9120.0,0.7712
1222,Sep 06 2006,5774196.61,635.4,496.85,337.87,5047.81,48.54,16284.09,1472.56,17258.51,1572.2,9120.0,0.7662
1223,Sep 07 2006,5652542.5,621.5,488.16,331.68,4935.33,49.06,16012.41,1470.47,17096.44,1564.84,9105.0,0.7585
1224,Sep 08 2006,5572350.0,610.0,481.51,327.09,4848.58,50.35,16080.46,1466.58,17145.76,1574.71,9135.0,0.754
1225,Sep 11 2006,5369910.0,588.0,463.27,315.69,4677.07,53.21,15794.38,1447.25,16948.59,1583.78,9130.0,0.7507
1226,Sep 12 2006,5406085.95,590.7,465.5,314.95,4694.0,53.33,15719.34,1435.21,17075.4,1615.75,9165.0,0.7509
1227,Sep 13 2006,5367262.5,589.0,464.6,314.19,4681.73,52.72,15750.05,1451.08,17210.04,1623.99,9170.0,0.7528
1228,Sep 14 2006,5337032.11,584.4,458.37,309.04,4643.64,53.8,15942.39,1461.29,17183.45,1625.98,9130.0,0.7542
1229,Sep 15 2006,5231230.66,573.6,453.42,305.37,4556.1,53.44,15866.93,1465.7,17237.65,1632.44,9120.0,0.7528
1230,Sep 19 2006,5343693.0,583.5,459.3,309.25,4630.83,53.3,15874.28,1485.35,17346.7,1621.07,9160.0,0.751
1231,Sep 20 2006,5319441.88,580.25,456.8,307.15,4599.35,52.9,15718.67,1479.31,17512.96,1645.35,9160.0,0.7526
1232,Sep 21 2006,5289775.0,578.75,454.96,305.11,4585.61,52.69,15834.23,1507.37,17619.97,1634.87,9165.0,0.7569
1233,Sep 22 2006,5412910.0,589.0,460.07,309.61,4664.59,52.76,15634.67,1510.83,17600.65,1622.37,9200.0,0.7499
1234,Sep 25 2006,5407475.63,584.75,459.01,307.88,4631.92,52.29,15633.81,1506.76,17546.04,1650.37,9245.0,0.7541
1235,Sep 26 2006,5439564.0,591.0,466.29,311.86,4675.11,51.99,15557.45,1500.11,17308.08,1659.2,9230.0,0.7523
1236,Sep 27 2006,5468437.5,593.75,467.21,314.44,4691.81,51.67,15947.87,1523.06,17521.51,1655.67,9210.0,0.7509
1237,Sep 28 2006,5571720.0,603.0,475.23,321.83,4761.59,52.15,16024.85,1533.8,17530.57,1661.59,9217.5,0.7487
1238,Sep 29 2006,5528081.25,599.25,473.06,320.81,4736.53,52.3,16127.58,1534.62,17543.05,1654.13,9205.0,0.7465
1239,Oct 02 2006,5528521.65,600.6,471.26,318.65,4747.2,51.76,16254.29,1528.91,17543.05,1632.81,9190.0,0.748
1240,Oct 03 2006,5359611.25,582.25,457.06,308.2,4602.16,53.21,16242.09,1537.71,17606.53,1640.29,9177.5,0.743
1241,Oct 04 2006,5288590.65,573.6,452.1,304.45,4533.79,52.46,16082.55,1537.09,17629.21,1681.14,9215.0,0.7459
1242,Oct 05 2006,5278944.6,573.3,451.83,305.47,4531.42,51.71,16449.33,1544.98,17907.67,1689.43,9208.0,0.746
1243,Oct 06 2006,5163105.63,560.75,445.52,299.92,4432.22,51.6,16436.06,1549.63,17903.39,1684.88,9207.5,0.7428
1244,Oct 10 2006,5270878.4,571.4,455.72,307.94,4520.46,51.39,16477.25,1554.92,17823.7,1693.29,9224.5,0.7435
1245,Oct 11 2006,5294635.9,574.1,457.5,309.25,4543.94,51.05,16400.57,1553.12,17862.79,1691.28,9220.0,0.7427
1246,Oct 12 2006,5282773.5,573.0,457.08,308.65,4535.18,50.89,16368.81,1549.54,17873.09,1718.54,9215.0,0.7509
1247,Oct 13 2006,5395342.2,586.1,469.09,315.9,4631.07,50.73,16536.54,1572.2,17988.86,1727.21,9208.0,0.7511
1248,Oct 16 2006,5454387.71,595.1,475.45,319.87,4707.12,50.21,16692.76,1561.79,18010.2,1727.61,9197.0,0.7536
1249,Oct 17 2006,5401450.0,590.0,470.51,315.63,4665.84,50.42,16611.59,1566.82,18014.84,1709.61,9155.0,0.7532
1250,Oct 18 2006,5439555.0,594.0,474.69,318.16,4697.17,50.03,16653.0,1564.55,18048.09,1700.75,9150.0,0.7554
1251,Oct 19 2006,5470810.0,597.25,474.14,318.41,4724.37,49.53,16551.36,1568.6,17986.97,1706.37,9140.0,0.7595
1252,Oct 20 2006,5463363.16,596.6,473.36,317.25,4714.63,49.78,16651.63,1572.85,18113.55,1709.58,9130.0,0.7585
1253,Oct 30 2006,5543435.0,608.5,478.51,319.87,4791.21,49.88,16351.85,1580.19,18297.55,1727.8,9102.5,0.7696
1254,Oct 31 2006,5501671.88,603.75,473.03,316.56,4756.95,49.4,16399.39,1582.63,18324.35,1732.54,9094.0,0.7742
1255,Nov 01 2006,5589843.92,614.1,480.8,322.02,4834.44,49.61,16375.26,1589.87,18453.65,1707.65,9091.0,0.7749
1256,Nov 02 2006,5656274.0,620.75,486.2,325.48,4887.48,49.69,16350.02,1607.7,18714.78,1710.17,9104.5,0.7745
1257,Nov 06 2006,5718483.01,626.1,492.51,330.15,4934.36,49.3,16364.76,1640.85,18936.55,1732.26,9130.0,0.7714
1258,Nov 07 2006,5710907.38,625.75,488.85,327.8,4927.47,49.6,16393.41,1654.15,18939.31,1741.53,9140.0,0.773
1259,Nov 08 2006,5677351.56,623.2,488.5,327.46,4902.15,49.38,16215.74,1646.07,18811.24,1749.75,9110.0,0.7707
1260,Nov 09 2006,5704155.75,625.25,488.72,329.24,4918.53,48.6,16198.57,1660.26,18952.86,1740.14,9123.0,0.7684
1261,Nov 10 2006,5737011.67,629.3,489.37,329.12,4949.13,48.25,16112.43,1664.84,18891.14,1751.11,9115.0,0.7676
1262,Nov 13 2006,5689437.5,623.5,486.6,327.61,4904.89,48.61,16022.49,1639.27,18868.54,1768.0,9128.0,0.7624
1263,Nov 14 2006,5723569.5,627.0,489.4,331.04,4932.55,48.51,16289.55,1672.07,18878.42,1787.23,9128.0,0.7654
1264,Nov 15 2006,5672489.38,617.75,482.33,327.29,4860.89,48.3,16243.47,1670.11,19093.0,1793.82,9192.0,0.7655
1265,Nov 16 2006,5719898.63,624.75,487.84,330.7,4917.72,48.04,16163.87,1668.82,19154.07,1801.97,9155.5,0.7669
1266,Nov 17 2006,5685641.5,620.5,483.73,327.54,4884.45,48.59,16091.73,1672.11,19182.71,1800.67,9175.0,0.769
1267,Nov 20 2006,5725514.25,625.5,488.04,329.69,4925.19,48.84,15725.94,1684.01,18954.63,1803.81,9161.0,0.7705
1268,Nov 21 2006,5707930.0,624.5,486.88,328.81,4915.44,48.08,15734.14,1681.34,19008.3,1808.88,9150.0,0.7713
1269,Nov 22 2006,5770859.42,631.8,488.46,330.09,4968.92,48.22,15914.23,1705.44,19250.79,1819.76,9140.0,0.7758
1270,Nov 24 2006,5845669.5,639.5,488.45,331.04,5021.67,47.45,15734.6,1717.73,19260.3,1815.53,9145.0,0.7788
1271,Nov 27 2006,5839452.5,638.75,486.72,329.78,5010.1,47.5,15885.38,1728.93,19204.01,1775.17,9140.0,0.779
1272,Nov 28 2006,5851163.5,637.0,484.39,327.1,4994.08,46.61,15855.26,1691.08,18639.53,1780.34,9179.0,0.7842
1273,Nov 29 2006,5844281.25,637.5,484.7,327.02,4992.45,46.91,16076.2,1713.4,18780.93,1792.77,9170.0,0.7834
1274,Nov 30 2006,5927005.05,646.7,487.87,328.77,5065.86,46.41,16274.33,1718.96,18960.48,1791.25,9165.0,0.7885
1275,Dec 01 2006,5949037.5,648.75,486.48,327.54,5083.6,46.06,16321.78,1734.75,18690.82,1775.12,9170.0,0.7888
1276,Dec 04 2006,5910900.0,646.0,484.82,326.47,5056.56,45.74,16303.59,1731.23,18702.73,1799.93,9147.5,0.7893
1277,Dec 05 2006,5887700.56,645.9,485.37,327.71,5052.1,46.53,16265.76,1776.76,18944.19,1804.85,9110.0,0.7867
1278,Dec 06 2006,5800320.0,636.0,477.6,322.82,4975.68,46.37,16371.28,1784.43,19026.36,1799.13,9115.0,0.7845
1279,Dec 07 2006,5695261.88,627.75,472.12,319.58,4911.26,45.51,16473.36,1782.12,18842.99,1777.46,9110.0,0.789
1280,Dec 08 2006,5780898.41,637.4,478.62,324.11,4987.33,45.66,16417.82,1775.29,18739.99,1786.21,9100.0,0.7857
1281,Dec 11 2006,5695590.63,626.75,474.25,320.76,4910.59,45.62,16527.99,1759.67,18924.66,1791.74,9091.0,0.7844
1282,Dec 12 2006,5695960.0,628.0,474.3,319.37,4917.74,45.46,16637.78,1754.58,18907.17,1781.97,9070.0,0.7863
1283,Dec 13 2006,5659680.0,624.0,471.96,317.23,4883.74,45.59,16692.93,1753.8,18718.19,1783.44,9070.0,0.7863
1284,Dec 14 2006,5689576.01,627.4,476.37,319.65,4905.33,45.43,16829.2,1767.8,18919.4,1803.41,9070.0,0.783
1285,Dec 15 2006,5668016.25,623.75,476.53,319.54,4882.4,47.88,16914.31,1792.16,19110.65,1808.56,9082.5,0.7815
1286,Dec 18 2006,5579418.0,614.0,469.9,315.58,4801.6,49.43,16962.11,1787.62,19192.91,1790.99,9090.0,0.7802
1287,Dec 19 2006,5671370.0,620.5,471.15,316.12,4853.05,49.23,16776.88,1736.67,18964.55,1785.12,9140.0,0.7837
1288,Dec 20 2006,5628982.5,619.25,469.7,315.06,4839.56,49.77,17011.04,1766.8,19240.12,1777.92,9127.5,0.7859
1289,Dec 21 2006,5625142.75,620.5,471.34,316.28,4850.45,49.92,17047.83,1789.09,19222.84,1766.28,9065.5,0.7844
1290,Dec 22 2006,5632588.75,620.5,471.67,316.58,4850.01,49.29,17104.96,1785.76,19320.52,1748.61,9080.0,0.7839
1291,Dec 27 2006,5676926.25,628.5,478.84,321.46,4915.81,49.05,17248.63,1803.26,19725.73,1763.41,9075.0,0.7845
1292,Dec 28 2006,5711700.0,632.0,480.85,322.47,4938.51,49.38,17224.81,1805.52,20001.91,1758.94,9040.0,0.7901
1293,Jan 04 2007,5663014.81,628.7,480.31,323.3,4909.52,49.29,17353.67,1824.1,20025.58,1792.91,9000.0,0.7843
1294,Jan 05 2007,5493423.5,609.5,469.08,316.2,4756.96,49.75,17091.59,1832.55,20211.28,1785.3,9015.0,0.7792
1295,Jan 09 2007,5507734.68,609.6,468.87,314.12,4757.93,49.2,17237.77,1780.88,19898.08,1795.63,9035.0,0.7809
1296,Jan 10 2007,5524271.11,608.4,469.93,314.41,4749.84,49.45,16942.4,1710.37,19568.34,1816.15,9074.5,0.7768
1297,Jan 11 2007,5581746.0,612.0,474.77,315.2,4770.48,49.51,16838.17,1703.84,19385.37,1834.86,9120.5,0.7812
1298,Jan 12 2007,5658317.5,619.75,479.22,316.19,4833.06,48.71,17057.01,1678.04,19613.41,1844.81,9122.0,0.7833
1299,Jan 16 2007,5688909.35,627.05,484.94,319.77,4884.72,49.67,17202.46,1754.29,20027.95,1842.44,9077.5,0.7829
1300,Jan 17 2007,5705848.75,626.5,483.84,317.83,4870.41,49.37,17261.35,1758.48,20064.57,1827.68,9107.5,0.7868
1301,Jan 18 2007,5780405.0,635.0,490.37,321.98,4934.58,49.68,17370.93,1777.71,20277.51,1793.68,9102.0,0.7887
1302,Jan 19 2007,5709747.5,629.0,485.92,318.61,4889.78,49.42,17310.44,1795.56,20327.72,1796.81,9084.0,0.79
1303,Jan 22 2007,5808510.0,639.0,493.19,323.36,4967.78,49.02,17424.18,1817.41,20772.22,1779.02,9078.0,0.7882
1304,Jan 23 2007,5837112.5,642.5,493.0,323.43,4997.43,48.8,17408.57,1808.58,20769.7,1773.4,9085.0,0.7924
1305,Jan 24 2007,5828661.42,642.1,495.28,326.7,4990.72,49.02,17507.4,1805.69,20821.05,1802.63,9065.0,0.7822
1306,Jan 25 2007,5927666.25,651.75,502.25,330.7,5064.42,48.43,17458.3,1773.96,20669.83,1777.75,9050.0,0.7732
1307,Jan 26 2007,5885023.5,645.5,500.21,329.42,5019.28,48.4,17421.93,1759.21,20281.13,1772.97,9117.5,0.7737
1308,Jan 29 2007,5881731.88,644.75,498.43,329.3,5012.61,48.87,17470.46,1764.99,20236.68,1775.08,9115.5,0.7716
1309,Jan 30 2007,5871319.56,645.2,497.97,328.94,5016.43,48.46,17490.19,1765.52,20460.46,1777.76,9112.5,0.7725
1310,Jan 31 2007,5919550.0,650.5,500.6,332.33,5056.92,48.24,17383.42,1757.26,20106.42,1792.28,9100.0,0.7768
1311,Feb 01 2007,5995605.86,660.2,506.97,335.03,5122.16,48.15,17519.5,1771.33,20430.16,1791.45,9081.5,0.7742
1312,Feb 02 2007,5861018.46,645.7,497.67,328.03,5008.05,48.34,17547.11,1780.38,20563.68,1798.13,9077.0,0.7751
1313,Feb 05 2007,5886810.11,649.4,502.42,331.3,5039.93,48.15,17344.8,1768.54,20455.62,1795.39,9065.0,0.7761
1314,Feb 06 2007,5914525.5,653.25,504.38,331.81,5066.28,47.96,17406.86,1761.29,20655.2,1793.06,9054.0,0.7777
1315,Feb 07 2007,5908919.38,653.75,502.25,331.84,5065.25,47.81,17292.32,1764.91,20679.69,1810.95,9038.5,0.7784
1316,Feb 08 2007,5940080.0,656.0,503.13,334.98,5082.95,47.92,17292.48,1751.32,20735.05,1810.54,9055.0,0.7818
1317,Feb 09 2007,6015386.25,664.5,511.25,341.04,5148.28,48.03,17504.33,1740.32,20677.66,1785.53,9052.5,0.7771
1318,Feb 13 2007,6059949.33,667.8,513.16,343.71,5186.27,47.86,17621.45,1727.36,20132.25,1783.82,9075.0,0.7794
1319,Feb 14 2007,6059691.0,668.25,509.12,340.78,5183.95,47.73,17752.64,1750.99,20209.91,1814.98,9075.0,0.7839
1320,Feb 15 2007,6010004.75,664.75,505.8,340.18,5155.47,47.95,17897.23,1790.4,20538.42,1823.41,9037.0,0.7848
1321,Feb 16 2007,6019153.67,665.1,506.84,341.1,5149.6,47.93,17875.65,1794.36,20567.91,1821.49,9050.0,0.7871
1322,Feb 21 2007,5996876.25,661.25,503.6,338.71,5119.79,47.67,17913.21,1816.57,20651.42,1839.13,9069.0,0.7915
