,Date,IDR,USD,Euro,GBP,RMB,IHSG,Hang Seng,Nasdaq,USD/IDR
0,Feb 27 2020,23185820.0,1652.0,1503.7,1283.3,11590.4,5535.69,26778.62,8436.67,14035.0
1,Feb 28 2020,23097324.28,1609.9,1465.6,1260.4,11252.9,5452.7,26129.93,8461.83,14347.5
2,Mar 02 2020,22819005.86,1599.7,1437.1,1255.0,11130.0,5361.25,26291.68,8877.98,14265.0
3,Mar 03 2020,23071763.25,1615.5,1445.3,1260.4,11277.6,5518.63,26284.82,8594.49,14281.5
4,Mar 04 2020,23174714.13,1641.9,1473.7,1280.9,11383.6,5650.14,26222.07,8949.28,14115.0
5,Mar 05 2020,23516533.38,1659.6,1483.2,1284.3,11520.9,5638.13,26767.87,8671.66,14170.0
6,Mar 06 2020,23958338.11,1683.7,1488.6,1291.8,11684.5,5498.54,26146.67,8530.34,14230.0
7,Mar 09 2020,24071456.25,1672.5,1464.7,1276.4,11625.4,5136.81,25040.46,7948.03,14392.5
8,Mar 10 2020,23752671.5,1655.7,1459.5,1279.7,11502.5,5220.83,25392.51,8372.26,14346.0
9,Mar 11 2020,23735446.88,1653.8,1466.4,1283.5,11493.4,5154.1,25231.61,8006.12,14352.5
10,Mar 12 2020,22808919.34,1570.7,1417.4,1252.4,10971.5,4895.75,24309.07,7263.65,14521.5
11,Mar 13 2020,23082556.72,1562.8,1411.9,1260.2,10928.0,4907.57,24032.91,7995.26,14770.0
12,Mar 16 2020,22203921.77,1487.7,1335.6,1211.8,10410.6,4690.66,23063.57,7020.38,14925.0
13,Mar 17 2020,23304153.26,1536.2,1400.1,1279.0,10770.9,4456.75,23263.73,7473.95,15170.0
14,Mar 18 2020,22798857.76,1498.2,1382.9,1273.6,10526.4,4330.67,22291.82,7175.18,15217.5
15,Mar 19 2020,23459003.13,1474.3,1377.6,1264.3,10453.9,4105.42,21709.13,7288.52,15912.5
16,Mar 23 2020,25283503.38,1525.4,1417.7,1327.5,10858.7,3989.52,21696.13,7006.92,16575.0
17,Mar 24 2020,26494875.0,1605.8,1487.3,1362.9,11363.9,3937.63,22663.49,7553.83,16500.0
18,Mar 26 2020,26655414.8,1634.8,1483.0,1347.1,11598.9,4338.9,23352.34,7897.13,16305.0
19,Mar 27 2020,26103222.79,1617.3,1462.6,1309.1,11467.1,4545.57,23484.28,7588.37,16140.0
20,Mar 30 2020,26438977.05,1618.3,1467.3,1303.8,11483.8,4414.5,23175.11,7889.01,16337.5
21,Mar 31 2020,26241973.7,1609.0,1466.4,1297.6,11412.4,4538.93,23603.48,7813.5,16310.0
