Date;IDR;USD;Euro;GBP;RMB
Jul 14 2004;3616834,85;403,80;325,92;217,57;3342,13
Jul 15 2004;3616254,62;403,15;325,87;217,58;3336,75
Jul 16 2004;3622162,76;406,30;326,46;216,91;3362,74
Jul 19 2004;3644145,49;406,35;327,11;217,17;3363,20
Jul 20 2004;3591200,00;400,00;323,17;215,78;3310,60
Jul 21 2004;3592477,50;398,50;325,98;217,10;3298,23
Jul 22 2004;3599239,75;397,75;324,13;215,30;3291,98
Jul 23 2004;3554820,00;391,50;323,09;213,57;3240,25
Jul 26 2004;3569501,25;390,75;321,57;212,29;3234,08
Jul 27 2004;3537887,42;389,85;323,06;213,68;3226,71
Jul 28 2004;3532174,22;387,30;321,69;212,52;3205,64
Jul 29 2004;3557348,71;387,30;320,88;213,25;3205,64
Jul 30 2004;3575438,11;391,40;325,10;215,24;3239,62
Aug 02 2004;3576352,50;391,50;325,29;214,35;3240,45
Aug 03 2004;3588920,55;390,95;324,10;214,45;3235,89
Aug 04 2004;3611587,50;391,50;324,75;214,61;3240,25
Aug 05 2004;3591910,15;390,85;324,45;214,50;3234,87
Aug 06 2004;3661822,50;399,00;325,51;216,36;3302,52
Aug 09 2004;3664815,00;399,00;325,54;216,95;3302,48
Aug 10 2004;3678396,25;399,50;324,41;217,23;3306,70
Aug 11 2004;3651972,77;393,85;322,71;215,49;3259,70
Aug 12 2004;3641945,10;394,15;322,27;216,35;3262,18
Aug 13 2004;3669937,50;396,75;321,19;215,35;3283,82
Aug 16 2004;3729319,34;401,65;325,39;218,25;3324,42
Aug 17 2004;3725266,09;401,30;325,48;219,50;3321,36
Aug 18 2004;3733528,20;402,45;327,39;220,81;3330,96
Aug 19 2004;3762157,50;406,50;328,92;221,85;3364,48
Aug 20 2004;3790606,35;410,55;333,09;225,44;3398,00
Aug 23 2004;3812009,04;410,60;336,35;226,22;3398,33
Aug 24 2004;3762630,15;406,20;335,11;226,24;3361,91
Aug 25 2004;3765650,00;406,00;335,63;225,67;3360,30
Aug 26 2004;3778293,43;406,05;335,83;226,26;3360,75
Aug 27 2004;3773505,14;405,10;336,56;225,78;3352,81
Aug 30 2004;3784037,73;405,10;336,41;225,84;3352,97
Aug 31 2004;3817968,75;407,25;335,10;226,38;3370,60
Sep 01 2004;3800927,69;407,65;334,95;227,29;3374,00
Sep 02 2004;3770637,14;406,10;334,09;226,95;3361,17
Sep 03 2004;3719461,89;401,15;332,81;225,89;3320,16
Sep 06 2004;3726043,44;401,60;332,52;225,67;3323,84
Sep 07 2004;3694366,64;398,10;329,62;224,62;3294,91
Sep 08 2004;3687569,68;396,30;326,78;222,19;3279,98
Sep 09 2004;3707909,55;398,70;327,70;223,56;3299,96
Sep 10 2004;3722519,89;401,35;326,39;222,90;3321,81
Sep 13 2004;3695519,69;399,30;326,11;222,36;3304,84
Sep 14 2004;3691827,50;405,25;329,97;225,13;3354,13
Sep 15 2004;3686561,30;404,45;332,98;227,72;3347,55
Sep 16 2004;3632616,12;403,40;332,33;225,45;3338,78
Sep 17 2004;3666919,01;405,70;333,51;226,58;3357,78
Sep 20 2004;3653859,48;404,30;332,83;226,75;3346,19
Sep 21 2004;3686712,50;408,50;333,32;227,90;3380,95
Sep 22 2004;3714220,71;405,35;331,21;226,14;3354,88
Sep 23 2004;3754114,50;411,50;334,65;228,73;3405,78
Sep 24 2004;3718774,96;407,85;332,46;226,25;3375,57
Sep 27 2004;3761570,55;409,20;332,72;226,49;3386,74
Sep 28 2004;3802049,05;411,70;334,38;227,25;3407,48
Sep 29 2004;3793358,25;412,95;335,34;229,45;3417,78
Sep 30 2004;3807353,11;415,65;334,66;229,70;3440,13
Oct 01 2004;3824359,36;418,10;337,33;232,77;3460,40
Oct 04 2004;3751109,10;412,55;336,47;231,36;3414,47
Oct 05 2004;3779516,01;415,40;337,55;233,14;3438,06
Oct 06 2004;3809986,81;418,45;340,11;235,14;3463,30
Oct 07 2004;3802409,12;418,10;340,32;234,62;3460,40
Oct 08 2004;3833707,50;421,75;339,70;235,08;3490,70
Oct 11 2004;3831144,06;421,70;340,62;234,87;3490,20
Oct 12 2004;3789735,50;414,70;336,94;232,06;3432,26
Oct 13 2004;3758825,00;411,25;335,26;230,05;3403,75
Oct 14 2004;3778645,29;415,35;335,14;231,30;3437,64
Oct 15 2004;3823537,11;420,40;336,82;232,86;3479,44
Oct 18 2004;3817999,67;419,10;334,78;232,77;3468,68
Oct 19 2004;3808116,02;419,35;335,01;232,38;3470,71
Oct 20 2004;3846286,67;423,60;336,07;233,61;3505,88
Oct 21 2004;3848975,00;422,50;335,12;231,20;3496,78
Oct 22 2004;3843250,22;422,80;334,72;231,49;3499,30
Oct 25 2004;3892389,61;429,15;335,92;233,37;3551,99
Oct 26 2004;3885975,00;427,50;334,65;232,66;3538,20
Oct 27 2004;3902214,00;428,25;335,34;233,14;3544,41
Oct 28 2004;3858098,56;424,20;333,08;231,78;3510,85
Oct 29 2004;3872503,22;425,55;334,54;232,25;3522,11
Nov 01 2004;3895243,22;428,85;336,48;233,92;3549,38
Nov 02 2004;3858946,96;424,20;334,03;230,83;3510,85
Nov 03 2004;3862320,00;423,50;330,85;229,18;3505,10
Nov 04 2004;3906787,50;430,50;334,17;233,66;3563,03
Nov 05 2004;3908739,00;431,00;333,81;233,19;3567,13
Nov 08 2004;3856002,33;431,90;333,50;232,48;3574,62
Nov 09 2004;3890273,27;433,65;335,81;233,57;3589,06
Nov 10 2004;3919235,32;433,40;335,54;234,78;3587,03
Nov 11 2004;3932395,23;433,80;336,41;235,49;3590,34
Nov 12 2004;3924448,24;436,05;337,17;235,72;3608,97
Nov 15 2004;3936648,28;437,60;338,16;236,62;3621,80
Nov 16 2004;3951303,62;439,40;338,59;237,12;3636,69
Nov 17 2004;3992158,19;443,45;340,47;238,91;3670,21
Nov 18 2004;3976895,00;442,00;340,30;238,76;3658,21
Nov 19 2004;4011067,08;445,60;341,23;239,80;3687,96
Nov 22 2004;4031989,44;447,80;343,34;241,07;3706,21
Nov 23 2004;4036038,02;448,15;342,40;239,54;3709,07
Nov 24 2004;4026183,69;448,60;340,89;238,53;3712,84
Nov 25 2004;4042303,13;451,15;340,76;238,86;3733,90
Nov 26 2004;4059000,00;451,00;340,12;238,16;3732,66
Nov 29 2004;4063506,25;451,25;339,66;238,25;3734,77
Nov 30 2004;4080599,12;453,40;341,15;237,20;3752,56
Dec 01 2004;4080177,18;452,85;340,35;234,89;3747,92
Dec 02 2004;4101425,56;454,20;342,29;236,09;3759,14
Dec 03 2004;4058038,37;448,65;335,55;231,59;3713,30
Dec 06 2004;4104631,23;453,05;337,43;233,45;3749,67
Dec 07 2004;4106860,22;451,80;336,47;232,68;3739,32
Dec 08 2004;4010741,10;436,90;329,31;226,71;3615,96
Dec 09 2004;4006020,16;437,10;329,70;228,10;3617,61
Dec 10 2004;4015802,00;434,00;328,23;226,80;3591,96
Dec 13 2004;4037726,64;435,10;327,20;226,54;3601,06
Dec 14 2004;4071585,14;437,10;329,05;227,27;3617,61
Dec 15 2004;4061847,50;439,00;327,09;225,82;3633,38
Dec 16 2004;4074165,00;439,50;330,79;227,27;3637,52
Dec 17 2004;4081769,09;438,90;331,15;226,76;3632,55
Dec 20 2004;4116996,80;442,45;330,00;227,02;3661,89
Dec 21 2004;4110755,92;440,95;329,94;228,95;3649,52
Dec 22 2004;4113207,00;441,00;329,45;230,54;3649,89
Dec 23 2004;4097817,64;441,10;326,68;229,83;3650,72
Dec 24 2004;4088995,64;441,10;325,84;228,98;3650,76
Dec 27 2004;4101125,89;441,10;323,81;228,09;3650,76
Dec 28 2004;4110609,53;441,10;324,28;228,65;3650,67
Dec 29 2004;4105331,25;440,25;324,06;229,81;3643,68
Dec 30 2004;4064146,63;435,60;319,59;226,73;3605,20
Dec 31 2004;4043455,64;435,60;320,47;226,89;3605,24
Jan 03 2005;4046722,64;435,60;323,60;228,88;3605,24
Jan 04 2005;3973797,50;427,75;321,80;227,12;3540,27
Jan 05 2005;3966060,00;426,00;320,87;225,66;3525,75
Jan 06 2005;3953667,59;424,35;322,16;226,30;3512,13
Jan 07 2005;3920970,95;422,20;323,59;226,04;3494,34
Jan 10 2005;3903900,00;420,00;320,72;224,02;3476,09
Jan 11 2005;3910126,64;421,35;320,41;224,49;3487,30
Jan 12 2005;3922585,65;426,60;321,10;225,34;3530,75
Jan 13 2005;3872761,66;423,60;320,85;225,24;3505,88
Jan 14 2005;3870100,00;422,50;322,65;226,14;3496,82
Jan 17 2005;3856620,38;422,25;322,73;227,09;3494,71
Jan 18 2005;3862386,50;421,75;323,84;225,92;3490,53
Jan 19 2005;3892329,08;424,95;326,04;226,45;3517,06
Jan 20 2005;3873763,11;422,90;326,51;226,10;3500,13
Jan 21 2005;3874039,81;423,30;325,65;226,46;3503,40
Jan 24 2005;3906405,01;427,35;327,63;227,82;3536,92
Jan 25 2005;3884599,50;424,50;327,63;227,66;3513,37
Jan 26 2005;3892661,81;425,80;325,75;226,31;3524,13
Jan 27 2005;3884387,25;424,50;325,57;225,02;3513,37
Jan 28 2005;3906498,61;426,80;328,07;226,66;3532,41
Jan 31 2005;3869426,00;422,15;323,85;223,82;3493,88
Feb 01 2005;3887852,40;420,90;323,61;223,92;3483,58
Feb 02 2005;3872394,65;421,60;323,47;223,70;3489,37
Feb 03 2005;3831800,00;416,50;321,51;221,60;3447,16
Feb 04 2005;3822120,10;415,90;321,34;220,58;3442,20
Feb 07 2005;3818695,10;414,40;322,96;222,13;3429,74
Feb 08 2005;3819117,64;411,10;321,94;221,49;3402,47
Feb 09 2005;3819582,59;411,15;321,47;221,31;3402,88
Feb 10 2005;3859995,00;415,50;322,28;222,08;3438,89
Feb 11 2005;3886926,64;418,85;325,28;224,55;3466,61
Feb 14 2005;3921728,55;424,20;327,20;224,83;3510,89
Feb 15 2005;3939492,09;424,40;327,28;224,92;3512,55
Feb 16 2005;3932713,14;423,10;325,85;225,20;3501,79
Feb 17 2005;3962846,25;426,25;326,27;225,45;3527,86
Feb 18 2005;3951527,84;427,10;326,89;225,45;3534,85
Feb 21 2005;3959679,59;427,15;326,78;225,16;3535,26
Feb 22 2005;3986980,00;432,85;327,38;227,13;3582,48
Feb 23 2005;3984244,65;432,60;327,89;226,98;3580,41
Feb 24 2005;4012187,50;433,75;328,49;227,40;3589,93
Feb 25 2005;4024411,88;434,25;329,21;226,73;3594,07
Feb 28 2005;4031177,92;435,45;328,06;226,13;3604,00
Mar 01 2005;4019164,67;433,45;328,73;225,76;3587,41
Mar 02 2005;4008798,75;431,75;329,20;226,04;3573,38
Mar 03 2005;3996987,75;430,20;327,71;225,43;3560,55
Mar 04 2005;4054924,29;433,45;327,27;225,08;3587,41
Mar 07 2005;4039890,00;433,00;328,27;226,25;3583,72
Mar 08 2005;4103591,25;437,25;327,64;226,43;3618,90
Mar 09 2005;4104930,00;439,50;328,95;228,76;3637,52
Mar 10 2005;4129027,59;440,90;328,80;229,21;3649,11
Mar 11 2005;4155250,04;443,70;329,64;230,28;3672,28
Mar 14 2005;4143280,79;441,95;330,54;231,18;3657,80
Mar 15 2005;4122279,84;440,65;331,00;230,01;3647,04
Mar 16 2005;4136734,00;443,00;329,87;229,74;3666,45
Mar 17 2005;4106391,13;438,60;327,81;228,00;3630,07
Mar 18 2005;4092815,96;437,15;328,99;228,21;3618,03
Mar 21 2005;4071706,54;432,70;328,24;228,19;3581,24
Mar 22 2005;4060048,33;432,15;327,30;227,54;3576,69
Mar 23 2005;4008365,98;426,15;327,49;227,42;3527,03
Mar 24 2005;4000660,58;425,15;327,88;227,34;3518,75
Mar 25 2005;4000660,58;425,15;327,88;227,34;3518,75
Mar 28 2005;4017666,58;425,15;330,20;227,86;3518,71
Mar 29 2005;4056470,61;426,10;329,96;227,35;3526,66
Mar 30 2005;4053406,79;426,45;328,99;226,46;3529,51
Mar 31 2005;4048425,00;427,50;328,93;226,24;3538,16
Apr 01 2005;4045109,58;427,15;329,58;226,16;3535,31
Apr 04 2005;4020690,57;423,90;330,51;226,43;3508,45
Apr 05 2005;4029452,61;424,60;330,72;226,22;3514,20
Apr 06 2005;4036110,00;425,75;331,32;226,82;3523,68
Apr 07 2005;4061720,00;428,00;331,69;228,02;3542,30
Apr 08 2005;4039399,54;425,20;330,96;226,80;3519,12
Apr 11 2005;4072497,00;429,00;331,03;226,97;3550,62
Apr 12 2005;4057211,65;427,30;331,65;226,60;3536,55
Apr 13 2005;4054837,50;427,50;331,46;225,93;3538,20
Apr 14 2005;4033360,78;423,45;330,61;225,08;3504,64
Apr 15 2005;4048559,60;424,60;328,37;224,27;3514,20
Apr 18 2005;4078685,00;425,75;327,19;223,62;3523,68
Apr 19 2005;4092833,28;427,45;327,91;223,08;3537,75
Apr 20 2005;4152221,53;433,20;331,52;226,00;3585,38
Apr 21 2005;4198950,00;434,00;331,08;226,92;3591,96
Apr 22 2005;4204753,58;434,60;332,25;226,91;3596,92
Apr 25 2005;4222505,65;432,90;333,55;226,48;3582,90
Apr 26 2005;4234530,00;437,00;337,23;229,56;3616,74
Apr 27 2005;4151515,90;434,35;335,04;227,75;3594,85
Apr 28 2005;4145080,00;432,50;334,87;226,47;3579,59
Apr 29 2005;4165291,53;435,70;337,50;228,13;3606,03
May 02 2005;4150042,03;435,70;339,37;230,16;3606,07
May 03 2005;4080025,57;427,90;332,03;226,33;3541,51
May 04 2005;4077886,14;428,80;330,98;225,47;3548,96
May 05 2005;4082288,45;429,15;331,65;225,32;3551,86
May 06 2005;4033609,70;425,15;330,96;224,64;3518,75
May 09 2005;4035016,50;425,50;331,74;226,00;3521,65
May 10 2005;4039570,18;427,40;331,87;226,89;3537,33
May 11 2005;4029839,36;426,10;332,51;227,36;3526,62
May 12 2005;4017647,50;424,25;333,73;227,64;3511,26
May 13 2005;3979500,00;420,00;332,11;226,38;3476,13
May 16 2005;3972393,75;419,25;332,17;228,50;3469,88
May 17 2005;3962700,00;420,00;332,48;228,35;3476,13
May 18 2005;3966637,50;419,75;332,15;228,82;3474,06
May 19 2005;3976558,15;420,80;333,45;229,20;3482,71
May 20 2005;3950518,00;418,00;333,19;229,07;3459,54
May 23 2005;3956788,00;418,00;332,23;228,52;3459,54
May 24 2005;3960253,40;418,30;332,45;228,76;3462,06
May 25 2005;3965594,27;418,40;332,21;228,54;3462,89
May 26 2005;3966820,00;418,00;333,80;229,47;3459,58
May 27 2005;3970238,13;418,25;333,41;229,39;3461,60
May 30 2005;3967519,50;418,25;335,28;229,33;3461,56
May 31 2005;3940382,91;414,45;335,65;227,40;3430,28
Jun 01 2005;3977390,20;415,35;338,70;228,77;3437,64
Jun 02 2005;4025329,06;420,40;342,23;231,36;3479,40
Jun 03 2005;4057607,13;423,55;345,09;233,18;3505,47
Jun 06 2005;4083900,10;425,85;346,71;234,07;3524,55
Jun 07 2005;4048033,10;424,10;345,63;231,75;3510,02
Jun 08 2005;4068248,50;424,55;344,36;230,89;3513,74
Jun 09 2005;4066562,50;422,50;346,52;232,33;3496,78
Jun 10 2005;4056478,13;422,55;348,57;233,03;3497,23
Jun 13 2005;4128798,79;429,10;356,47;238,23;3551,40
Jun 14 2005;4097758,59;426,85;354,36;236,21;3532,78
Jun 15 2005;4118949,13;428,70;354,02;235,65;3548,14
Jun 16 2005;4167625,00;433,00;358,31;237,99;3583,72
Jun 17 2005;4206562,50;437,50;357,71;239,92;3620,97
Jun 20 2005;4246316,33;439,35;361,99;240,88;3636,28
Jun 21 2005;4204031,53;435,20;358,65;238,31;3601,93
Jun 22 2005;4217050,00;437,00;360,19;239,78;3616,83
Jun 23 2005;4235600,81;439,15;364,39;241,38;3634,58
Jun 24 2005;4249102,87;440,55;364,45;241,83;3646,21
Jun 27 2005;4244954,01;439,30;361,22;240,55;3635,86
Jun 28 2005;4238900,00;437,00;361,77;240,49;3616,79
Jun 29 2005;4234884,60;435,80;361,11;241,49;3606,90
Jun 30 2005;4266094,57;437,10;361,05;243,86;3617,61
Jul 01 2005;4228663,57;432,60;361,48;244,21;3580,37
Jul 04 2005;4216300,04;427,40;358,96;242,67;3537,33
Jul 05 2005;4188556,88;423,75;355,87;241,54;3507,12
Jul 06 2005;4143100,50;423,50;355,06;240,93;3505,10
Jul 07 2005;4164833,52;425,20;355,77;244,20;3519,17
Jul 08 2005;4161241,04;424,40;355,64;244,46;3512,55
Jul 11 2005;4140191,52;424,20;351,49;241,65;3510,89
Jul 12 2005;4167020,00;426,25;349,40;240,36;3527,86
Jul 13 2005;4156916,25;424,50;351,04;241,91;3513,33
Jul 14 2005;4158138,09;424,30;350,56;240,96;3511,72
Jul 15 2005;4087278,07;418,35;347,39;238,53;3462,39
Jul 18 2005;4126923,54;420,90;349,05;240,44;3483,58
Jul 19 2005;4115986,88;419,25;349,65;241,32;3469,92
Jul 20 2005;4159442,99;422,15;351,40;244,10;3493,88
Jul 21 2005;4158710,63;424,25;350,06;242,97;3440,67
Jul 22 2005;4158625,00;425,00;350,82;243,72;3447,22
Jul 25 2005;4175300,04;425,40;352,58;243,90;3449,87
Jul 26 2005;4152294,13;423,25;352,05;243,01;3432,51
Jul 27 2005;4172160,00;424,00;352,20;243,31;3439,83
Jul 28 2005;4193643,04;426,40;352,88;243,36;3457,25
Jul 29 2005;4206345,00;429,00;353,19;243,67;3477,30
Aug 01 2005;4221536,04;431,65;353,57;243,82;3498,35
Aug 02 2005;4202250,00;431,00;353,03;243,36;3492,48
Aug 03 2005;4239521,57;434,60;352,86;244,14;3522,48
Aug 04 2005;4269769,57;438,60;354,58;246,63;3553,84
Aug 05 2005;4269650,63;438,25;355,22;247,02;3551,45
Aug 08 2005;4263854,52;436,20;352,76;244,09;3537,15
Aug 09 2005;4242005,09;433,30;350,95;242,80;3512,76
Aug 10 2005;4264000,22;436,55;352,54;242,97;3538,76
Aug 11 2005;4324639,00;440,75;354,29;243,74;3570,16
Aug 12 2005;4385286,25;447,25;359,74;246,43;3621,83
Aug 15 2005;4381780,00;443,50;358,64;245,20;3591,06
Aug 16 2005;4390130,00;443,00;359,39;244,83;3588,39
Aug 17 2005;4375800,00;442,00;359,22;244,22;3580,07
Aug 18 2005;4381111,28;439,65;361,12;245,01;3561,47
Aug 19 2005;4389904,27;439,65;362,05;245,33;3563,23
Aug 22 2005;4398697,27;439,65;359,41;243,85;3563,63
Aug 23 2005;4424253,02;439,35;360,02;244,20;3559,26
Aug 24 2005;4518800,00;440,00;359,08;244,65;3564,22
Aug 25 2005;4531124,74;438,85;357,12;243,51;3554,77
Aug 26 2005;4535648,75;436,75;354,17;241,53;3536,15
Aug 29 2005;4705981,25;436,75;355,96;242,31;3535,67
Aug 30 2005;4500291,48;430,65;353,24;241,36;3487,10
Aug 31 2005;4462475,00;433,25;352,28;240,89;3509,24
Sep 01 2005;4519086,49;439,60;352,62;240,34;3558,52
Sep 02 2005;4591258,48;443,60;353,54;240,92;3590,28
Sep 05 2005;4594312,99;446,05;356,37;241,96;3609,26
Sep 06 2005;4599172,24;444,15;355,85;241,01;3593,75
Sep 07 2005;4632968,47;445,05;357,54;241,95;3601,57
Sep 08 2005;4646975,98;448,55;361,37;243,62;3630,79
Sep 09 2005;4576632,50;448,25;360,66;243,56;3628,85
Sep 12 2005;4530575,27;448,35;364,97;246,05;3628,23
Sep 13 2005;4492971,51;445,40;362,78;244,38;3605,07
Sep 14 2005;4492998,05;449,30;365,15;245,90;3635,37
Sep 15 2005;4577560,03;454,80;372,25;252,09;3678,74
Sep 16 2005;4640579,50;457,20;374,25;253,37;3697,42
Sep 19 2005;4714675,00;464,50;382,38;257,36;3758,08
Sep 20 2005;4733986,01;464,80;381,84;257,56;3759,77
Sep 21 2005;4791855,00;469,10;383,67;258,81;3795,58
Sep 22 2005;4767406,25;466,25;383,89;260,45;3771,08
Sep 23 2005;4730595,25;462,65;383,34;260,35;3743,30
Sep 26 2005;4720882,00;461,70;383,74;260,28;3736,49
Sep 27 2005;4768625,99;464,10;386,60;262,87;3755,50
Sep 28 2005;4814000,00;464,00;386,39;263,43;3755,57
Sep 29 2005;4868080,99;472,40;393,29;268,22;3823,13
Sep 30 2005;4869742,50;473,25;392,53;267,51;3829,54
Oct 03 2005;4798497,99;466,10;391,37;265,67;3771,68
Oct 04 2005;4765652,25;467,45;391,58;265,42;3782,60
Oct 05 2005;4648905,00;463,50;387,72;263,20;3750,64
Oct 06 2005;4753383,03;471,80;388,84;266,04;3817,80
Oct 07 2005;4747089,26;472,70;390,16;268,59;3825,09
Oct 10 2005;4766543,11;473,20;392,88;270,08;3826,48
Oct 11 2005;4788285,00;475,50;396,40;272,27;3845,80
Oct 12 2005;4829390,01;475,10;394,98;271,23;3843,32
Oct 13 2005;4763077,50;469,50;393,45;268,50;3797,55
Oct 14 2005;4722910,00;466,00;386,05;263,81;3769,75
Oct 17 2005;4797195,00;474,50;394,45;270,67;3837,61
Oct 18 2005;4768380,00;472,00;395,69;270,10;3818,95
Oct 19 2005;4705589,01;465,90;388,75;264,50;3770,25
Oct 20 2005;4682463,53;464,30;387,55;262,21;3756,42
Oct 21 2005;4656269,53;462,85;385,21;260,78;3743,76
Oct 24 2005;4688964,53;466,10;389,08;263,47;3771,49
Oct 25 2005;4710693,75;472,25;390,31;264,51;3820,55
Oct 26 2005;4728213,91;473,20;391,77;266,43;3826,63
Oct 27 2005;4753487,02;474,40;390,60;265,97;3836,09
Oct 28 2005;4719268,75;470,75;389,03;264,93;3805,54
Oct 31 2005;4761636,25;470,75;393,03;265,92;3805,78
Nov 01 2005;4606487,50;459,50;383,22;260,87;3715,52
Nov 02 2005;4634494,04;460,80;381,92;259,65;3725,61
Nov 03 2005;4642052,88;461,85;384,71;260,07;3733,64
Nov 04 2005;4630327,50;460,50;389,81;263,19;3723,42
Nov 07 2005;4607226,25;456,50;387,04;262,03;3692,04
Nov 08 2005;4664466,52;461,60;392,57;265,42;3732,82
Nov 09 2005;4597745,06;462,55;394,21;265,77;3740,04
Nov 10 2005;4659492,50;467,00;397,57;267,29;3775,55
Nov 11 2005;4661432,25;466,75;398,74;268,19;3773,95
Nov 14 2005;4660975,00;467,50;399,52;268,94;3778,85
Nov 15 2005;4687182,50;468,25;401,12;270,21;3785,57
Nov 16 2005;4762257,50;475,75;407,93;277,40;3845,73
Nov 17 2005;4880945,02;486,15;414,57;282,56;3930,28
Nov 18 2005;4902225,02;485,85;415,03;283,49;3927,22
Nov 21 2005;4913947,01;488,95;416,50;284,46;3952,33
Nov 22 2005;4955554,53;492,60;420,40;287,83;3982,13
Nov 23 2005;4901597,53;487,60;413,52;283,27;3940,59
Nov 24 2005;4961136,02;493,40;418,58;286,23;3986,92
Nov 25 2005;4984537,87;495,90;422,67;289,00;4007,61
Nov 28 2005;4987280,00;496,00;420,57;288,36;4008,92
Nov 29 2005;4979840,00;496,00;421,68;288,83;4007,48
Nov 30 2005;4971368,52;495,65;420,42;286,44;4005,05
Dec 01 2005;5014991,25;499,75;426,66;288,87;4037,88
Dec 02 2005;5022487,50;502,50;429,76;290,45;4060,50
Dec 05 2005;5036273,03;505,65;429,96;291,13;4086,06
Dec 06 2005;5007706,75;504,25;428,17;290,11;4073,33
Dec 07 2005;5068958,04;515,40;439,67;297,43;4162,94
Dec 08 2005;5047413,27;515,70;436,09;294,70;4165,82
Dec 09 2005;5089467,50;525,50;444,08;299,29;4244,20
Dec 12 2005;5233021,00;536,50;448,82;302,71;4333,31
Dec 13 2005;5111356,25;522,50;437,88;295,29;4219,24
Dec 14 2005;4993100,00;509,50;423,52;287,23;4114,01
Dec 15 2005;4978968,75;506,25;423,69;287,14;4087,46
Dec 16 2005;5009160,00;507,00;422,31;286,08;4093,26
Dec 19 2005;5013731,25;508,75;424,15;288,66;4107,14
Dec 20 2005;4954650,00;502,50;422,68;285,57;4057,18
Dec 21 2005;4804425,00;489,00;413,95;281,18;3949,41
Dec 22 2005;4917500,00;500,00;421,39;287,98;4038,75
Dec 23 2005;4930000,00;500,00;421,28;288,68;4038,10
Dec 26 2005;4930000,00;500,00;421,28;288,68;4038,10
Dec 27 2005;4912500,00;500,00;421,50;288,76;4037,00
Dec 28 2005;5091940,00;518,00;434,73;299,99;4181,55
Dec 29 2005;5042790,00;513,00;433,13;297,24;4140,37
Dec 30 2005;5047920,00;513,00;434,91;298,82;4140,01
Jan 02 2006;5047920,00;513,00;434,91;298,82;4140,01
Jan 03 2006;5154250,00;530,00;442,50;304,82;4277,21
Jan 04 2006;5112322,50;529,50;438,02;300,90;4271,79
Jan 05 2006;5032352,50;524,75;433,95;298,89;4232,48
Jan 06 2006;5116990,00;535,25;440,66;302,15;4317,75
Jan 09 2006;5122590,00;541,50;448,43;306,99;4366,71
Jan 10 2006;5136075,00;543,50;450,31;307,94;4383,71
Jan 11 2006;5152745,08;544,40;449,97;309,21;4392,33
Jan 12 2006;5069662,50;542,50;450,64;307,92;4375,75
Jan 13 2006;5137102,50;548,25;454,02;309,69;4423,45
Jan 16 2006;5322581,25;561,75;463,47;317,92;4531,08
Jan 17 2006;5239277,50;553,25;458,54;314,44;4462,79
Jan 18 2006;5177500,00;545,00;450,39;309,18;4397,33
Jan 19 2006;5211876,25;554,75;457,88;314,80;4475,33
Jan 20 2006;5352003,75;567,25;469,03;321,80;4572,09
Jan 23 2006;5240025,00;554,50;451,46;310,57;4471,88
Jan 24 2006;5288302,50;557,25;453,95;312,25;4492,21
Jan 25 2006;5248149,38;561,75;458,07;314,30;4528,77
Jan 26 2006;5208840,00;556,50;454,32;311,39;4486,50
Jan 27 2006;5266406,25;561,75;462,86;316,88;4528,60
Jan 30 2006;5303937,50;565,00;467,58;319,52;4554,80
Jan 31 2006;5338571,88;568,75;468,38;320,00;4585,03
Feb 01 2006;5298931,25;568,25;469,65;319,30;4581,00
Feb 02 2006;5349601,59;572,15;473,34;321,63;4612,44
Feb 03 2006;5295967,50;569,00;474,15;323,26;4587,05
Feb 06 2006;5253095,00;569,75;475,62;325,48;4589,62
Feb 07 2006;5134452,55;558,70;467,43;320,93;4501,22
Feb 08 2006;5084168,75;548,75;459,19;315,11;4419,91
Feb 09 2006;5173908,75;560,25;468,77;322,12;4512,09
Feb 10 2006;5138046,50;557,00;467,62;319,22;4484,13
Feb 13 2006;5072783,70;549,30;461,34;315,16;4419,56
Feb 14 2006;4982509,95;539,70;454,54;312,15;4343,77
Feb 15 2006;4986112,50;540,50;454,26;309,95;4349,35
Feb 16 2006;4968621,88;538,75;453,32;310,48;4336,61
Feb 17 2006;5092190,55;551,70;462,78;316,97;4440,25
Feb 20 2006;5118589,50;554,50;464,15;317,80;4462,34
Feb 21 2006;5131425,00;554,00;465,57;317,92;4457,76
Feb 22 2006;5173315,00;553,00;465,59;317,81;4450,27
Feb 23 2006;5106867,55;551,20;462,36;314,78;4436,06
Feb 24 2006;5149437,97;554,15;466,91;317,69;4456,69
Feb 27 2006;5109263,75;553,25;466,58;318,02;4448,52
Feb 28 2006;5105470,00;556,00;466,35;317,49;4470,35
Mar 01 2006;5181225,63;564,25;472,91;321,90;4534,82
Mar 02 2006;5178043,75;563,75;470,44;322,77;4530,63
Mar 03 2006;5189525,00;565,00;470,38;322,59;4540,74
Mar 06 2006;5196060,63;565,25;470,67;322,81;4542,63
Mar 07 2006;5113591,00;553,00;465,27;318,69;4447,45
Mar 08 2006;5074346,25;544,75;457,02;313,91;4384,20
Mar 09 2006;5118679,14;550,10;461,44;316,65;4427,75
Mar 10 2006;4943400,00;535,00;450,30;309,97;4307,02
Mar 13 2006;5024657,50;543,50;455,71;314,33;4375,45
Mar 14 2006;5003892,61;545,80;454,13;312,73;4392,21
Mar 15 2006;5078062,50;556,50;462,42;318,94;4472,98
Mar 16 2006;5062084,50;552,75;454,77;315,03;4443,56
Mar 17 2006;5047989,38;552,75;454,13;315,25;4439,47
