Date;IDR;USD;Euro;GBP;RMB
Sep 16 1999;2079187,45;255,90;246,01;157,58;2118,11
Sep 17 1999;2103299,42;255,10;245,19;157,15;2111,54
Sep 20 1999;2119819,95;255,40;245,32;157,52;2114,07
Sep 21 1999;2144571,04;258,85;247,09;158,69;2142,63
Sep 22 1999;2220461,18;263,40;250,79;160,80;2180,35
Sep 23 1999;2322974,34;264,35;253,40;161,26;2188,18
Sep 24 1999;2301750,00;270,00;257,95;164,43;2234,92
Sep 27 1999;2373888,26;281,10;269,15;170,91;2326,80
Sep 28 1999;2555212,50;301,50;287,14;182,76;2495,67
Sep 29 1999;2566520,00;307,00;289,40;186,77;2541,19
Sep 30 1999;2498145,00;299,00;280,75;181,56;2475,06
Oct 01 1999;2452312,50;307,50;287,41;185,74;2545,42
Oct 04 1999;2447268,75;312,75;292,29;189,06;2588,88
Oct 05 1999;2525880,00;325,50;304,72;196,92;2694,42
Oct 06 1999;2482350,00;318,25;297,24;192,11;2634,41
Oct 07 1999;2511977,50;323,50;301,41;195,72;2677,87
Oct 08 1999;2529431,25;323,25;304,15;195,49;2675,86
Oct 11 1999;2464151,25;317,75;298,64;192,31;2630,08
Oct 12 1999;2505956,25;320,25;298,49;193,55;2650,77
Oct 13 1999;2614218,75;321,75;298,97;194,65;2663,35
Oct 14 1999;2632200,00;321,00;297,72;193,72;2657,05
Oct 15 1999;2502318,75;315,75;290,10;189,08;2613,62
Oct 18 1999;2416062,50;311,75;287,38;186,76;2580,48
Oct 19 1999;2367675,00;309,50;286,65;185,38;2561,82
Oct 20 1999;2283312,50;307,00;284,87;184,16;2541,16
Oct 21 1999;2097235,24;302,85;280,18;180,70;2506,75
Oct 22 1999;2067659,33;302,40;282,83;181,80;2503,05
Oct 25 1999;2083800,00;302,00;282,85;181,65;2499,65
Oct 26 1999;2037749,33;296,40;279,91;179,21;2453,39
Oct 27 1999;1983344,00;290,60;276,00;176,42;2405,44
Oct 28 1999;2054493,75;296,25;281,74;180,68;2452,24
Oct 29 1999;2041356,50;299,10;284,56;182,28;2475,89
Nov 01 1999;1968068,26;291,35;277,66;177,41;2411,76
Nov 02 1999;1949478,75;290,75;277,09;176,58;2406,86
Nov 03 1999;1961340,00;291,00;277,65;176,98;2408,93
Nov 04 1999;1977532,00;290,60;278,22;177,31;2405,59
Nov 05 1999;1962717,17;289,70;278,24;178,40;2398,11
Nov 08 1999;1962982,50;288,25;277,94;178,25;2386,10
Nov 09 1999;1993091,25;290,75;279,46;179,28;2406,83
Nov 10 1999;2059898,75;295,75;283,42;181,92;2448,25
Nov 11 1999;2110480,00;296,00;284,45;182,43;2450,35
Nov 12 1999;2048943,75;291,25;282,25;180,45;2410,97
Nov 15 1999;2008663,83;290,90;282,24;179,56;2408,10
Nov 16 1999;2067106,25;294,25;285,46;181,85;2435,83
Nov 17 1999;2052612,82;293,65;282,55;180,71;2430,86
Nov 18 1999;2052262,98;293,60;284,58;181,59;2430,54
Nov 19 1999;2057718,75;293,75;285,39;181,64;2431,81
Nov 22 1999;2081993,31;294,90;285,53;181,89;2441,33
Nov 23 1999;2106016,25;297,25;288,79;182,78;2460,75
Nov 24 1999;2113737,50;297,50;291,75;184,44;2462,85
Nov 25 1999;2144003,30;298,40;292,69;184,75;2470,30
Nov 26 1999;2155129,94;296,85;293,42;184,90;2457,47
Nov 29 1999;2148037,50;292,25;290,36;182,54;2419,51
Nov 30 1999;2129767,43;291,35;289,35;182,93;2412,06
Dec 01 1999;2109348,54;289,15;286,88;181,01;2393,84
Dec 02 1999;2084940,00;286,00;285,00;178,85;2367,74
Dec 03 1999;2051351,25;282,75;282,35;176,56;2340,80
Dec 06 1999;1978255,45;276,10;270,00;170,66;2285,83
Dec 07 1999;2006411,25;279,25;273,03;171,96;2311,91
Dec 08 1999;2021434,90;280,95;274,18;172,81;2326,12
Dec 09 1999;2018565,00;279,00;274,12;171,80;2309,98
Dec 10 1999;2026993,92;280,65;276,12;172,96;2323,64
Dec 13 1999;2027772,50;279,50;276,29;172,15;2314,12
Dec 14 1999;2011996,25;279,25;277,69;172,90;2312,02
Dec 15 1999;1975751,37;280,05;279,05;174,16;2318,64
Dec 16 1999;1978916,62;280,30;275,32;173,81;2320,71
Dec 17 1999;2010360,56;284,15;281,48;176,59;2352,59
Dec 20 1999;2013911,25;284,25;281,85;177,12;2353,42
Dec 21 1999;2006111,25;282,75;280,26;175,58;2341,06
Dec 22 1999;2018823,75;285,75;283,48;177,82;2365,90
Dec 23 1999;2008225,63;287,30;282,91;177,80;2378,70
Dec 27 1999;2009662,13;287,30;283,87;177,62;2378,73
Dec 28 1999;2048447,61;287,30;285,22;177,93;2378,76
Dec 29 1999;2072661,80;290,90;289,54;179,89;2408,45
Dec 30 1999;2046262,50;290,25;289,56;180,09;2403,12
Jan 04 2000;1991612,50;281,50;273,25;172,12;2330,79
Jan 05 2000;2017837,40;280,45;271,31;171,09;2322,07
Jan 06 2000;2018664,29;279,40;269,98;169,56;2313,35
Jan 11 2000;2053368,75;282,25;274,08;171,35;2336,89
Jan 12 2000;2035022,50;282,25;274,75;171,46;2336,92
Jan 13 2000;2039581,94;282,10;274,63;171,06;2335,73
Jan 14 2000;2025593,60;283,30;279,83;173,23;2345,64
Jan 17 2000;2067359,69;285,35;283,00;174,89;2362,50
Jan 18 2000;2080622,58;285,80;282,72;174,52;2366,22
Jan 19 2000;2109912,03;287,65;284,83;175,36;2381,65
Jan 20 2000;2110331,43;288,10;285,36;174,79;2385,29
Jan 21 2000;2110646,25;287,75;285,75;174,32;2382,43
Jan 24 2000;2103739,64;287,20;286,54;173,83;2377,70
Jan 25 2000;2113920,00;288,00;286,14;174,60;2384,24
Jan 26 2000;2129954,27;285,90;285,56;174,28;2366,74
Jan 27 2000;2110213,06;285,55;288,90;174,40;2363,87
Jan 28 2000;2136287,50;286,75;292,63;177,06;2373,74
Jan 31 2000;2102084,55;283,30;289,55;174,78;2345,07
Feb 01 2000;2101275,00;283,00;290,88;175,24;2342,50
Feb 02 2000;2177698,88;285,60;293,77;178,07;2364,00
Feb 03 2000;2187757,25;285,05;289,63;177,86;2359,67
Feb 04 2000;2217056,76;293,65;299,70;184,85;2431,07
Feb 07 2000;2337432,14;312,70;319,67;196,69;2588,78
Feb 08 2000;2174475,00;296,25;300,33;183,87;2452,59
Feb 09 2000;2226547,94;308,60;311,75;191,59;2554,84
Feb 10 2000;2255700,00;309,00;313,58;192,43;2558,15
Feb 11 2000;2281737,50;311,50;316,12;195,32;2578,85
Feb 14 2000;2237078,19;308,35;314,61;194,03;2552,49
Feb 15 2000;2230152,50;304,25;309,35;190,49;2518,49
Feb 16 2000;2246062,50;302,50;307,51;188,75;2504,00
Feb 17 2000;2264292,50;304,75;309,08;189,69;2522,48
Feb 18 2000;2259928,30;303,55;308,14;190,06;2512,54
Feb 21 2000;2272586,25;305,25;309,24;191,04;2526,71
Feb 22 2000;2251762,50;302,25;300,15;187,17;2501,81
Feb 23 2000;2248390,00;302,00;300,86;188,17;2499,96
Feb 24 2000;2248093,75;298,75;299,92;186,56;2473,05
Feb 25 2000;2160900,00;294,00;300,37;184,39;2433,91
Feb 28 2000;2183512,50;292,50;302,51;183,97;2421,49
Mar 01 2000;2157207,78;292,90;302,55;184,86;2424,80
Mar 02 2000;2158304,77;289,90;300,01;183,53;2399,99
Mar 03 2000;2153652,50;288,50;299,96;182,44;2388,46
Mar 06 2000;2147226,55;288,80;300,43;183,59;2390,83
Mar 07 2000;2157188,75;289,75;302,61;183,25;2398,67
Mar 08 2000;2166527,64;291,20;304,22;184,04;2410,73
Mar 09 2000;2145342,50;290,50;299,79;183,63;2404,96
Mar 10 2000;2137691,25;290,25;300,93;183,87;2402,83
Mar 13 2000;2162435,27;290,65;300,63;184,10;2406,03
Mar 14 2000;2149743,75;288,75;299,91;183,84;2390,27
Mar 15 2000;2168624,27;289,15;298,40;183,92;2393,52
Mar 17 2000;2110795,77;283,90;293,16;180,62;2350,27
Mar 20 2000;2128837,50;285,75;294,74;182,48;2365,61
Mar 21 2000;2127931,15;285,15;293,58;180,81;2360,56
Mar 22 2000;2136913,55;287,80;299,32;183,58;2382,49
Mar 23 2000;2119963,75;284,75;293,44;180,01;2357,36
Mar 24 2000;2120707,16;284,85;293,18;179,30;2358,24
Mar 27 2000;2125441,27;284,15;292,76;178,55;2352,53
Mar 28 2000;2128729,51;280,65;290,17;177,01;2323,64
Mar 29 2000;2116308,75;279,75;293,45;176,54;2316,02
Mar 30 2000;2102593,75;275,75;288,56;172,98;2282,88
Apr 03 2000;2143687,50;277,50;290,15;173,90;2297,31
Apr 05 2000;2198357,97;281,30;291,29;176,76;2329,02
Apr 07 2000;2147349,00;280,15;292,25;177,03;2319,50
Apr 10 2000;2152156,25;282,25;294,10;178,29;2336,97
Apr 11 2000;2145587,50;282,50;293,38;177,85;2338,85
Apr 12 2000;2134544,26;280,40;292,72;176,68;2321,60
Apr 13 2000;2140046,26;281,40;294,51;177,12;2329,82
Apr 14 2000;2144610,00;282,00;294,95;177,66;2334,79
Apr 17 2000;2170883,75;281,75;295,06;177,61;2332,72
Apr 18 2000;2185551,36;281,10;296,14;178,18;2327,23
Apr 19 2000;2208596,35;281,35;299,12;178,08;2329,38
Apr 20 2000;2229004,08;279,85;297,87;177,10;2316,90
Apr 24 2000;2206616,09;279,85;297,81;177,13;2316,76
Apr 25 2000;2222025,00;279,50;301,38;176,94;2314,01
Apr 26 2000;2209599,61;276,20;299,05;174,74;2286,80
Apr 27 2000;2187300,00;276,00;302,76;175,19;2285,22
Apr 28 2000;2179769,70;275,05;301,82;175,78;2277,38
May 01 2000;2190771,69;275,05;302,78;177,07;2277,38
May 02 2000;2209108,61;275,45;303,39;176,37;2280,70
May 03 2000;2202731,83;275,60;309,11;176,38;2281,94
May 04 2000;2233000,00;280,00;313,83;181,33;2318,37
May 05 2000;2237577,50;280,75;314,46;183,79;2324,58
May 08 2000;2227367,72;277,90;310,92;181,65;2300,96
May 09 2000;2246317,41;276,30;306,18;180,31;2287,49
May 10 2000;2269378,80;277,60;304,62;182,45;2298,11
May 11 2000;2334386,25;276,75;306,24;184,32;2290,99
May 12 2000;2330775,43;276,65;305,12;182,50;2290,05
May 15 2000;2375055,06;275,05;300,14;181,59;2276,78
May 16 2000;2359800,00;276,00;304,94;184,36;2284,51
May 17 2000;2300866,27;273,10;306,51;183,21;2260,39
May 19 2000;2283533,18;273,15;305,95;184,01;2260,81
May 22 2000;2297490,00;274,00;303,10;183,49;2267,90
May 23 2000;2311610,10;274,05;301,55;185,44;2268,26
May 24 2000;2329186,58;273,70;301,63;185,87;2265,39
May 25 2000;2308439,51;273,35;301,41;185,67;2262,60
May 26 2000;2310117,84;271,30;293,01;182,82;2245,58
May 29 2000;2337247,82;271,30;292,44;182,07;2245,49
May 30 2000;2362746,66;273,15;292,92;182,40;2260,92
May 31 2000;2338627,50;272,25;293,56;182,14;2253,49
Jun 02 2000;2342910,78;281,60;298,24;186,84;2330,83
Jun 05 2000;2394878,75;283,25;299,89;187,53;2344,46
Jun 06 2000;2473029,16;288,40;300,76;189,21;2387,17
Jun 07 2000;2453202,24;284,10;296,83;186,99;2351,58
Jun 08 2000;2461736,25;285,75;299,69;189,31;2365,30
Jun 09 2000;2447261,16;284,40;299,05;189,03;2354,03
Jun 12 2000;2443289,74;284,60;298,35;188,19;2355,66
Jun 13 2000;2501070,00;291,50;303,42;192,61;2412,75
Jun 14 2000;2446517,17;287,15;299,43;190,95;2376,68
Jun 16 2000;2489056,74;290,10;301,94;191,46;2401,10
Jun 19 2000;2467316,16;285,90;297,72;189,04;2366,34
Jun 20 2000;2468474,58;286,20;299,56;189,84;2368,88
Jun 21 2000;2480051,81;286,05;302,31;190,82;2367,69
Jun 22 2000;2506868,90;287,65;306,17;190,32;2380,91
Jun 23 2000;2485029,30;285,80;305,18;190,27;2365,54
Jun 26 2000;2464132,06;284,05;303,12;189,39;2351,17
Jun 27 2000;2464801,30;283,80;300,86;189,29;2349,12
Jun 28 2000;2499840,00;288,00;304,47;190,61;2383,92
Jun 29 2000;2535312,50;289,75;304,20;190,61;2398,55
Jun 30 2000;2522032,02;288,15;300,59;190,34;2385,36
Jul 03 2000;2573028,38;287,65;302,28;190,03;2381,34
Jul 04 2000;2575635,00;286,50;301,61;189,09;2371,90
Jul 05 2000;2689217,38;286,85;299,90;189,67;2374,74
Jul 06 2000;2642446,59;284,90;298,11;188,11;2358,71
Jul 07 2000;2636160,63;282,85;297,99;186,63;2341,80
Jul 10 2000;2640708,14;284,10;298,20;187,70;2352,20
Jul 11 2000;2630503,64;282,85;297,42;186,76;2341,83
Jul 12 2000;2631529,54;279,95;296,43;184,90;2317,85
Jul 13 2000;2649346,16;280,80;300,26;187,19;2324,77
Jul 14 2000;2658171,25;280,25;299,03;186,62;2320,36
Jul 17 2000;2681862,29;282,45;302,15;189,19;2338,43
Jul 18 2000;2621092,50;282,75;303,28;189,08;2341,06
Jul 19 2000;2507215,56;279,20;302,07;186,83;2311,66
Jul 20 2000;2493197,44;279,35;302,16;185,77;2312,90
Jul 21 2000;2488561,26;279,30;299,52;184,42;2312,46
Jul 24 2000;2489775,00;279,75;299,81;184,63;2316,27
Jul 25 2000;2529886,06;279,70;297,14;184,19;2315,83
Jul 26 2000;2541142,11;279,40;296,51;184,15;2313,32
Jul 27 2000;2504656,19;279,85;297,97;184,66;2316,96
Jul 28 2000;2487603,19;278,10;299,97;184,89;2302,50
Jul 31 2000;2463075,00;276,75;298,67;184,79;2291,27
Aug 01 2000;2480354,69;277,60;299,91;185,02;2298,19
Aug 02 2000;2445654,71;277,60;303,75;185,79;2298,28
Aug 03 2000;2376187,50;275,50;304,62;184,15;2281,03
Aug 04 2000;2358709,08;273,95;301,51;181,86;2268,25
Aug 07 2000;2353617,58;273,20;300,75;181,12;2262,07
Aug 08 2000;2350706,99;273,10;303,51;181,53;2261,24
Aug 09 2000;2337840,00;272,00;303,00;181,16;2252,11
Aug 10 2000;2325948,58;272,20;299,48;181,47;2253,79
Aug 11 2000;2267500,09;272,70;301,39;181,39;2257,85
Aug 14 2000;2268330,35;275,45;304,67;182,85;2280,59
Aug 15 2000;2286410,19;274,15;300,21;181,98;2269,63
Aug 16 2000;2299230,78;276,35;303,11;184,28;2288,09
Aug 18 2000;2301947,78;275,60;303,26;184,46;2281,88
Aug 21 2000;2261329,79;274,60;303,83;184,05;2273,66
Aug 22 2000;2228209,20;273,40;304,39;184,17;2263,72
Aug 23 2000;2293093,43;273,15;305,57;184,56;2261,49
Aug 24 2000;2290520,27;272,60;301,95;184,02;2257,10
Aug 25 2000;2278135,44;273,65;302,41;185,62;2265,79
Aug 28 2000;2256243,44;273,65;304,33;185,87;2265,79
Aug 29 2000;2311190,00;274,00;305,67;187,66;2268,69
Aug 30 2000;2284786,37;273,30;305,91;187,78;2262,59
Aug 31 2000;2303255,00;277,00;311,55;190,38;2293,17
Sep 01 2000;2292175,00;277,00;307,78;189,69;2293,20
Sep 04 2000;2292044,44;276,65;307,49;189,36;2290,27
Sep 05 2000;2293500,00;275,00;310,31;189,65;2276,72
Sep 06 2000;2292578,56;274,15;312,21;188,96;2269,80
Sep 07 2000;2290679,59;272,70;313,09;190,07;2257,68
Sep 08 2000;2284281,25;272,75;314,81;191,65;2258,21
Sep 11 2000;2316673,34;272,55;316,26;192,31;2256,33
Sep 12 2000;2377094,90;274,65;319,10;195,30;2273,74
Sep 13 2000;2402087,50;272,50;315,17;193,07;2255,67
Sep 18 2000;2384655,00;273,00;319,52;194,75;2259,68
Sep 19 2000;2354219,73;271,85;318,47;193,24;2250,35
Sep 20 2000;2378820,14;271,40;320,24;192,02;2246,51
Sep 21 2000;2364862,50;269,50;315,98;189,50;2230,87
Sep 22 2000;2403910,82;273,95;310,71;187,86;2267,95
Sep 25 2000;2410628,46;272,85;312,44;187,91;2259,01
Sep 26 2000;2406310,47;274,85;312,29;188,71;2275,51
Sep 27 2000;2442545,89;276,15;313,34;188,84;2286,38
Sep 28 2000;2441993,14;276,40;313,06;188,69;2288,56
Sep 29 2000;2401277,89;273,65;310,08;185,09;2265,77
Oct 02 2000;2397816,71;273,10;309,74;185,86;2260,99
Oct 03 2000;2393118,21;272,10;310,47;186,68;2252,71
Oct 04 2000;2391948,96;271,35;310,90;186,12;2246,51
Oct 05 2000;2380871,14;270,40;310,98;186,10;2238,64
Oct 06 2000;2376000,00;270,00;310,45;186,65;2235,33
Oct 09 2000;2381400,00;270,00;310,70;186,44;2235,33
Oct 10 2000;2389867,50;270,50;311,56;186,74;2239,44
Oct 11 2000;2415201,25;272,75;312,11;186,15;2257,99
Oct 12 2000;2461890,00;274,00;317,68;186,58;2268,34
Oct 13 2000;2438756,25;273,25;317,92;187,03;2262,07
Oct 16 2000;2418596,70;271,60;320,06;187,85;2248,33
Oct 17 2000;2403873,75;270,25;317,98;187,69;2237,24
Oct 18 2000;2423520,00;272,00;320,91;187,21;2251,64
Oct 19 2000;2400938,02;270,30;321,94;187,44;2237,54
Oct 20 2000;2418498,69;270,45;322,89;187,14;2238,73
Oct 23 2000;2426083,94;271,45;324,70;186,94;2247,17
Oct 24 2000;2413561,06;270,20;322,74;186,52;2236,82
Oct 26 2000;2410919,12;266,40;321,35;186,07;2205,39
Oct 27 2000;2411130,21;263,80;313,04;181,93;2183,95
Oct 30 2000;2495268,75;264,75;313,31;182,22;2191,60
Oct 31 2000;2475720,00;264,50;312,06;182,16;2189,40
Nov 01 2000;2433307,50;265,50;309,58;183,40;2197,62
Nov 02 2000;2432645,90;264,85;307,93;182,96;2192,16
Nov 03 2000;2428162,85;264,65;306,45;182,71;2190,45
Nov 06 2000;2435140,05;265,70;308,52;185,32;2199,22
Nov 07 2000;2461185,00;265,50;308,47;185,61;2197,52
Nov 08 2000;2429058,40;264,10;308,42;185,32;2186,01
Nov 09 2000;2451981,35;264,65;308,13;185,80;2190,45
Nov 10 2000;2444564,15;264,85;306,72;185,20;2192,22
Nov 13 2000;2465752,14;264,85;307,93;184,03;2192,11
Nov 14 2000;2483905,79;264,95;308,76;185,46;2193,07
Nov 15 2000;2479962,13;264,60;307,89;185,25;2190,04
Nov 16 2000;2506979,54;266,70;312,19;187,52;2207,56
Nov 17 2000;2514570,00;265,25;311,07;186,39;2195,45
Nov 20 2000;2523101,07;266,15;313,52;186,81;2203,16
Nov 21 2000;2521104,95;266,15;314,75;187,78;2203,35
Nov 22 2000;2503139,83;266,15;315,61;188,28;2203,24
Nov 23 2000;2506879,04;265,70;315,52;189,77;2199,46
Nov 24 2000;2500151,41;265,55;316,21;189,47;2198,19
Nov 27 2000;2532675,83;268,15;315,88;189,26;2219,74
Nov 28 2000;2548327,54;269,95;315,73;190,21;2234,56
Nov 29 2000;2553757,61;269,10;312,87;189,15;2227,45
Nov 30 2000;2565867,10;269,10;309,13;189,83;2227,53
Dec 01 2000;2562783,54;269,20;308,36;187,94;2228,30
Dec 04 2000;2575710,04;270,70;304,36;186,37;2240,61
Dec 05 2000;2578014,14;270,80;305,99;187,48;2241,41
Dec 06 2000;2608716,59;271,60;307,03;188,98;2248,03
Dec 07 2000;2625330,56;273,90;307,82;189,95;2267,07
Dec 08 2000;2613495,78;272,95;307,34;188,24;2259,18
Dec 11 2000;2518863,05;270,70;308,35;185,94;2240,66
Dec 12 2000;2569417,50;270,75;308,65;186,94;2241,02
Dec 13 2000;2553110,61;269,60;307,90;185,77;2231,48
Dec 14 2000;2535457,66;269,30;303,47;183,20;2228,94
Dec 15 2000;2529122,88;270,35;301,23;183,36;2237,63
Dec 18 2000;2535826,54;270,20;301,63;184,17;2236,55
Dec 19 2000;2494683,44;269,55;302,49;184,21;2231,12
Dec 20 2000;2520162,05;272,45;300,45;184,86;2255,04
Dec 21 2000;2543925,14;273,10;298,76;185,16;2260,39
Dec 22 2000;2536414,89;273,10;295,72;184,96;2260,64
Jan 02 2001;2563249,11;271,10;286,12;181,26;2244,14
Jan 03 2001;2551281,57;267,15;282,46;177,53;2211,28
Jan 04 2001;2536113,11;267,10;282,77;178,88;2211,08
Jan 05 2001;2539630,57;267,40;280,97;178,76;2213,40
Jan 08 2001;2542140,65;268,30;282,45;179,03;2220,93
Jan 09 2001;2534497,50;267,00;283,86;179,04;2209,99
Jan 10 2001;2539834,39;266,30;283,06;178,64;2204,14
Jan 11 2001;2545084,31;264,15;278,08;176,82;2186,29
Jan 12 2001;2531651,38;263,70;277,93;178,31;2182,59
Jan 15 2001;2494027,50;263,50;279,72;178,12;2180,91
Jan 16 2001;2512274,54;264,45;281,06;179,82;2188,75
Jan 17 2001;2490075,00;263,50;283,21;178,87;2180,83
Jan 18 2001;2503304,08;264,90;280,47;179,51;2192,42
Jan 19 2001;2503304,08;264,90;283,28;180,34;2192,42
Jan 22 2001;2501809,08;266,15;284,53;182,22;2203,24
Jan 23 2001;2501338,62;266,10;283,30;180,89;2202,93
Jan 24 2001;2483950,00;264,25;286,33;181,30;2187,62
Jan 25 2001;2504628,58;264,90;287,87;181,59;2193,00
Jan 26 2001;2490545,65;263,55;285,85;180,85;2181,82
Jan 29 2001;2483931,12;262,85;286,17;180,38;2176,03
Jan 30 2001;2501127,54;264,95;286,59;181,40;2193,41
Jan 31 2001;2499525,00;264,50;284,41;181,03;2189,56
Feb 01 2001;2553380,07;267,65;284,64;181,03;2215,39
Feb 02 2001;2546984,53;266,70;285,73;181,60;2207,58
Feb 05 2001;2561592,03;265,45;282,39;179,94;2197,13
Feb 06 2001;2531114,03;262,70;282,02;179,93;2174,26
Feb 07 2001;2538343,96;263,15;282,17;180,04;2177,96
Feb 08 2001;2537335,55;262,95;286,22;181,93;2176,25
Feb 09 2001;2493089,81;259,90;281,19;179,63;2151,04
Feb 12 2001;2507211,34;261,10;280,84;179,75;2161,23
Feb 13 2001;2505807,50;260,75;283,02;179,59;2158,10
Feb 14 2001;2499050,63;260,25;283,34;178,22;2153,93
Feb 15 2001;2482078,13;258,55;286,13;178,29;2140,07
Feb 16 2001;2484392,03;257,45;281,12;177,35;2130,91
Feb 19 2001;2493314,03;259,45;281,80;179,44;2147,36
Feb 20 2001;2463459,38;256,25;281,93;177,38;2120,90
Feb 21 2001;2477278,75;257,50;282,28;178,18;2131,38
Feb 22 2001;2493759,49;258,85;285,14;178,91;2142,47
Feb 23 2001;2522457,78;260,45;286,74;179,76;2155,85
Feb 26 2001;2593177,52;263,20;289,33;182,59;2178,66
Feb 27 2001;2645436,07;268,30;292,04;186,05;2221,01
Feb 28 2001;2627661,27;266,70;290,02;184,92;2207,82
Mar 01 2001;2626209,56;266,35;286,49;183,11;2204,79
Mar 02 2001;2598111,05;263,10;281,24;178,48;2177,99
Mar 06 2001;2587076,55;261,85;281,44;178,46;2167,54
Mar 07 2001;2573917,79;260,65;281,08;178,36;2157,48
Mar 08 2001;2616725,28;263,65;282,92;179,56;2182,23
Mar 09 2001;2739817,02;269,80;289,52;183,81;2233,24
Mar 12 2001;2861250,00;272,50;293,26;185,87;2255,86
Mar 13 2001;2770421,74;269,30;293,58;185,40;2229,34
Mar 14 2001;2680714,51;263,85;289,40;182,17;2184,10
Mar 15 2001;2620498,05;262,05;289,05;181,48;2169,14
Mar 16 2001;2689120,00;260,70;290,73;182,33;2157,84
Mar 19 2001;2717013,36;260,55;290,14;182,71;2156,62
Mar 20 2001;2724041,22;261,55;289,68;183,11;2164,90
Mar 21 2001;2733970,00;262,00;291,92;183,31;2168,60
Mar 22 2001;2714653,23;261,15;295,52;184,00;2161,49
Mar 23 2001;2729695,73;262,85;294,31;183,89;2175,69
Mar 27 2001;2731350,00;262,00;291,69;182,32;2168,65
Mar 28 2001;2702957,49;260,15;292,57;181,34;2153,44
Mar 29 2001;2704908,61;260,15;294,95;181,14;2153,49
Mar 30 2001;2684589,24;257,70;291,52;181,27;2133,16
Apr 02 2001;2670198,34;255,95;290,19;180,14;2118,65
Apr 03 2001;2685407,97;257,10;289,95;180,14;2128,07
Apr 04 2001;2752763,98;259,45;287,38;181,02;2147,49
Apr 05 2001;2762958,93;258,10;287,86;180,63;2136,24
Apr 06 2001;2806683,88;258,80;287,11;179,87;2142,01
Apr 09 2001;2800696,50;259,00;287,14;178,65;2143,74
Apr 10 2001;2733963,08;256,65;288,31;178,36;2124,27
Apr 11 2001;2725176,98;257,70;291,29;179,71;2132,96
Apr 12 2001;2751290,63;259,25;290,15;179,99;2145,86
Apr 16 2001;2801196,25;259,25;293,17;180,75;2145,79
Apr 17 2001;2828268,13;260,55;295,37;181,99;2156,70
Apr 18 2001;2833111,65;258,85;296,57;182,05;2142,63
Apr 19 2001;2919092,87;263,10;295,95;183,13;2177,76
Apr 20 2001;3106832,03;263,85;292,78;183,04;2184,02
Apr 23 2001;3138068,25;262,60;292,66;182,46;2173,54
Apr 24 2001;3118654,84;263,40;294,66;183,42;2180,13
Apr 25 2001;3158047,50;263,50;293,69;183,02;2180,91
Apr 26 2001;3167006,50;263,50;292,19;182,95;2180,96
Apr 27 2001;3115663,28;264,60;296,44;184,17;2190,17
Apr 30 2001;3052538,87;263,15;296,81;183,92;2178,20
May 01 2001;2959440,00;264,00;296,20;184,28;2185,23
May 02 2001;2962838,20;263,95;296,04;184,10;2184,82
May 03 2001;2950378,92;266,40;298,12;185,88;2205,10
May 04 2001;2919268,40;266,60;297,84;185,47;2206,75
May 08 2001;2902613,47;265,20;299,59;185,15;2195,46
May 09 2001;2966437,13;267,85;302,89;188,37;2217,13
May 10 2001;2997243,70;268,45;303,95;188,68;2221,99
May 11 2001;3034209,17;269,05;307,10;189,47;2226,95
May 14 2001;3059188,33;268,35;307,04;189,18;2221,16
May 15 2001;3051235,32;266,60;303,44;187,50;2206,62
May 16 2001;3090290,64;270,90;306,34;189,54;2242,21
May 17 2001;3096200,00;274,00;310,90;191,64;2267,82
May 18 2001;3105375,00;273,00;311,32;190,96;2259,57
May 21 2001;3339181,25;291,25;332,82;202,74;2410,91
May 22 2001;3246412,63;284,15;327,93;198,96;2352,02
May 23 2001;3233855,03;283,15;328,94;198,74;2343,66
May 25 2001;3164443,75;276,25;322,42;194,45;2286,55
May 28 2001;3201737,50;276,25;321,18;194,49;2286,47
May 29 2001;3088400,00;275,75;322,82;194,45;2282,33
May 30 2001;3088045,00;271,00;316,11;190,44;2243,26
May 31 2001;2975937,50;267,50;315,60;188,30;2214,10
Jun 01 2001;3038828,88;265,40;313,53;187,56;2196,90
Jun 05 2001;2982481,95;265,70;313,33;188,48;2199,17
Jun 06 2001;2972272,50;265,50;313,53;190,51;2197,60
Jun 07 2001;2977657,36;266,10;312,95;191,60;2202,43
Jun 08 2001;2993737,50;267,00;314,71;193,52;2209,88
Jun 11 2001;3024652,50;268,50;318,96;195,60;2222,29
Jun 12 2001;3033000,15;269,90;317,87;195,74;2233,99
Jun 13 2001;3052638,20;271,95;319,38;196,00;2251,17
Jun 14 2001;3057688,90;272,40;317,19;194,56;2254,74
Jun 15 2001;3064971,45;272,20;315,70;193,96;2253,00
Jun 18 2001;3072240,00;272,00;315,80;193,77;2251,34
Jun 19 2001;3114024,89;273,40;318,87;195,02;2263,18
Jun 20 2001;3065235,00;271,50;318,70;194,60;2247,21
Jun 21 2001;3082435,95;271,70;318,30;192,12;2248,83
Jun 22 2001;3103319,28;273,30;319,87;193,66;2262,02
Jun 25 2001;3101507,39;272,90;316,85;192,98;2258,74
Jun 26 2001;3115928,00;274,00;317,98;193,53;2267,84
Jun 27 2001;3131343,77;274,80;319,57;194,42;2274,46
Jun 28 2001;3085101,25;269,50;317,62;191,28;2230,65
Jun 29 2001;3082132,33;270,60;319,63;192,41;2239,67
Jul 02 2001;3037720,34;268,35;317,09;189,60;2221,13
Jul 03 2001;3039957,00;268,50;317,11;190,80;2222,29
