Date,Open,High,Low,Close,Adj Close,Volume
1998-06-10,21687500,21875000,21562500,21625000,20084320,38800
1998-06-11,21562500,21625000,21250000,21250000,19736048,55600
1998-06-12,21250000,21312500,21125000,21187500,19677996,16000
1998-06-15,21062500,21312500,21000000,21000000,19503860,63300
1998-06-16,21000000,21562500,21000000,21312500,19794096,24300
1998-06-17,21312500,22375000,21312500,22062500,20490658,36100
1998-06-18,22062500,22750000,22062500,22750000,21129181,36400
1998-06-19,23125000,23625000,22625000,22875000,21245272,43700
1998-06-22,23000000,23250000,22750000,23125000,21477461,19600
1998-06-23,23312500,23625000,23312500,23625000,21941837,26200
1998-06-24,23625000,24250000,23625000,24062500,22348169,26200
1998-06-25,24125000,24437500,23812500,24437500,22696453,32500
1998-06-26,24500000,24500000,24187500,24375000,22638407,37200
1998-06-29,24500000,25000000,24437500,25000000,23218880,46000
1998-06-30,25000000,25312500,25000000,25125000,23334970,40100
1998-07-01,25125000,25312500,25000000,25000000,23218880,28700
1998-07-02,25250000,25500000,25125000,25312500,23509117,42900
1998-07-06,25437500,25687500,25437500,25625000,23799349,57800
1998-07-07,25562500,26187500,25562500,26062500,24205677,13200
1998-07-08,26250000,27250000,26250000,26750000,24844198,55900
1998-07-09,26750000,27000000,26750000,26812500,24902246,15900
1998-07-10,26812500,27125000,26750000,26937500,25018337,46300
1998-07-13,26875000,27250000,26875000,26875000,24960297,42100
1998-07-14,26875000,27000000,26812500,26812500,24902246,87600
1998-07-15,27062500,27125000,26750000,26937500,25018337,19500
1998-07-16,26812500,27000000,26500000,26687500,24786148,12900
1998-07-17,26625000,26625000,24875000,24937500,23160830,31500
1998-07-20,24875000,24875000,23750000,23812500,22115984,31800
1998-07-21,24000000,24000000,23562500,23562500,21883793,12900
1998-07-22,23812500,23812500,23500000,23562500,21883793,14200
1998-07-23,23562500,23750000,23500000,23625000,21941837,9100
1998-07-24,23625000,24125000,23500000,24125000,22406221,10000
1998-07-27,24000000,24375000,23562500,23562500,21883793,11200
1998-07-28,23312500,23312500,22500000,22625000,21013084,10600
1998-07-29,22750000,22750000,22187500,22187500,20606756,16000
1998-07-30,22312500,22500000,21875000,21875000,20316509,19500
1998-07-31,22000000,22125000,21937500,22125000,20548704,11700
1998-08-03,21937500,22062500,21875000,21875000,20316509,7900
1998-08-04,21875000,21937500,21875000,21875000,20316509,3100
1998-08-05,21750000,22000000,21312500,21500000,19968237,7600
1998-08-06,21500000,22437500,21375000,22437500,20838943,11700
1998-08-07,22437500,23375000,22437500,23312500,21651602,11900
1998-08-10,23375000,23437500,23000000,23312500,21651602,3600
1998-08-11,23125000,23125000,22437500,22812500,21187227,10800
1998-08-12,22625000,22750000,22375000,22375000,20780895,5500
1998-08-13,22312500,22500000,22250000,22500000,20896992,5500
1998-08-14,22375000,22562500,22375000,22562500,20955038,2000
1998-08-17,22312500,22687500,22125000,22625000,21013084,8800
1998-08-18,22875000,23250000,22875000,23250000,21593555,13500
1998-08-19,23125000,23250000,22750000,22750000,21129181,18300
1998-08-20,22625000,22625000,22250000,22250000,20664801,2800
1998-08-21,22125000,22125000,22000000,22062500,20490658,1800
1998-08-24,22000000,22125000,22000000,22000000,20432615,4800
1998-08-25,22000000,22250000,21562500,22000000,20432615,11200
1998-08-26,21875000,21875000,21625000,21625000,20084320,2700
1998-08-27,21500000,21500000,21187500,21187500,19677996,10100
1998-08-28,21187500,21187500,20562500,20562500,19097530,17600
1998-08-31,20625000,20625000,19625000,19625000,18226814,11800
1998-09-01,19750000,19875000,19625000,19750000,18342907,5300
1998-09-02,19687500,19750000,19625000,19750000,18342907,7700
1998-09-03,19562500,19875000,19500000,19750000,18342907,7300
1998-09-04,20000000,20500000,19875000,20500000,19039478,17800
1998-09-08,20625000,20875000,19875000,20375000,18923388,11200
1998-09-09,20250000,20625000,20187500,20500000,19039478,29000
1998-09-10,20250000,20250000,19812500,20000000,18575102,12100
1998-09-11,20000000,21000000,20000000,20812500,19329716,12100
1998-09-14,20812500,21875000,20812500,21375000,19852142,6600
1998-09-15,21250000,21250000,20937500,20937500,19445807,900
1998-09-16,21125000,21125000,21000000,21093700,19590883,46200
1998-09-17,21000000,21125000,21000000,21125000,19619942,51000
1998-09-18,21375000,21500000,21062500,21500000,19968237,19200
1998-09-21,21375000,21437500,20937500,21000000,19503860,4200
1998-09-22,21187500,22187500,21187500,22187500,20606756,7900
1998-09-23,22750000,23375000,22750000,23375000,21709648,17600
1998-09-24,23312500,23312500,23312500,23312500,21651602,1100
1998-09-25,23375000,23375000,23312500,23375000,21709648,22400
1998-09-28,23375000,23500000,23375000,23375000,21709648,84100
1998-09-29,23375000,23750000,23375000,23562500,21883793,11100
1998-09-30,23625000,24687500,23437500,24687500,22928640,43000
1998-10-01,24500000,24625000,24375000,24625000,22870592,16000
1998-10-02,24625000,24875000,23750000,23750000,22057932,121900
1998-10-05,23500000,23500000,22625000,22625000,21013084,7200
1998-10-06,22656200,22656200,22187500,22375000,20780895,23500
1998-10-07,22250000,22250000,21625000,21687500,20142366,14100
1998-10-08,21500000,21500000,19812500,21500000,19968237,55900
1998-10-09,21500000,21562500,21125000,21250000,19736048,13600
1998-10-12,21250000,21312500,21125000,21250000,19736048,55500
1998-10-13,21375000,22250000,21375000,22250000,20664801,5800
1998-10-14,22125000,22625000,21875000,22500000,20896992,29600
1998-10-15,22375000,22937500,22250000,22937500,21303320,18100
1998-10-16,22812500,23250000,22750000,22812500,21187227,23600
1998-10-19,22937500,23562500,22625000,23375000,21709648,13100
1998-10-20,23562500,23562500,23375000,23375000,21709648,18300
1998-10-21,23312500,23312500,23187500,23250000,21593555,17700
1998-10-22,23250000,23812500,23250000,23812500,22115984,8400
1998-10-23,23812500,23812500,23562500,23562500,21883793,22200
1998-10-26,23625000,23625000,23187500,23375000,21709648,43100
1998-10-27,23375000,23375000,23125000,23125000,21477461,114700
1998-10-28,23125000,23250000,23062500,23250000,21593555,6000
1998-10-29,23062500,23250000,23000000,23000000,21361366,5800
1998-10-30,23250000,23375000,23187500,23375000,21709648,4200
1998-11-02,23312500,23500000,23312500,23437500,21767689,27500
1998-11-03,23312500,23625000,23187500,23562500,21883793,18500
1998-11-04,23500000,23875000,23500000,23875000,22174023,39400
1998-11-05,23937500,24625000,23812500,24437500,22696453,24000
1998-11-06,24687500,25812500,24687500,25312500,23509117,102300
1998-11-09,25062500,25437500,24875000,25000000,23218880,31900
1998-11-10,25000000,25000000,24750000,24937500,23160830,16900
1998-11-11,25000000,25000000,24812500,24875000,23102776,5500
1998-11-12,24812500,24875000,24687500,24687500,22928640,2600
1998-11-13,24562500,24750000,24375000,24625000,22870592,6200
1998-11-16,24625000,25062500,24625000,25062500,23276924,54700
1998-11-17,25125000,25437500,25000000,25437500,23625204,46100
1998-11-18,25375000,25437500,25125000,25250000,23451065,26500
1998-11-19,25250000,25250000,25125000,25125000,23334970,20800
1998-11-20,25125000,25250000,24875000,24937500,23160830,23800
1998-11-23,25062500,25375000,24875000,25375000,23567154,10400
1998-11-24,25375000,25625000,25375000,25625000,23799349,19900
1998-11-25,25750000,25750000,25500000,25500000,23683254,12400
1998-11-27,25625000,25625000,25562500,25562500,23741302,500
1998-11-30,25500000,25500000,25250000,25375000,23567154,7000
1998-12-01,25250000,25312500,25062500,25062500,23276924,26200
1998-12-02,24937500,25000000,24562500,24687500,22928640,4900
1998-12-03,24625000,25062500,24625000,25062500,23276924,7200
1998-12-04,25000000,25125000,25000000,25125000,23334970,7200
1998-12-07,25125000,25375000,25125000,25375000,23567154,6800
1998-12-08,25437500,25437500,25000000,25062500,23276924,7500
1998-12-09,24875000,25125000,24875000,25125000,23334970,7400
1998-12-10,25187500,25312500,25125000,25312500,23509117,5100
1998-12-11,25187500,25437500,25125000,25437500,23625204,12100
1998-12-14,25250000,25500000,25250000,25500000,23683254,21100
1998-12-15,25375000,25500000,25312500,25500000,23683254,9000
1998-12-16,25375000,25375000,25000000,25062500,23276924,4200
1998-12-17,25125000,25125000,24562500,24562500,22812548,8000
1998-12-18,24812500,24875000,24625000,24812500,23044739,7200
1998-12-21,24875000,25062500,24812500,25062500,23276924,22000
1998-12-22,25125000,25500000,25125000,25500000,23683254,2200
1998-12-23,25375000,25687500,25125000,25687500,23857391,40200
1998-12-24,25812500,25812500,25687500,25812500,23973490,2500
1998-12-28,25812500,25875000,25625000,25750000,23915443,7600
1998-12-29,25687500,25937500,25687500,25937500,24089586,800
1998-12-30,26000000,27125000,25937500,27062500,25134436,19500
1998-12-31,27500000,28750000,27500000,28437500,26411476,127400
1999-01-04,28000000,28000000,27500000,27500000,25540770,24800
1999-01-05,27375000,27375000,26500000,26687500,24786148,22100
1999-01-06,26687500,27250000,26625000,27000000,25076385,36700
1999-01-07,26875000,26875000,26250000,26500000,24612007,7000
1999-01-08,26500000,28937500,26375000,28000000,26005144,35200
1999-01-11,27750000,29250000,26687500,29000000,26933897,26400
1999-01-12,28875000,28875000,27937500,28000000,26005144,40500
1999-01-13,27750000,28250000,27625000,27625000,25656857,21700
1999-01-14,27625000,27750000,27375000,27375000,25424669,5000
1999-01-15,27125000,27375000,27000000,27250000,25308569,3700
1999-01-19,27375000,27812500,27312500,27312500,25366625,13200
1999-01-20,27187500,27250000,27000000,27000000,25076385,9900
1999-01-21,26750000,26875000,26750000,26750000,24844198,88500
1999-01-22,26687500,27375000,26687500,27250000,25308569,14600
1999-01-25,27250000,27625000,27250000,27625000,25656857,15500
1999-01-26,27375000,27375000,25000000,25375000,23567154,100100
1999-01-27,25500000,25750000,23625000,23687500,21999887,45300
1999-01-28,23312500,23312500,22375000,22375000,20780895,14400
1999-01-29,22250000,22312500,21750000,21875000,20316509,20500
1999-02-01,21625000,21625000,21250000,21250000,19736048,14900
1999-02-02,21250000,21250000,20437500,20500000,19039478,17700
1999-02-03,20500000,20500000,19875000,20000000,18575102,17000
1999-02-04,20000000,20000000,19687500,20000000,18575102,26500
1999-02-05,20125000,20312500,19750000,19750000,18342907,28200
1999-02-08,19125000,20000000,19125000,19625000,18226814,25100
1999-02-09,19750000,20187500,19750000,20062500,18633148,49400
1999-02-10,20187500,20187500,19750000,19875000,18459011,25100
1999-02-11,19812500,20062500,19812500,19875000,18459011,25800
1999-02-12,19875000,19937500,19375000,19375000,17994629,6500
1999-02-16,19250000,19250000,18750000,18812500,17472202,8300
1999-02-17,18625000,18937500,18375000,18812500,17472202,123700
1999-02-18,18562500,18750000,18312500,18500000,17181967,214200
1999-02-19,18625000,18937500,18375000,18750000,17414162,10100
1999-02-22,18937500,19250000,18937500,19000000,17646347,27200
1999-02-23,19125000,19375000,19062500,19375000,17994629,21100
1999-02-24,19000000,19062500,18750000,19062500,17704391,167300
1999-02-25,19000000,19000000,18187500,18312500,17007828,10400
1999-02-26,18187500,18500000,18125000,18312500,17007828,18200
1999-03-01,18250000,18250000,18000000,18000000,16717588,12800
1999-03-02,17937500,18000000,17750000,17750000,16485405,24700
1999-03-03,17812500,17812500,17437500,17562500,16311256,21100
1999-03-04,17312500,17312500,16687500,16687500,15498599,19800
1999-03-05,16750000,16875000,16125000,16250000,15092270,14800
1999-03-08,16187500,16187500,15750000,16062500,14918126,22800
1999-03-09,15937500,16000000,15687500,15750000,14627891,32500
1999-03-10,15625000,15687500,15437500,15687500,14569845,121100
1999-03-11,15562500,15687500,15500000,15625000,14511799,7000
1999-03-12,15687500,15687500,14937500,15000000,13931324,67200
1999-03-15,15062500,15125000,14812500,14812500,13757187,18300
1999-03-16,14937500,14937500,14500000,14500000,13466949,36000
1999-03-17,14500000,14500000,14312500,14312500,13292809,10300
1999-03-18,14375000,14375000,14187500,14250000,13234759,30400
1999-03-19,14375000,14375000,14312500,14312500,13292809,20000
1999-03-22,14312500,14312500,14000000,14187500,13176710,41200
1999-03-23,14250000,14250000,13875000,13875000,12886477,56700
1999-03-24,13937500,13937500,13125000,13250000,12306004,82300
1999-03-25,13375000,13812500,13250000,13687500,12712335,82500
1999-03-26,13750000,14187500,13750000,14125000,13118667,282200
1999-03-29,14125000,14312500,14000000,14312500,13292809,10600
1999-03-30,14562500,15000000,14437500,14625000,13583043,80400
1999-03-31,14625000,15125000,14500000,15125000,14047422,55700
1999-04-01,15250000,15500000,15187500,15500000,14395704,50400
1999-04-05,15750000,16000000,15500000,15500000,14395704,41500
1999-04-06,15625000,16125000,15625000,15812500,14685943,4800
1999-04-07,15812500,16312500,15812500,16312500,15150317,12200
1999-04-08,16312500,16750000,16125000,16750000,15556649,8300
1999-04-09,16750000,17562500,16750000,17562500,16311256,14000
1999-04-12,17562500,17687500,17437500,17500000,16253212,9800
1999-04-13,17375000,17375000,17125000,17187500,15962985,11000
1999-04-14,17187500,17187500,17062500,17125000,15904932,27700
1999-04-15,17000000,17187500,17000000,17187500,15962985,19400
1999-04-16,17250000,17250000,16625000,17000000,15788838,34000
1999-04-19,17000000,17000000,16750000,17000000,15788838,13100
1999-04-20,17125000,17125000,16500000,16500000,15324463,121200
1999-04-21,16375000,17125000,16000000,17000000,15788838,43300
1999-04-22,17500000,19000000,17500000,19000000,17646347,160800
1999-04-23,19125000,22437500,19000000,21000000,19503860,206100
1999-04-26,20812500,23000000,20500000,21937500,20374565,37500
1999-04-27,21750000,21750000,19375000,20625000,19155577,59100
1999-04-28,20437500,20437500,19562500,19625000,18226814,11800
1999-04-29,19500000,19812500,18875000,19000000,17646347,15400
1999-04-30,19125000,19437500,19062500,19187500,17820490,5900
1999-05-03,19125000,19187500,18500000,19000000,17646347,22500
1999-05-04,19000000,19125000,18625000,18875000,17530249,13900
1999-05-05,19000000,19000000,18187500,18375000,17065874,15400
1999-05-06,18500000,18500000,17750000,17937500,16659542,41400
1999-05-07,17750000,18062500,17750000,18062500,16775637,16700
1999-05-10,18187500,18187500,18000000,18125000,16833687,18700
1999-05-11,18125000,18125000,18000000,18062500,16775637,15300
1999-05-12,18250000,18250000,18000000,18125000,16833687,33000
1999-05-13,18000000,18000000,17750000,17875000,16601496,54800
1999-05-14,17937500,18250000,17875000,18187500,16891731,14400
1999-05-17,18125000,18250000,18062500,18062500,16775637,29500
1999-05-18,18187500,18437500,18000000,18000000,16717588,21700
1999-05-19,18062500,18437500,18000000,18375000,17065874,6600
1999-05-20,18437500,18500000,18125000,18125000,16833687,81000
1999-05-21,18000000,18000000,17875000,17875000,16601496,8400
1999-05-24,17937500,17937500,17500000,17500000,16253212,42700
1999-05-25,17437500,17437500,17125000,17187500,15962985,12500
1999-05-26,17375000,18062500,17312500,18000000,16717588,89300
1999-05-27,17875000,18000000,16250000,16750000,15556649,327200
1999-05-28,16750000,17125000,16375000,17062500,15846883,591900
1999-06-01,17187500,17187500,16750000,17000000,15788838,51300
1999-06-02,16875000,16875000,16375000,16875000,15672745,155900
1999-06-03,16812500,16937500,16812500,16937500,15730788,24700
1999-06-04,16812500,17375000,16750000,17375000,16137123,156700
1999-06-07,17500000,17625000,17375000,17625000,16369308,53200
1999-06-08,17625000,17750000,17562500,17625000,16369308,32900
1999-06-09,17750000,17812500,17562500,17812500,16543444,93500
1999-06-10,17750000,17937500,17750000,17937500,16659542,52500
1999-06-11,17937500,18062500,17812500,18062500,16775637,89200
1999-06-14,18125000,19000000,18125000,18937500,17588301,189200
1999-06-15,18875000,19000000,18250000,18875000,17530249,21400
1999-06-16,18812500,18812500,18500000,18687500,17356113,6200
1999-06-17,18687500,18875000,18687500,18812500,17472202,61200
1999-06-18,18687500,19000000,18562500,18937500,17588301,96200
1999-06-21,18937500,19062500,18937500,19000000,17646347,18900
1999-06-22,19000000,19250000,18875000,19187500,17820490,21800
1999-06-23,19125000,19125000,18375000,18375000,17065874,31700
1999-06-24,18250000,18375000,17500000,17750000,16485405,84100
1999-06-25,17875000,18062500,17750000,17875000,16601496,13400
1999-06-28,17812500,17812500,17687500,17750000,16485405,3900
1999-06-29,17750000,18625000,17750000,18437500,17123920,94000
1999-06-30,18437500,18750000,18250000,18687500,17356113,40600
1999-07-01,18687500,18687500,18312500,18500000,17181967,6000
1999-07-02,18625000,18687500,18500000,18562500,17240017,30800
1999-07-06,18625000,18687500,18500000,18562500,17240017,5500
1999-07-07,18562500,18625000,18562500,18625000,17298063,5700
1999-07-08,18625000,18812500,18625000,18750000,17414162,7700
1999-07-09,18750000,18750000,18625000,18750000,17414162,12000
1999-07-12,18750000,18750000,18562500,18687500,17356113,1800
1999-07-13,18625000,18750000,18562500,18750000,17414162,29300
1999-07-14,18750000,18937500,18750000,18937500,17588301,45800
1999-07-15,18812500,19000000,18812500,19000000,17646347,8900
1999-07-16,18937500,18937500,18750000,18812500,17472202,10400
1999-07-19,18875000,19000000,18750000,18875000,17530249,32200
1999-07-20,18812500,18875000,18562500,18562500,17240017,48300
1999-07-21,18125000,18187500,17750000,18187500,16891731,58400
1999-07-22,18187500,18187500,17750000,17875000,16601496,4600
1999-07-23,17937500,17937500,17250000,17250000,16021025,176600
1999-07-26,17375000,17375000,17000000,17250000,16021025,5400
1999-07-27,17375000,17750000,16875000,17687500,16427361,58700
1999-07-28,17500000,17500000,17250000,17375000,16137123,27400
1999-07-29,17187500,17187500,16812500,16812500,15614693,224100
1999-07-30,16625000,16750000,16500000,16500000,15324463,170200
1999-08-02,16500000,16500000,16437500,16437500,15266415,17300
1999-08-03,16437500,16437500,15812500,15937500,14802034,20700
1999-08-04,15875000,15875000,15375000,15375000,14279611,14300
1999-08-05,15375000,15375000,15000000,15000000,13931324,192600
1999-08-06,15125000,15125000,15000000,15000000,13931324,89300
1999-08-09,15000000,15000000,14500000,14562500,13524996,36200
1999-08-10,14562500,14625000,14437500,14500000,13466949,70800
1999-08-11,14500000,14500000,14375000,14500000,13466949,119600
1999-08-12,14500000,15000000,14500000,15000000,13931324,42200
1999-08-13,14500000,14500000,10500000,11437500,10622636,1111300
1999-08-16,11562500,11812500,10875000,11125000,10332400,93000
1999-08-17,11000000,11500000,10375000,11125000,10332400,858000
1999-08-18,11250000,11250000,10812500,10812500,10042160,90500
1999-08-19,10875000,10875000,10687500,10875000,10100212,18900
1999-08-20,10812500,10812500,10375000,10500000,9751930,72000
1999-08-23,10625000,10625000,10125000,10187500,9461694,68900
1999-08-24,10187500,10437500,10125000,10250000,9519739,79200
1999-08-25,10625000,10750000,10500000,10500000,9751930,244100
1999-08-26,10500000,11625000,10500000,11437500,10622636,104800
1999-08-27,10937500,11375000,10937500,11375000,10564590,100700
1999-08-30,11250000,11250000,11062500,11125000,10332400,8700
1999-08-31,11187500,11375000,10937500,11187500,10390448,114100
1999-09-01,11125000,11125000,11062500,11062500,10274352,5100
1999-09-02,11062500,11250000,11062500,11125000,10332400,17500
1999-09-03,11250000,11250000,11125000,11250000,10448496,438900
1999-09-07,11375000,11437500,11250000,11250000,10448496,16400
1999-09-08,11250000,11250000,11125000,11250000,10448496,8400
1999-09-09,11125000,11250000,11125000,11187500,10390448,4300
1999-09-10,11062500,11125000,10875000,11000000,10216308,21800
1999-09-13,11000000,11250000,11000000,11000000,10216308,20200
1999-09-14,10750000,11000000,10625000,10625000,9868024,36600
1999-09-15,10562500,10562500,10000000,10125000,9403643,26500
1999-09-16,10000000,10125000,9562500,9687500,8997314,49600
1999-09-17,9500000,9812500,9500000,9625000,8939268,66400
1999-09-20,9562500,9562500,8250000,8625000,8010512,305400
1999-09-21,8562500,8562500,8062500,8062500,7488089,133400
1999-09-22,8125000,8187500,7750000,8187500,7604181,323200
1999-09-23,8062500,8437500,8062500,8312500,7720274,24400
1999-09-24,8375000,8375000,8312500,8375000,7778325,15600
1999-09-27,8375000,8750000,8375000,8500000,7894419,22100
1999-09-28,8625000,8625000,8375000,8437500,7836372,24300
1999-09-29,8375000,8500000,8375000,8437500,7836372,10000
1999-09-30,8312500,8437500,8250000,8437500,7836372,15800
1999-10-01,8375000,8375000,7250000,8062500,7488089,114400
1999-10-04,8187500,8187500,7875000,7937500,7371994,21500
1999-10-05,8000000,8125000,8000000,8062500,7488089,13400
1999-10-06,8000000,8187500,8000000,8125000,7546135,9500
1999-10-07,8125000,8187500,8000000,8125000,7546135,35100
1999-10-08,8125000,8187500,7937500,8000000,7430041,31700
1999-10-11,8125000,8125000,7937500,8000000,7430041,40900
1999-10-12,8000000,8000000,7750000,7812500,7255899,37900
1999-10-13,7750000,7750000,7687500,7687500,7139805,63100
1999-10-14,7687500,7812500,7625000,7687500,7139805,25200
1999-10-15,7687500,7687500,7500000,7500000,6965662,33400
1999-10-18,7562500,7812500,7500000,7562500,7023711,30700
1999-10-19,7687500,7687500,7500000,7562500,7023711,11400
1999-10-20,7500000,7500000,7312500,7375000,6849568,148400
1999-10-21,7125000,7187500,7000000,7062500,6559333,78400
1999-10-22,7062500,7125000,7062500,7125000,6617380,33800
1999-10-25,7062500,7125000,7000000,7062500,6559333,24800
1999-10-26,7062500,7062500,6750000,6937500,6443239,173500
1999-10-27,6937500,7000000,6937500,7000000,6501286,35000
1999-10-28,6875000,7000000,6875000,6875000,6385192,42000
1999-10-29,6812500,6875000,6750000,6812500,6327142,29200
1999-11-01,6687500,6750000,6625000,6750000,6269096,30200
1999-11-02,6750000,6750000,6375000,6375000,5920814,25700
1999-11-03,6437500,6437500,5625000,5812500,5398389,170500
1999-11-04,5687500,6375000,5687500,6187500,5746672,18600
1999-11-05,6312500,6750000,6312500,6437500,5978861,79900
1999-11-08,6562500,6625000,6062500,6062500,5630579,54200
1999-11-09,6250000,7500000,6250000,7250000,6733474,77100
1999-11-10,6875000,6937500,6625000,6750000,6269096,67200
1999-11-11,6812500,6875000,6750000,6875000,6385192,21000
1999-11-12,6875000,6937500,6812500,6875000,6385192,7400
1999-11-15,6750000,7000000,6750000,7000000,6501286,23600
1999-11-16,7000000,7125000,6750000,6812500,6327142,35500
1999-11-17,6750000,6750000,6000000,6000000,5572529,133100
1999-11-18,6062500,6125000,5937500,5937500,5514483,59100
1999-11-19,5937500,6062500,5875000,6000000,5572529,32500
1999-11-22,6000000,6000000,5812500,5812500,5398389,50900
1999-11-23,5812500,5812500,5000000,5500000,5108154,98200
1999-11-24,5500000,5625000,5250000,5312500,4934012,157600
1999-11-26,5437500,5500000,5375000,5437500,5050106,41500
1999-11-29,5437500,5437500,5187500,5250000,4875965,109900
1999-11-30,5375000,5437500,5125000,5125000,4759870,67300
1999-12-01,5250000,5250000,4937500,5062500,4701821,100600
1999-12-02,5062500,5312500,5062500,5250000,4875965,36200
1999-12-03,5250000,5312500,5125000,5187500,4817918,81600
1999-12-06,5125000,5250000,5125000,5125000,4759870,97500
1999-12-07,5187500,5250000,5062500,5187500,4817918,26600
1999-12-08,5000000,5125000,4937500,5000000,4643775,78700
1999-12-09,5000000,5250000,4687500,4937500,4585727,549300
1999-12-10,4812500,4937500,4687500,4750000,4411587,65900
1999-12-13,4750000,4937500,4750000,4812500,4469634,63600
1999-12-14,4812500,4937500,4687500,4750000,4411587,47100
1999-12-15,4812500,5250000,4750000,5062500,4701821,84100
1999-12-16,5093700,5187500,4875000,5062500,4701821,48800
1999-12-17,4875000,5062500,4875000,4937500,4585727,38100
1999-12-20,5000000,5250000,4812500,4875000,4527681,61500
1999-12-21,4937500,4937500,4687500,4687500,4353540,55300
1999-12-22,4687500,4875000,4687500,4875000,4527681,36300
1999-12-23,4875000,5000000,4687500,4875000,4527681,67600
1999-12-27,4875000,4875000,4625000,4875000,4527681,48800
1999-12-28,4812500,4875000,4625000,4750000,4411587,46800
1999-12-29,4750000,5375000,4687500,5312500,4934012,84800
1999-12-30,5375000,5375000,5125000,5250000,4875965,106200
1999-12-31,5250000,6000000,5250000,5937500,5514483,53100
