,Date,IDR,USD,Euro,GBP,RMB,IHSG,Hang Seng,NASDAQ
0,Nov 06 2014,13900300.0,1145.0,920.68,720.01,6998.58,5034.23,23649.31,4638.47
1,Nov 07 2014,14054305.75,1154.5,930.0,728.69,7068.89,4987.42,23550.24,4632.53
2,Nov 10 2014,14121205.0,1162.0,933.82,732.2,7110.97,4965.39,23744.7,4651.62
3,Nov 11 2014,14115082.5,1156.5,930.67,728.62,7083.79,5032.28,23808.28,4660.56
4,Nov 12 2014,14205153.25,1164.5,933.32,735.65,7133.96,5048.84,23938.18,4675.14
5,Nov 13 2014,14176254.38,1161.75,931.3,738.3,7115.49,5048.67,24019.94,4680.14
6,Nov 14 2014,14274659.0,1169.0,936.74,747.13,7166.79,5049.49,24087.38,4688.54
7,Nov 17 2014,14431821.25,1182.5,949.3,755.64,7241.75,5053.94,23797.08,4671.0
8,Nov 18 2014,14491912.5,1192.75,951.8,762.41,7301.18,5102.47,23529.17,4702.44
9,Nov 19 2014,14528410.0,1196.0,953.71,763.46,7319.28,5127.93,23373.31,4675.71
10,Nov 20 2014,14488250.0,1190.0,948.93,757.89,7288.15,5093.57,23349.64,4701.87
11,Nov 21 2014,14623756.88,1203.75,969.75,767.8,7372.85,5112.05,23437.12,4712.97
12,Nov 25 2014,14584636.0,1199.0,960.31,762.48,7357.66,5118.94,23843.91,4758.25
13,Nov 26 2014,14579562.5,1197.5,955.82,758.22,7351.33,5133.04,24111.98,4787.32
14,Nov 28 2014,14434281.0,1182.75,948.74,755.24,7268.0,5149.89,23987.45,4791.63
15,Dec 01 2014,14653365.0,1194.0,957.0,759.45,7345.49,5164.29,23367.45,4727.35
16,Dec 02 2014,14662650.0,1195.0,963.52,763.46,7349.61,5175.79,23654.3,4755.81
17,Dec 03 2014,14816617.88,1204.75,977.76,766.77,7409.21,5166.04,23428.62,4774.47
18,Dec 04 2014,14879767.5,1209.0,972.1,770.04,7440.91,5177.16,23832.56,4769.44
19,Dec 05 2014,14684409.0,1194.0,970.97,765.75,7343.34,5187.99,24002.64,4780.76
20,Dec 08 2014,14731760.5,1193.0,970.59,763.74,7364.03,5144.01,24047.67,4740.69
21,Dec 09 2014,15128296.5,1227.0,987.64,782.1,7589.61,5122.31,23485.83,4766.47
22,Dec 10 2014,15161558.5,1229.0,989.81,783.13,7591.29,5165.41,23524.52,4684.02
23,Dec 11 2014,15018863.13,1216.25,982.23,774.88,7526.88,5152.69,23312.54,4708.16
24,Dec 12 2014,15160777.5,1217.0,976.57,775.21,7529.46,5160.43,23249.2,4653.6
25,Dec 15 2014,15354451.88,1209.25,973.44,774.39,7486.71,5108.43,23027.85,4605.16
26,Dec 16 2014,15247700.0,1202.5,961.27,764.49,7443.84,5026.03,22670.5,4547.83
