Date;Hang Seng
Mar 06 2014;22702,97
Mar 07 2014;22660,49
Mar 10 2014;22264,93
Mar 11 2014;22269,61
Mar 12 2014;21901,95
Mar 13 2014;21756,08
Mar 14 2014;21539,49
Mar 17 2014;21473,95
Mar 18 2014;21583,50
Mar 19 2014;21568,69
Mar 20 2014;21182,16
Mar 21 2014;21436,70
Mar 24 2014;21846,45
Mar 25 2014;21732,32
Mar 26 2014;21887,75
Mar 27 2014;21834,45
Mar 28 2014;22065,53
Mar 31 2014;22151,06
Apr 01 2014;22448,54
Apr 02 2014;22523,94
Apr 03 2014;22565,08
Apr 04 2014;22510,08
Apr 07 2014;22377,15
Apr 08 2014;22596,97
Apr 09 2014;22843,17
Apr 10 2014;23186,96
Apr 11 2014;23003,64
Apr 14 2014;23038,80
Apr 15 2014;22671,26
Apr 16 2014;22696,01
Apr 17 2014;22760,24
Apr 22 2014;22730,68
Apr 23 2014;22509,64
Apr 24 2014;22562,80
Apr 25 2014;22223,53
Apr 28 2014;22132,53
Apr 29 2014;22453,89
Apr 30 2014;22133,97
May 02 2014;22260,67
May 05 2014;21976,33
May 07 2014;21746,26
May 08 2014;21837,12
May 09 2014;21862,99
May 12 2014;22261,61
May 13 2014;22352,38
May 14 2014;22582,77
May 15 2014;22730,86
May 16 2014;22712,91
May 19 2014;22704,50
May 20 2014;22834,68
May 21 2014;22836,52
May 22 2014;22953,76
May 23 2014;22965,86
May 26 2014;22963,18
May 27 2014;22944,30
May 28 2014;23080,03
May 29 2014;23010,14
May 30 2014;23081,65
Jun 03 2014;23291,04
Jun 04 2014;23151,71
Jun 05 2014;23109,66
Jun 06 2014;22951,00
Jun 09 2014;23117,47
Jun 10 2014;23315,74
Jun 11 2014;23257,29
Jun 12 2014;23175,02
Jun 13 2014;23319,17
Jun 16 2014;23300,67
Jun 17 2014;23203,59
Jun 18 2014;23181,72
Jun 19 2014;23167,73
Jun 20 2014;23194,06
Jun 23 2014;22804,81
Jun 24 2014;22880,64
Jun 25 2014;22866,70
Jun 26 2014;23197,83
Jun 27 2014;23221,52
Jun 30 2014;23190,72
Jul 02 2014;23549,62
Jul 03 2014;23531,44
Jul 04 2014;23546,36
Jul 07 2014;23540,92
Jul 08 2014;23541,38
Jul 09 2014;23176,07
Jul 10 2014;23238,99
Jul 11 2014;23233,45
Jul 14 2014;23346,67
Jul 15 2014;23459,96
Jul 16 2014;23523,28
Jul 17 2014;23520,87
Jul 18 2014;23454,79
Jul 21 2014;23387,14
Jul 22 2014;23782,11
Jul 23 2014;23971,87
Jul 24 2014;24141,50
Jul 25 2014;24216,01
Jul 28 2014;24428,63
Jul 29 2014;24640,53
Jul 30 2014;24732,21
Jul 31 2014;24756,85
Aug 01 2014;24532,43
Aug 04 2014;24600,08
Aug 05 2014;24648,26
Aug 06 2014;24584,13
Aug 07 2014;24387,56
Aug 08 2014;24331,41
Aug 11 2014;24646,02
Aug 12 2014;24689,41
Aug 13 2014;24890,34
Aug 14 2014;24801,36
Aug 15 2014;24954,94
Aug 18 2014;24955,46
Aug 19 2014;25122,95
Aug 20 2014;25159,76
Aug 21 2014;24994,10
Aug 22 2014;25112,23
Aug 25 2014;25166,91
Aug 26 2014;25074,50
Aug 27 2014;24918,75
Aug 28 2014;24741,00
Aug 29 2014;24742,06
Sep 01 2014;24752,09
Sep 02 2014;24749,02
Sep 03 2014;25317,95
Sep 04 2014;25297,92
Sep 05 2014;25240,15
Sep 08 2014;25190,45
Sep 10 2014;24705,36
Sep 11 2014;24662,64
Sep 12 2014;24595,32
Sep 15 2014;24356,99
Sep 16 2014;24136,01
Sep 17 2014;24376,41
Sep 18 2014;24168,72
Sep 19 2014;24306,16
Sep 22 2014;23955,49
Sep 23 2014;23837,07
Sep 24 2014;23921,61
Sep 25 2014;23768,13
Sep 26 2014;23678,41
Sep 29 2014;23229,21
Sep 30 2014;22932,98
Oct 03 2014;23064,56
Oct 06 2014;23315,04
Oct 07 2014;23422,52
Oct 08 2014;23263,33
Oct 09 2014;23534,53
Oct 10 2014;23088,54
Oct 13 2014;23143,38
Oct 14 2014;23047,97
Oct 15 2014;23140,05
Oct 16 2014;22900,94
Oct 17 2014;23023,21
Oct 20 2014;23070,26
Oct 21 2014;23088,58
Oct 22 2014;23403,97
Oct 23 2014;23333,18
Oct 24 2014;23302,20
Oct 27 2014;23143,23
Oct 28 2014;23520,36
Oct 29 2014;23819,87
Oct 30 2014;23702,04
Oct 31 2014;23998,06
Nov 03 2014;23915,97
Nov 04 2014;23845,66
Nov 05 2014;23695,62
Nov 06 2014;23649,31
Nov 07 2014;23550,24
Nov 10 2014;23744,70
Nov 11 2014;23808,28
Nov 12 2014;23938,18
Nov 13 2014;24019,94
Nov 14 2014;24087,38
Nov 17 2014;23797,08
Nov 18 2014;23529,17
Nov 19 2014;23373,31
Nov 20 2014;23349,64
Nov 21 2014;23437,12
Nov 24 2014;23893,14
Nov 25 2014;23843,91
Nov 26 2014;24111,98
Nov 27 2014;24004,28
Nov 28 2014;23987,45
Dec 01 2014;23367,45
Dec 02 2014;23654,30
Dec 03 2014;23428,62
Dec 04 2014;23832,56
Dec 05 2014;24002,64
Dec 08 2014;24047,67
Dec 09 2014;23485,83
Dec 10 2014;23524,52
Dec 11 2014;23312,54
Dec 12 2014;23249,20
Dec 15 2014;23027,85
Dec 16 2014;22670,50
Dec 17 2014;22585,84
Dec 18 2014;22832,21
Dec 19 2014;23116,63
Dec 22 2014;23408,57
Dec 23 2014;23333,69
Dec 24 2014;23349,34
Dec 29 2014;23773,18
Dec 30 2014;23501,10
Dec 31 2014;23605,04
Jan 02 2015;23857,82
Jan 05 2015;23721,32
Jan 06 2015;23485,41
Jan 07 2015;23681,26
Jan 08 2015;23835,53
Jan 09 2015;23919,95
Jan 12 2015;24026,46
Jan 13 2015;24215,97
Jan 14 2015;24112,60
Jan 15 2015;24350,91
Jan 16 2015;24103,52
Jan 19 2015;23738,49
Jan 20 2015;23951,16
Jan 21 2015;24352,58
Jan 22 2015;24522,63
Jan 23 2015;24850,45
Jan 26 2015;24909,90
Jan 27 2015;24807,28
Jan 28 2015;24861,81
Jan 29 2015;24595,85
Jan 30 2015;24507,05
Feb 02 2015;24484,74
Feb 03 2015;24554,78
Feb 04 2015;24679,76
Feb 05 2015;24765,49
Feb 06 2015;24679,39
Feb 09 2015;24521,00
Feb 10 2015;24528,10
Feb 11 2015;24315,02
Feb 12 2015;24422,15
Feb 13 2015;24682,54
Feb 16 2015;24726,53
Feb 17 2015;24784,88
Feb 18 2015;24832,08
Feb 23 2015;24836,76
Feb 24 2015;24750,07
Feb 25 2015;24778,28
Feb 26 2015;24902,06
Feb 27 2015;24823,29
Mar 02 2015;24887,44
Mar 03 2015;24702,78
Mar 04 2015;24465,38
Mar 05 2015;24193,04
Mar 06 2015;24164,00
Mar 09 2015;24123,05
Mar 10 2015;23896,98
Mar 11 2015;23717,97
Mar 12 2015;23797,96
Mar 13 2015;23823,21
Mar 16 2015;23949,55
Mar 17 2015;23901,49
Mar 18 2015;24120,08
Mar 19 2015;24468,89
Mar 20 2015;24375,24
Mar 23 2015;24494,51
Mar 24 2015;24399,60
Mar 25 2015;24528,23
Mar 26 2015;24497,08
Mar 27 2015;24486,20
Mar 30 2015;24855,12
Mar 31 2015;24900,89
Apr 01 2015;25082,75
Apr 02 2015;25275,64
Apr 08 2015;26236,86
Apr 09 2015;26944,39
Apr 10 2015;27272,39
Apr 13 2015;28016,34
Apr 14 2015;27561,49
Apr 15 2015;27618,82
Apr 16 2015;27739,71
Apr 17 2015;27653,12
Apr 20 2015;27094,93
Apr 21 2015;27850,49
Apr 22 2015;27933,85
Apr 23 2015;27827,70
Apr 24 2015;28060,98
Apr 27 2015;28433,59
Apr 28 2015;28442,75
Apr 29 2015;28400,34
Apr 30 2015;28133,00
May 04 2015;28123,82
May 05 2015;27755,54
May 06 2015;27640,91
May 07 2015;27289,97
May 08 2015;27577,34
May 11 2015;27718,20
May 12 2015;27407,18
May 13 2015;27249,28
May 14 2015;27286,55
May 15 2015;27822,28
May 18 2015;27591,25
May 19 2015;27693,54
May 20 2015;27585,05
May 21 2015;27523,72
May 22 2015;27992,83
May 26 2015;28249,86
May 27 2015;28081,21
May 28 2015;27454,31
May 29 2015;27424,19
Jun 01 2015;27597,16
Jun 02 2015;27466,72
Jun 03 2015;27657,47
Jun 04 2015;27551,89
Jun 05 2015;27260,16
Jun 08 2015;27316,28
Jun 09 2015;26989,52
Jun 10 2015;26687,64
Jun 11 2015;26907,85
Jun 12 2015;27280,54
Jun 15 2015;26861,81
Jun 16 2015;26566,70
Jun 17 2015;26753,79
Jun 18 2015;26694,66
Jun 19 2015;26760,53
Jun 22 2015;27080,85
Jun 23 2015;27333,46
Jun 24 2015;27404,97
Jun 25 2015;27145,75
Jun 26 2015;26663,87
Jun 29 2015;25966,98
Jun 30 2015;26250,03
Jul 02 2015;26282,32
Jul 03 2015;26064,11
Jul 06 2015;25236,28
Jul 07 2015;24975,31
Jul 08 2015;23516,56
Jul 09 2015;24392,79
Jul 10 2015;24901,28
Jul 13 2015;25224,01
Jul 14 2015;25120,91
Jul 15 2015;25055,76
Jul 16 2015;25162,78
Jul 17 2015;25415,27
Jul 20 2015;25404,81
Jul 21 2015;25536,43
Jul 22 2015;25282,62
Jul 23 2015;25398,85
Jul 24 2015;25128,51
Jul 27 2015;24351,96
Jul 28 2015;24503,94
Jul 29 2015;24619,45
Jul 30 2015;24497,98
Jul 31 2015;24636,28
Aug 03 2015;24411,42
Aug 04 2015;24406,12
Aug 05 2015;24514,16
Aug 06 2015;24375,28
Aug 07 2015;24552,47
Aug 10 2015;24521,12
Aug 11 2015;24498,21
Aug 12 2015;23916,02
Aug 13 2015;24018,80
Aug 14 2015;23991,03
Aug 17 2015;23814,65
Aug 18 2015;23474,97
Aug 19 2015;23167,85
Aug 20 2015;22757,47
Aug 21 2015;22409,62
Aug 24 2015;21251,57
Aug 25 2015;21404,96
Aug 26 2015;21080,39
Aug 27 2015;21838,54
Aug 28 2015;21612,39
Aug 31 2015;21670,58
Sep 01 2015;21185,43
Sep 02 2015;20934,94
Sep 04 2015;20840,61
Sep 07 2015;20583,52
Sep 08 2015;21259,04
Sep 09 2015;22131,31
Sep 10 2015;21562,50
Sep 11 2015;21504,37
Sep 14 2015;21561,90
Sep 15 2015;21455,23
Sep 16 2015;21966,66
Sep 17 2015;21854,63
Sep 18 2015;21920,83
Sep 21 2015;21756,93
Sep 22 2015;21796,58
Sep 23 2015;21302,91
Sep 24 2015;21095,98
Sep 25 2015;21186,32
Sep 29 2015;20556,60
Sep 30 2015;20846,30
Oct 02 2015;21506,09
Oct 05 2015;21854,50
Oct 06 2015;21831,62
Oct 07 2015;22515,76
Oct 08 2015;22354,91
Oct 09 2015;22458,80
Oct 12 2015;22730,93
Oct 13 2015;22600,46
Oct 14 2015;22439,91
Oct 15 2015;22888,17
Oct 16 2015;23067,37
Oct 19 2015;23075,61
Oct 20 2015;22989,22
Oct 22 2015;22845,37
Oct 23 2015;23151,94
Oct 26 2015;23116,25
Oct 27 2015;23142,73
Oct 28 2015;22956,57
Oct 29 2015;22819,94
Oct 30 2015;22640,04
Nov 02 2015;22370,04
Nov 03 2015;22568,43
Nov 04 2015;23053,57
Nov 05 2015;23051,04
Nov 06 2015;22867,33
Nov 09 2015;22726,77
Nov 10 2015;22401,70
Nov 11 2015;22352,17
Nov 12 2015;22888,92
Nov 13 2015;22396,14
Nov 16 2015;22010,82
Nov 17 2015;22264,25
Nov 18 2015;22188,26
Nov 19 2015;22500,22
Nov 20 2015;22754,72
Nov 23 2015;22665,90
Nov 24 2015;22587,63
Nov 25 2015;22498,00
Nov 26 2015;22488,94
Nov 27 2015;22068,32
Nov 30 2015;21996,42
Dec 01 2015;22381,35
Dec 02 2015;22479,69
Dec 03 2015;22417,01
Dec 04 2015;22235,89
Dec 07 2015;22203,22
Dec 08 2015;21905,13
Dec 09 2015;21803,76
Dec 10 2015;21704,61
Dec 11 2015;21464,05
Dec 14 2015;21309,85
Dec 15 2015;21274,37
Dec 16 2015;21701,21
Dec 17 2015;21872,06
Dec 18 2015;21755,56
Dec 21 2015;21791,68
Dec 22 2015;21830,02
Dec 23 2015;22040,59
Dec 24 2015;22138,13
Dec 28 2015;21919,62
Dec 29 2015;21999,62
Dec 30 2015;21882,15
Dec 31 2015;21914,40
Jan 04 2016;21327,12
Jan 05 2016;21188,72
Jan 06 2016;20980,81
Jan 07 2016;20333,34
Jan 08 2016;20453,71
Jan 11 2016;19888,50
Jan 12 2016;19711,76
Jan 13 2016;19934,88
Jan 14 2016;19817,41
Jan 15 2016;19520,77
Jan 18 2016;19237,45
Jan 19 2016;19635,81
Jan 20 2016;18886,30
Jan 21 2016;18542,15
Jan 22 2016;19080,51
Jan 25 2016;19340,14
Jan 26 2016;18860,80
Jan 27 2016;19052,45
Jan 28 2016;19195,83
Jan 29 2016;19683,11
Feb 01 2016;19595,50
Feb 02 2016;19446,84
Feb 03 2016;18991,59
Feb 04 2016;19183,09
Feb 05 2016;19288,17
Feb 11 2016;18545,80
Feb 12 2016;18319,58
Feb 15 2016;18918,14
Feb 16 2016;19122,08
Feb 17 2016;18924,57
Feb 18 2016;19363,08
Feb 19 2016;19285,50
Feb 22 2016;19464,09
Feb 23 2016;19414,78
Feb 24 2016;19192,45
Feb 25 2016;18888,75
Feb 26 2016;19364,15
Feb 29 2016;19111,93
Mar 01 2016;19407,46
Mar 02 2016;20003,49
Mar 03 2016;19941,76
Mar 04 2016;20176,70
Mar 07 2016;20159,72
Mar 08 2016;20011,58
Mar 09 2016;19996,26
Mar 10 2016;19984,42
Mar 11 2016;20199,60
Mar 14 2016;20435,34
Mar 15 2016;20288,77
Mar 16 2016;20257,70
Mar 17 2016;20503,81
Mar 18 2016;20671,63
Mar 21 2016;20684,15
Mar 22 2016;20666,75
Mar 23 2016;20615,23
Mar 24 2016;20345,61
Mar 29 2016;20366,30
Mar 30 2016;20803,39
Mar 31 2016;20776,70
Apr 01 2016;20498,92
Apr 05 2016;20177,00
Apr 06 2016;20206,67
Apr 07 2016;20266,05
Apr 08 2016;20370,40
Apr 11 2016;20440,81
Apr 12 2016;20504,44
Apr 13 2016;21158,71
Apr 14 2016;21337,81
Apr 15 2016;21316,47
Apr 18 2016;21161,50
Apr 19 2016;21436,21
Apr 20 2016;21236,31
Apr 21 2016;21622,25
Apr 22 2016;21467,04
Apr 25 2016;21304,44
Apr 26 2016;21407,27
Apr 27 2016;21361,60
Apr 28 2016;21388,03
Apr 29 2016;21067,05
May 03 2016;20676,94
May 04 2016;20525,83
May 05 2016;20449,82
May 06 2016;20109,87
May 09 2016;20156,81
May 10 2016;20242,68
May 11 2016;20055,29
May 12 2016;19915,46
May 13 2016;19719,29
May 16 2016;19883,95
May 17 2016;20118,80
May 18 2016;19826,41
May 19 2016;19694,33
May 20 2016;19852,20
May 23 2016;19809,03
May 24 2016;19830,43
May 25 2016;20368,05
May 26 2016;20397,11
May 27 2016;20576,77
May 30 2016;20629,39
May 31 2016;20815,09
Jun 01 2016;20760,98
Jun 02 2016;20859,22
Jun 03 2016;20947,24
Jun 06 2016;21030,22
Jun 07 2016;21328,24
Jun 08 2016;21297,88
Jun 10 2016;21042,64
Jun 13 2016;20512,99
Jun 14 2016;20387,53
Jun 15 2016;20467,52
Jun 16 2016;20038,42
Jun 17 2016;20169,98
Jun 20 2016;20510,20
Jun 21 2016;20668,44
Jun 22 2016;20795,12
Jun 23 2016;20868,34
Jun 24 2016;20259,13
Jun 27 2016;20227,30
Jun 28 2016;20172,46
Jun 29 2016;20436,12
Jun 30 2016;20794,37
Jul 04 2016;21059,20
Jul 05 2016;20750,72
Jul 06 2016;20495,29
Jul 07 2016;20706,92
Jul 08 2016;20564,17
Jul 11 2016;20880,50
Jul 12 2016;21224,74
Jul 13 2016;21322,37
Jul 14 2016;21561,06
Jul 15 2016;21659,25
Jul 18 2016;21803,18
Jul 19 2016;21673,20
Jul 20 2016;21882,48
Jul 21 2016;22000,49
Jul 22 2016;21964,27
Jul 25 2016;21993,44
Jul 26 2016;22129,73
Jul 27 2016;22218,99
Jul 28 2016;22174,34
Jul 29 2016;21891,37
Aug 01 2016;22129,14
Aug 03 2016;21739,12
Aug 04 2016;21832,23
Aug 05 2016;22146,09
Aug 08 2016;22494,76
Aug 09 2016;22465,61
Aug 10 2016;22492,43
Aug 11 2016;22580,55
Aug 12 2016;22766,91
Aug 15 2016;22932,51
Aug 16 2016;22910,84
Aug 17 2016;22799,78
Aug 18 2016;23023,16
Aug 19 2016;22937,22
Aug 22 2016;22997,91
Aug 23 2016;22998,93
Aug 24 2016;22820,78
Aug 25 2016;22814,95
Aug 26 2016;22909,54
Aug 29 2016;22821,34
Aug 30 2016;23016,11
Aug 31 2016;22976,88
Sep 01 2016;23162,34
Sep 02 2016;23266,70
Sep 05 2016;23649,55
Sep 06 2016;23787,68
Sep 07 2016;23741,81
Sep 08 2016;23919,34
Sep 09 2016;24099,70
Sep 12 2016;23290,60
Sep 13 2016;23215,76
Sep 14 2016;23190,64
Sep 15 2016;23335,59
Sep 19 2016;23550,45
Sep 20 2016;23530,86
Sep 21 2016;23669,90
Sep 22 2016;23759,80
Sep 23 2016;23686,48
Sep 26 2016;23317,92
Sep 27 2016;23571,90
Sep 28 2016;23619,65
Sep 29 2016;23739,47
Sep 30 2016;23297,15
Oct 03 2016;23584,43
Oct 04 2016;23689,44
Oct 05 2016;23788,31
Oct 06 2016;23952,50
Oct 07 2016;23851,82
Oct 11 2016;23549,52
Oct 12 2016;23407,05
Oct 13 2016;23031,30
Oct 14 2016;23233,31
Oct 17 2016;23037,54
Oct 18 2016;23394,39
Oct 19 2016;23304,97
Oct 20 2016;23374,40
Oct 24 2016;23604,08
Oct 25 2016;23565,11
Oct 26 2016;23325,43
Oct 27 2016;23132,35
Oct 28 2016;22954,81
Oct 31 2016;22934,54
Nov 01 2016;23147,07
Nov 02 2016;22810,50
Nov 03 2016;22683,51
Nov 04 2016;22642,62
Nov 07 2016;22801,40
Nov 08 2016;22909,47
Nov 09 2016;22415,19
Nov 10 2016;22839,11
Nov 11 2016;22531,09
Nov 14 2016;22222,22
Nov 15 2016;22323,91
Nov 16 2016;22280,53
Nov 17 2016;22262,88
Nov 18 2016;22344,21
Nov 21 2016;22357,78
Nov 22 2016;22678,07
Nov 23 2016;22676,69
Nov 24 2016;22608,49
Nov 25 2016;22723,45
Nov 28 2016;22830,57
Nov 29 2016;22737,07
Nov 30 2016;22789,77
Dec 01 2016;22878,23
Dec 02 2016;22564,82
Dec 05 2016;22505,55
Dec 06 2016;22675,15
Dec 07 2016;22800,92
Dec 08 2016;22861,84
Dec 09 2016;22760,98
Dec 12 2016;22433,02
Dec 13 2016;22446,70
Dec 14 2016;22456,62
Dec 15 2016;22059,40
Dec 16 2016;22020,75
Dec 19 2016;21832,68
Dec 20 2016;21729,06
Dec 21 2016;21809,80
Dec 22 2016;21636,20
Dec 23 2016;21574,76
Dec 28 2016;21754,74
Dec 29 2016;21790,91
Dec 30 2016;22000,56
Jan 03 2017;22150,40
Jan 04 2017;22134,47
Jan 05 2017;22456,69
Jan 06 2017;22503,01
Jan 09 2017;22558,69
Jan 10 2017;22744,85
Jan 11 2017;22935,35
Jan 12 2017;22829,02
Jan 13 2017;22937,38
Jan 16 2017;22718,15
Jan 17 2017;22840,97
Jan 18 2017;23098,26
Jan 19 2017;23049,96
Jan 20 2017;22885,91
Jan 23 2017;22898,52
Jan 24 2017;22949,86
Jan 25 2017;23049,12
Jan 26 2017;23374,17
Jan 27 2017;23360,78
Feb 01 2017;23318,39
Feb 02 2017;23184,52
Feb 03 2017;23129,21
Feb 06 2017;23348,24
Feb 07 2017;23331,57
Feb 08 2017;23485,13
Feb 09 2017;23525,14
Feb 10 2017;23574,98
Feb 13 2017;23710,98
Feb 14 2017;23703,01
Feb 15 2017;23994,87
Feb 16 2017;24107,70
Feb 17 2017;24033,74
Feb 20 2017;24146,08
Feb 21 2017;23963,63
Feb 22 2017;24201,96
Feb 23 2017;24114,86
Feb 24 2017;23965,70
Feb 27 2017;23925,05
Feb 28 2017;23740,73
Mar 01 2017;23776,49
Mar 02 2017;23728,07
Mar 03 2017;23552,72
Mar 06 2017;23596,28
Mar 07 2017;23681,07
Mar 08 2017;23782,27
Mar 09 2017;23501,56
Mar 10 2017;23568,67
Mar 13 2017;23829,67
Mar 14 2017;23827,95
Mar 15 2017;23792,85
Mar 16 2017;24288,28
Mar 17 2017;24309,93
Mar 20 2017;24501,99
Mar 21 2017;24593,12
Mar 22 2017;24320,41
Mar 23 2017;24327,70
Mar 24 2017;24358,27
Mar 27 2017;24193,70
Mar 28 2017;24345,87
Mar 29 2017;24392,05
Mar 30 2017;24301,09
Mar 31 2017;24111,59
Apr 03 2017;24261,48
Apr 05 2017;24400,80
Apr 06 2017;24273,72
Apr 07 2017;24267,30
Apr 10 2017;24262,18
Apr 11 2017;24088,46
Apr 12 2017;24313,50
Apr 13 2017;24261,66
Apr 18 2017;23924,54
Apr 19 2017;23825,88
Apr 20 2017;24056,98
Apr 21 2017;24042,02
Apr 24 2017;24139,48
Apr 25 2017;24455,94
Apr 26 2017;24578,43
Apr 27 2017;24698,48
Apr 28 2017;24615,13
May 02 2017;24696,13
May 04 2017;24683,88
May 05 2017;24476,35
May 08 2017;24577,91
May 09 2017;24889,03
May 10 2017;25015,42
May 11 2017;25125,55
May 12 2017;25156,34
May 15 2017;25371,59
May 16 2017;25335,94
May 17 2017;25293,63
May 18 2017;25136,52
May 19 2017;25174,87
May 22 2017;25391,34
May 23 2017;25403,15
May 24 2017;25428,50
May 25 2017;25630,78
May 26 2017;25639,27
May 29 2017;25701,63
May 31 2017;25660,65
Jun 01 2017;25809,22
Jun 02 2017;25924,05
Jun 05 2017;25862,99
Jun 06 2017;25997,14
Jun 07 2017;25974,16
Jun 08 2017;26063,06
Jun 09 2017;26030,29
Jun 12 2017;25708,04
Jun 13 2017;25852,10
Jun 14 2017;25875,90
Jun 15 2017;25565,34
Jun 16 2017;25626,49
Jun 19 2017;25924,55
Jun 20 2017;25843,04
Jun 21 2017;25694,58
Jun 22 2017;25674,53
Jun 23 2017;25670,05
Jun 26 2017;25871,89
Jun 27 2017;25839,99
Jun 28 2017;25683,50
Jun 29 2017;25965,42
Jun 30 2017;25764,58
Jul 03 2017;25784,17
Jul 04 2017;25389,01
Jul 05 2017;25521,97
Jul 06 2017;25465,22
Jul 07 2017;25340,85
Jul 10 2017;25500,06
Jul 11 2017;25877,64
Jul 12 2017;26043,64
Jul 13 2017;26346,17
Jul 14 2017;26389,23
Jul 17 2017;26470,58
Jul 18 2017;26524,94
Jul 19 2017;26672,16
Jul 20 2017;26740,21
Jul 21 2017;26706,09
Jul 24 2017;26846,83
Jul 25 2017;26852,05
Jul 26 2017;26941,02
Jul 27 2017;27131,17
Jul 28 2017;26979,39
Jul 31 2017;27323,99
Aug 01 2017;27540,23
Aug 02 2017;27607,38
Aug 03 2017;27531,01
Aug 04 2017;27562,68
Aug 07 2017;27690,36
Aug 08 2017;27854,91
Aug 09 2017;27757,09
Aug 10 2017;27444,00
Aug 11 2017;26883,51
Aug 14 2017;27250,23
Aug 15 2017;27174,96
Aug 16 2017;27409,07
Aug 17 2017;27344,22
Aug 18 2017;27047,57
Aug 21 2017;27154,68
Aug 22 2017;27401,67
Aug 23 2017;27506,00
Aug 24 2017;27518,60
Aug 25 2017;27848,16
Aug 28 2017;27863,29
Aug 29 2017;27765,01
Aug 30 2017;28094,61
Aug 31 2017;27970,30
Sep 01 2017;27953,16
Sep 04 2017;27740,26
Sep 05 2017;27741,35
Sep 06 2017;27613,76
Sep 07 2017;27522,92
Sep 08 2017;27668,47
Sep 11 2017;27955,13
Sep 12 2017;27972,24
Sep 13 2017;27894,08
Sep 14 2017;27777,20
Sep 15 2017;27807,59
Sep 18 2017;28159,77
Sep 19 2017;28051,41
Sep 20 2017;28127,80
Sep 21 2017;28110,33
Sep 22 2017;27880,53
Sep 25 2017;27500,34
Sep 26 2017;27513,01
Sep 27 2017;27642,43
Sep 28 2017;27421,60
Sep 29 2017;27554,30
Oct 03 2017;28173,21
Oct 04 2017;28379,18
Oct 06 2017;28458,04
Oct 09 2017;28326,59
Oct 10 2017;28490,83
Oct 11 2017;28389,57
Oct 12 2017;28459,03
Oct 13 2017;28476,43
Oct 16 2017;28692,80
Oct 17 2017;28697,49
Oct 18 2017;28711,76
Oct 19 2017;28159,09
Oct 20 2017;28487,24
Oct 23 2017;28305,88
Oct 24 2017;28154,97
Oct 25 2017;28302,89
Oct 26 2017;28202,38
Oct 27 2017;28438,85
Oct 30 2017;28336,19
Oct 31 2017;28245,54
Nov 01 2017;28594,06
Nov 02 2017;28518,64
Nov 03 2017;28603,61
Nov 06 2017;28596,80
Nov 07 2017;28994,34
Nov 08 2017;28907,60
Nov 09 2017;29136,57
Nov 10 2017;29120,92
Nov 13 2017;29182,18
Nov 14 2017;29152,12
Nov 15 2017;28851,69
Nov 16 2017;29018,76
Nov 17 2017;29199,04
Nov 20 2017;29260,31
Nov 21 2017;29818,07
Nov 22 2017;30003,49
Nov 23 2017;29707,94
Nov 24 2017;29866,32
Nov 27 2017;29686,19
Nov 28 2017;29680,85
Nov 29 2017;29623,83
Nov 30 2017;29177,35
Dec 01 2017;29074,24
Dec 04 2017;29138,28
Dec 05 2017;28842,80
Dec 06 2017;28224,80
Dec 07 2017;28303,19
Dec 08 2017;28639,85
Dec 11 2017;28965,29
Dec 12 2017;28793,88
Dec 13 2017;29222,10
Dec 14 2017;29166,38
Dec 15 2017;28848,11
Dec 18 2017;29050,41
Dec 19 2017;29253,66
Dec 20 2017;29234,09
Dec 21 2017;29367,06
Dec 22 2017;29578,01
Dec 27 2017;29597,66
Dec 28 2017;29863,71
Dec 29 2017;29919,15
Jan 02 2018;30515,31
Jan 03 2018;30560,95
Jan 04 2018;30736,48
Jan 05 2018;30814,64
Jan 08 2018;30899,53
Jan 09 2018;31011,41
Jan 10 2018;31073,72
Jan 11 2018;31120,39
Jan 12 2018;31412,54
Jan 15 2018;31338,87
Jan 16 2018;31904,75
Jan 17 2018;31983,41
Jan 18 2018;32121,94
Jan 19 2018;32254,89
Jan 22 2018;32393,41
Jan 23 2018;32930,70
Jan 24 2018;32958,69
Jan 25 2018;32654,45
Jan 26 2018;33154,12
Jan 29 2018;32966,89
Jan 30 2018;32607,29
Jan 31 2018;32887,27
Feb 01 2018;32642,09
Feb 02 2018;32601,78
Feb 05 2018;32245,22
Feb 06 2018;30595,42
Feb 07 2018;30323,20
Feb 08 2018;30451,27
Feb 09 2018;29507,42
Feb 12 2018;29459,63
Feb 13 2018;29839,53
Feb 14 2018;30515,60
Feb 15 2018;31115,43
Feb 20 2018;30873,63
Feb 21 2018;31431,89
Feb 22 2018;30965,68
Feb 23 2018;31267,17
Feb 26 2018;31498,60
Feb 27 2018;31268,66
Feb 28 2018;30844,72
Mar 01 2018;31044,25
Mar 02 2018;30583,45
Mar 05 2018;29886,39
Mar 06 2018;30510,73
Mar 07 2018;30196,92
Mar 08 2018;30654,52
Mar 09 2018;30996,21
Mar 12 2018;31594,33
Mar 13 2018;31601,45
Mar 14 2018;31435,01
Mar 15 2018;31541,10
Mar 16 2018;31501,97
Mar 19 2018;31513,76
Mar 20 2018;31549,93
Mar 21 2018;31414,52
Mar 22 2018;31071,05
Mar 23 2018;30309,29
Mar 26 2018;30548,77
Mar 27 2018;30790,83
Mar 28 2018;30022,53
Mar 29 2018;30093,38
Apr 03 2018;30180,10
Apr 04 2018;29518,69
Apr 06 2018;29844,94
Apr 09 2018;30229,58
Apr 10 2018;30728,74
Apr 11 2018;30897,71
