Date;Nikkei 225
Apr 20 2012;9561,36
Apr 19 2012;9588,38
Apr 18 2012;9667,26
Apr 17 2012;9464,71
Apr 16 2012;9470,64
Apr 13 2012;9637,99
Apr 12 2012;9524,79
Apr 11 2012;9458,74
Apr 10 2012;9538,02
Apr 09 2012;9546,26
Apr 06 2012;9688,45
Apr 05 2012;9767,61
Apr 04 2012;9819,99
Apr 03 2012;10050,39
Apr 02 2012;10109,87
Mar 30 2012;10083,56
Mar 29 2012;10114,79
Mar 28 2012;10182,57
Mar 27 2012;10255,15
Mar 26 2012;10018,24
Mar 23 2012;10011,47
Mar 22 2012;10127,08
Mar 21 2012;10086,49
Mar 19 2012;10141,99
Mar 16 2012;10129,83
Mar 15 2012;10123,28
Mar 14 2012;10050,52
Mar 13 2012;9899,08
Mar 12 2012;9889,86
Mar 09 2012;9929,74
Mar 08 2012;9768,96
Mar 07 2012;9576,06
Mar 06 2012;9637,63
Mar 05 2012;9698,59
Mar 02 2012;9777,03
Mar 01 2012;9707,37
Feb 29 2012;9723,24
Feb 28 2012;9722,52
Feb 27 2012;9633,93
Feb 24 2012;9647,38
Feb 23 2012;9595,57
Feb 22 2012;9554
Feb 21 2012;9463,02
Feb 20 2012;9485,09
Feb 17 2012;9384,17
Feb 16 2012;9238,1
Feb 15 2012;9260,34
Feb 14 2012;9052,07
Feb 13 2012;8999,18
Feb 10 2012;8947,17
Feb 09 2012;9002,24
Feb 08 2012;9015,59
Feb 07 2012;8917,52
Feb 06 2012;8929,2
Feb 03 2012;8831,93
Feb 02 2012;8876,82
Feb 01 2012;8809,79
Jan 31 2012;8802,51
Jan 30 2012;8793,05
Jan 27 2012;8841,22
Jan 26 2012;8849,47
Jan 25 2012;8883,69
Jan 24 2012;8785,33
Jan 23 2012;8765,9
Jan 20 2012;8766,36
Jan 19 2012;8639,68
Jan 18 2012;8550,58
Jan 17 2012;8466,4
Jan 16 2012;8378,36
Jan 13 2012;8500,02
Jan 12 2012;8385,59
Jan 11 2012;8447,88
Jan 10 2012;8422,26
Jan 06 2012;8390,35
Jan 05 2012;8488,71
Jan 04 2012;8560,11
Dec 30 2011;8455,35
Dec 29 2011;8398,89
Dec 28 2011;8423,62
Dec 27 2011;8440,56
Dec 26 2011;8479,34
Dec 22 2011;8395,16
Dec 21 2011;8459,98
Dec 20 2011;8336,48
Dec 19 2011;8296,12
Dec 16 2011;8401,72
Dec 15 2011;8377,37
Dec 14 2011;8519,13
Dec 13 2011;8552,81
Dec 12 2011;8653,82
Dec 09 2011;8536,46
Dec 08 2011;8664,58
Dec 07 2011;8722,17
Dec 06 2011;8575,16
Dec 05 2011;8695,98
Dec 02 2011;8643,75
Dec 01 2011;8597,38
Nov 30 2011;8434,61
Nov 29 2011;8477,82
Nov 28 2011;8287,49
Nov 25 2011;8160,01
Nov 24 2011;8165,18
Nov 22 2011;8314,74
Nov 21 2011;8348,27
Nov 18 2011;8374,91
Nov 17 2011;8479,63
Nov 16 2011;8463,16
Nov 15 2011;8541,93
Nov 14 2011;8603,7
Nov 11 2011;8514,47
Nov 10 2011;8500,8
Nov 09 2011;8755,44
Nov 08 2011;8655,51
Nov 07 2011;8767,09
Nov 04 2011;8801,4
Nov 02 2011;8640,42
Nov 01 2011;8835,52
Oct 31 2011;8988,39
Oct 28 2011;9050,47
Oct 27 2011;8926,54
Oct 26 2011;8748,47
Oct 25 2011;8762,31
Oct 24 2011;8843,98
Oct 21 2011;8678,89
Oct 20 2011;8682,15
Oct 19 2011;8772,54
Oct 18 2011;8741,91
Oct 17 2011;8879,6
Oct 14 2011;8747,96
Oct 13 2011;8823,25
Oct 12 2011;8738,9
Oct 11 2011;8773,68
Oct 07 2011;8605,62
Oct 06 2011;8522,02
Oct 05 2011;8382,98
Oct 04 2011;8456,12
Oct 03 2011;8545,48
Sep 30 2011;8700,29
Sep 29 2011;8701,23
Sep 28 2011;8615,65
Sep 27 2011;8609,95
Sep 26 2011;8374,13
Sep 22 2011;8560,26
Sep 21 2011;8741,16
Sep 20 2011;8721,24
Sep 16 2011;8864,16
Sep 15 2011;8668,86
Sep 14 2011;8518,57
Sep 13 2011;8616,55
Sep 12 2011;8535,67
Sep 09 2011;8737,66
Sep 08 2011;8793,12
Sep 07 2011;8763,41
Sep 06 2011;8590,57
Sep 05 2011;8784,46
Sep 02 2011;8950,74
Sep 01 2011;9060,8
Aug 31 2011;8955,2
Aug 30 2011;8953,9
Aug 29 2011;8851,35
Aug 26 2011;8797,78
Aug 25 2011;8772,36
Aug 24 2011;8639,61
Aug 23 2011;8733,01
Aug 22 2011;8628,13
Aug 19 2011;8719,24
Aug 18 2011;8943,76
Aug 17 2011;9057,26
Aug 16 2011;9107,43
Aug 15 2011;9086,41
Aug 12 2011;8963,72
Aug 11 2011;8981,94
Aug 10 2011;9038,74
Aug 09 2011;8944,48
Aug 08 2011;9097,56
Aug 05 2011;9299,88
Aug 04 2011;9659,18
Aug 03 2011;9637,14
Aug 02 2011;9844,59
Aug 01 2011;9965,01
Jul 29 2011;9833,03
Jul 28 2011;9901,35
Jul 27 2011;10047,19
Jul 26 2011;10097,72
Jul 25 2011;10050,01
Jul 22 2011;10132,11
Jul 21 2011;10010,39
Jul 20 2011;10005,9
Jul 19 2011;9889,72
Jul 15 2011;9974,47
Jul 14 2011;9936,12
Jul 13 2011;9963,14
Jul 12 2011;9925,92
Jul 11 2011;10069,53
Jul 08 2011;10137,73
Jul 07 2011;10071,14
Jul 06 2011;10082,48
Jul 05 2011;9972,46
Jul 04 2011;9965,09
Jul 01 2011;9868,07
Jun 30 2011;9816,09
Jun 29 2011;9797,26
Jun 28 2011;9648,98
Jun 27 2011;9578,31
Jun 24 2011;9678,71
Jun 23 2011;9596,74
Jun 22 2011;9629,43
Jun 21 2011;9459,66
Jun 20 2011;9354,32
Jun 17 2011;9351,4
Jun 16 2011;9411,28
Jun 15 2011;9574,32
Jun 14 2011;9547,79
Jun 13 2011;9448,21
Jun 10 2011;9514,44
Jun 09 2011;9467,15
Jun 08 2011;9449,46
Jun 07 2011;9442,95
Jun 06 2011;9380,35
Jun 03 2011;9492,21
Jun 02 2011;9555,04
Jun 01 2011;9719,61
May 31 2011;9693,73
May 30 2011;9504,97
May 27 2011;9521,94
May 26 2011;9562,05
May 25 2011;9422,88
May 24 2011;9477,17
May 23 2011;9460,63
May 20 2011;9607,08
May 19 2011;9620,82
May 18 2011;9662,08
May 17 2011;9567,02
May 16 2011;9558,3
May 13 2011;9648,77
May 12 2011;9716,65
May 11 2011;9864,26
May 10 2011;9818,76
May 09 2011;9794,38
May 06 2011;9859,2
May 02 2011;10004,2
Apr 28 2011;9849,74
Apr 27 2011;9691,84
Apr 26 2011;9558,69
Apr 25 2011;9671,96
Apr 22 2011;9682,21
Apr 21 2011;9685,77
Apr 20 2011;9606,82
Apr 19 2011;9441,03
Apr 18 2011;9556,65
Apr 15 2011;9591,52
Apr 14 2011;9653,92
Apr 13 2011;9641,18
Apr 12 2011;9555,26
Apr 11 2011;9719,7
Apr 08 2011;9768,08
Apr 07 2011;9590,93
Apr 06 2011;9584,37
Apr 05 2011;9615,55
Apr 04 2011;9718,89
Apr 01 2011;9708,39
Mar 31 2011;9755,1
Mar 30 2011;9708,79
Mar 29 2011;9459,08
Mar 28 2011;9478,53
Mar 25 2011;9536,13
Mar 24 2011;9435,01
Mar 23 2011;9449,47
Mar 22 2011;9608,32
Mar 18 2011;9206,75
Mar 17 2011;8962,67
Mar 16 2011;9093,72
Mar 15 2011;8655
Mar 14 2011;9620,49
Mar 11 2011;10254,43
Mar 10 2011;10434,38
Mar 09 2011;10589,5
Mar 08 2011;10525,19
Mar 07 2011;10505,02
Mar 04 2011;10693,66
Mar 03 2011;10586,02
Mar 02 2011;10492,38
Mar 01 2011;10754,03
Feb 28 2011;10624,09
Feb 25 2011;10526,76
Feb 24 2011;10452,71
Feb 23 2011;10579,1
Feb 22 2011;10664,7
Feb 21 2011;10857,53
Feb 18 2011;10842,8
Feb 17 2011;10836,64
Feb 16 2011;10808,29
Feb 15 2011;10746,67
Feb 14 2011;10725,54
Feb 10 2011;10605,65
Feb 09 2011;10617,83
Feb 08 2011;10635,98
Feb 07 2011;10592,04
Feb 04 2011;10543,52
Feb 03 2011;10431,36
Feb 02 2011;10457,36
Feb 01 2011;10274,5
Jan 31 2011;10237,92
Jan 28 2011;10360,34
Jan 27 2011;10478,66
Jan 26 2011;10401,9
Jan 25 2011;10464,42
Jan 24 2011;10345,11
Jan 21 2011;10274,52
Jan 20 2011;10437,31
Jan 19 2011;10557,1
Jan 18 2011;10518,98
Jan 17 2011;10502,86
Jan 14 2011;10499,04
Jan 13 2011;10589,76
Jan 12 2011;10512,8
Jan 11 2011;10510,68
Jan 07 2011;10541,04
Jan 06 2011;10529,76
Jan 05 2011;10380,77
Jan 04 2011;10398,1
Dec 30 2010;10228,92
Dec 29 2010;10344,54
Dec 28 2010;10292,63
Dec 27 2010;10355,99
Dec 24 2010;10279,19
Dec 22 2010;10346,48
Dec 21 2010;10370,53
Dec 20 2010;10216,41
Dec 17 2010;10303,83
Dec 16 2010;10311,29
Dec 15 2010;10309,78
Dec 14 2010;10316,77
Dec 13 2010;10293,89
Dec 10 2010;10211,95
Dec 09 2010;10285,88
Dec 08 2010;10232,33
Dec 07 2010;10141,1
Dec 06 2010;10167,23
Dec 03 2010;10178,32
Dec 02 2010;10168,52
Dec 01 2010;9988,05
Nov 30 2010;9937,04
Nov 29 2010;10125,99
Nov 26 2010;10039,56
Nov 25 2010;10079,76
Nov 24 2010;10030,11
Nov 22 2010;10115,19
Nov 19 2010;10022,39
Nov 18 2010;10013,63
Nov 17 2010;9811,66
Nov 16 2010;9797,1
Nov 15 2010;9827,51
Nov 12 2010;9724,81
Nov 11 2010;9861,46
Nov 10 2010;9830,52
Nov 09 2010;9694,49
Nov 08 2010;9732,92
Nov 05 2010;9625,99
Nov 04 2010;9358,78
Nov 02 2010;9159,98
Nov 01 2010;9154,72
Oct 29 2010;9202,45
Oct 28 2010;9366,03
Oct 27 2010;9387,03
Oct 26 2010;9377,38
Oct 25 2010;9401,16
Oct 22 2010;9426,71
Oct 21 2010;9376,48
Oct 20 2010;9381,6
Oct 19 2010;9539,45
Oct 18 2010;9498,49
Oct 15 2010;9500,25
Oct 14 2010;9583,51
Oct 13 2010;9403,51
Oct 12 2010;9388,64
Oct 08 2010;9588,88
Oct 07 2010;9684,81
Oct 06 2010;9691,43
Oct 05 2010;9518,76
Oct 04 2010;9381,06
Oct 01 2010;9404,23
Sep 30 2010;9369,35
Sep 29 2010;9559,38
Sep 28 2010;9495,76
Sep 27 2010;9603,14
Sep 24 2010;9471,67
Sep 22 2010;9566,32
Sep 21 2010;9602,11
Sep 17 2010;9626,09
Sep 16 2010;9509,5
Sep 15 2010;9516,56
Sep 14 2010;9299,31
Sep 13 2010;9321,82
Sep 10 2010;9239,17
Sep 09 2010;9098,39
Sep 08 2010;9024,6
Sep 07 2010;9226
Sep 06 2010;9301,32
Sep 03 2010;9114,13
Sep 02 2010;9062,84
Sep 01 2010;8927,02
Aug 31 2010;8824,06
Aug 30 2010;9149,26
Aug 27 2010;8991,06
Aug 26 2010;8906,48
Aug 25 2010;8845,39
Aug 24 2010;8995,14
Aug 23 2010;9116,69
Aug 20 2010;9179,38
Aug 19 2010;9362,68
Aug 18 2010;9240,54
Aug 17 2010;9161,68
Aug 16 2010;9196,67
Aug 13 2010;9253,46
Aug 12 2010;9212,59
Aug 11 2010;9292,85
Aug 10 2010;9551,05
Aug 09 2010;9572,49
Aug 06 2010;9642,12
Aug 05 2010;9653,92
Aug 04 2010;9489,34
Aug 03 2010;9694,01
Aug 02 2010;9570,31
Jul 30 2010;9537,3
Jul 27 2010;9496,85
Jul 26 2010;9503,66
Jul 23 2010;9430,96
Jul 22 2010;9220,88
Jul 21 2010;9278,83
Jul 20 2010;9300,46
Jul 16 2010;9408,36
Jul 15 2010;9685,53
Jul 14 2010;9795,24
Jul 13 2010;9537,23
Jul 12 2010;9548,11
Jul 09 2010;9585,32
Jul 08 2010;9535,74
Jul 07 2010;9279,65
Jul 06 2010;9338,04
Jul 05 2010;9266,78
Jul 02 2010;9203,71
Jul 01 2010;9191,6
Jun 30 2010;9382,64
Jun 29 2010;9570,67
Jun 28 2010;9693,94
Jun 25 2010;9737,48
Jun 24 2010;9928,34
Jun 23 2010;9923,7
Jun 22 2010;10112,89
Jun 21 2010;10238,01
Jun 18 2010;9995,02
Jun 17 2010;9999,4
Jun 16 2010;10067,15
Jun 15 2010;9887,89
Jun 14 2010;9879,85
Jun 11 2010;9705,25
Jun 10 2010;9542,65
Jun 09 2010;9439,13
Jun 08 2010;9537,94
Jun 07 2010;9520,8
Jun 04 2010;9901,19
Jun 03 2010;9914,19
Jun 02 2010;9603,24
Jun 01 2010;9711,83
May 31 2010;9768,7
May 28 2010;9762,98
May 27 2010;9639,72
May 26 2010;9522,66
May 25 2010;9459,89
May 24 2010;9758,4
May 21 2010;9784,54
May 20 2010;10030,31
May 19 2010;10186,84
May 18 2010;10242,64
May 17 2010;10235,76
May 14 2010;10462,51
May 13 2010;10620,55
May 12 2010;10394,03
May 11 2010;10411,1
May 10 2010;10530,7
May 07 2010;10364,59
May 06 2010;10695,69
Apr 30 2010;11057,4
Apr 28 2010;10924,79
Apr 27 2010;11212,66
Apr 26 2010;11165,79
Apr 23 2010;10914,46
Apr 22 2010;10949,09
Apr 21 2010;11090,05
Apr 20 2010;10900,68
Apr 19 2010;10908,77
Apr 16 2010;11102,18
Apr 15 2010;11273,79
Apr 14 2010;11204,9
Apr 13 2010;11161,23
Apr 12 2010;11251,9
Apr 09 2010;11204,34
Apr 08 2010;11168,2
Apr 07 2010;11292,83
Apr 06 2010;11282,32
Apr 05 2010;11339,3
Apr 02 2010;11286,09
Apr 01 2010;11244,4
Mar 31 2010;11089,94
Mar 30 2010;11097,14
Mar 29 2010;10986,47
Mar 26 2010;10996,37
Mar 25 2010;10828,85
Mar 24 2010;10815,03
Mar 23 2010;10774,15
Mar 19 2010;10824,72
Mar 18 2010;10744,03
Mar 17 2010;10846,98
Mar 16 2010;10721,71
Mar 15 2010;10751,98
Mar 12 2010;10751,26
Mar 11 2010;10664,95
Mar 10 2010;10563,92
Mar 09 2010;10567,65
Mar 08 2010;10585,92
Mar 05 2010;10368,96
Mar 04 2010;10145,72
Mar 03 2010;10253,14
Mar 02 2010;10221,84
Mar 01 2010;10172,06
Feb 26 2010;10126,03
Feb 25 2010;10101,96
Feb 24 2010;10198,83
Feb 23 2010;10352,1
Feb 22 2010;10400,47
Feb 19 2010;10123,58
Feb 18 2010;10335,69
Feb 17 2010;10306,83
Feb 16 2010;10034,25
Feb 15 2010;10013,3
Feb 12 2010;10092,19
Feb 10 2010;9963,99
Feb 09 2010;9932,9
Feb 08 2010;9951,82
Feb 05 2010;10057,09
Feb 04 2010;10355,98
Feb 03 2010;10404,33
Feb 02 2010;10371,09
Feb 01 2010;10205,02
Jan 29 2010;10198,04
Jan 28 2010;10414,29
Jan 27 2010;10252,08
Jan 26 2010;10325,28
Jan 25 2010;10512,69
Jan 22 2010;10590,55
Jan 21 2010;10868,41
Jan 20 2010;10737,52
Jan 19 2010;10764,9
Jan 18 2010;10855,08
Jan 15 2010;10982,1
Jan 14 2010;10907,68
Jan 13 2010;10735,03
Jan 12 2010;10879,14
Jan 08 2010;10798,32
Jan 07 2010;10681,66
Jan 06 2010;10731,45
Jan 05 2010;10681,83
Jan 04 2010;10654,79
Dec 30 2009;10546,44
Dec 29 2009;10638,06
Dec 28 2009;10634,23
Dec 25 2009;10494,71
Dec 24 2009;10536,92
Dec 22 2009;10378,03
Dec 21 2009;10183,47
Dec 18 2009;10142,05
Dec 17 2009;10163,8
Dec 16 2009;10177,41
Dec 15 2009;10083,48
Dec 14 2009;10105,68
Dec 11 2009;10107,87
Dec 10 2009;9862,82
Dec 09 2009;10004,72
Dec 08 2009;10140,47
Dec 07 2009;10167,6
Dec 04 2009;10022,59
Dec 03 2009;9977,67
Dec 02 2009;9608,94
Dec 01 2009;9572,2
Nov 30 2009;9345,55
Nov 27 2009;9081,52
Nov 26 2009;9383,24
Nov 25 2009;9441,64
Nov 24 2009;9401,58
Nov 20 2009;9497,68
Nov 19 2009;9549,47
Nov 18 2009;9676,8
Nov 17 2009;9729,93
Nov 16 2009;9791,18
Nov 13 2009;9770,31
Nov 12 2009;9804,49
Nov 11 2009;9871,68
Nov 10 2009;9870,73
Nov 09 2009;9808,99
Nov 06 2009;9789,35
Nov 05 2009;9717,44
Nov 04 2009;9844,31
Nov 02 2009;9802,95
Oct 30 2009;10034,74
Oct 29 2009;9891,1
Oct 28 2009;10075,05
Oct 27 2009;10212,46
Oct 26 2009;10362,62
Oct 23 2009;10282,99
Oct 22 2009;10267,17
Oct 21 2009;10333,39
Oct 20 2009;10336,84
Oct 19 2009;10236,51
Oct 16 2009;10257,56
Oct 15 2009;10238,65
Oct 14 2009;10060,21
Oct 13 2009;10076,56
Oct 09 2009;10016,39
Oct 08 2009;9832,47
Oct 07 2009;9799,6
Oct 06 2009;9691,8
Oct 05 2009;9674,49
Oct 02 2009;9731,87
Oct 01 2009;9978,64
Sep 30 2009;10133,23
Sep 29 2009;10100,2
Sep 28 2009;10009,52
Sep 25 2009;10265,98
Sep 24 2009;10544,22
Sep 18 2009;10370,54
Sep 17 2009;10443,8
Sep 16 2009;10270,77
Sep 15 2009;10217,62
Sep 14 2009;10202,06
Sep 11 2009;10444,33
Sep 10 2009;10513,67
Sep 09 2009;10312,14
Sep 08 2009;10393,23
Sep 07 2009;10320,94
Sep 04 2009;10187,11
Sep 03 2009;10214,64
Sep 02 2009;10280,46
Sep 01 2009;10530,06
Aug 31 2009;10492,53
Aug 28 2009;10534,14
Aug 27 2009;10473,97
Aug 26 2009;10639,71
Aug 25 2009;10497,36
Aug 24 2009;10581,05
Aug 21 2009;10238,2
Aug 20 2009;10383,41
Aug 19 2009;10204
Aug 18 2009;10284,96
Aug 17 2009;10268,61
Aug 14 2009;10597,33
Aug 13 2009;10517,19
Aug 12 2009;10435
Aug 11 2009;10585,46
Aug 10 2009;10524,26
Aug 07 2009;10412,09
Aug 06 2009;10388,09
Aug 05 2009;10252,53
Aug 04 2009;10375,01
Aug 03 2009;10352,47
Jul 31 2009;10356,83
Jul 30 2009;10165,21
Jul 29 2009;10113,24
Jul 28 2009;10087,26
Jul 27 2009;10088,66
Jul 24 2009;9944,55
Jul 23 2009;9792,94
Jul 22 2009;9723,16
Jul 21 2009;9652,02
Jul 17 2009;9395,32
Jul 16 2009;9344,16
Jul 15 2009;9269,25
Jul 14 2009;9261,81
Jul 13 2009;9050,33
Jul 10 2009;9287,28
Jul 09 2009;9291,06
Jul 08 2009;9420,75
Jul 07 2009;9647,79
Jul 06 2009;9680,87
Jul 03 2009;9816,07
Jul 02 2009;9876,15
Jul 01 2009;9939,93
Jun 30 2009;9958,44
Jun 29 2009;9783,47
Jun 26 2009;9877,39
Jun 25 2009;9796,08
Jun 24 2009;9590,32
Jun 23 2009;9549,61
Jun 22 2009;9826,27
Jun 19 2009;9786,26
Jun 18 2009;9703,72
Jun 17 2009;9840,85
Jun 16 2009;9752,88
Jun 15 2009;10039,67
Jun 12 2009;10135,82
Jun 11 2009;9981,33
Jun 10 2009;9991,49
Jun 09 2009;9786,82
Jun 08 2009;9865,63
Jun 05 2009;9768,01
Jun 04 2009;9668,96
Jun 03 2009;9741,67
Jun 02 2009;9704,31
Jun 01 2009;9677,75
May 29 2009;9522,5
May 28 2009;9451,39
May 27 2009;9438,77
May 26 2009;9310,81
May 25 2009;9347
May 22 2009;9225,81
May 21 2009;9264,15
May 20 2009;9344,64
May 19 2009;9290,29
May 18 2009;9038,69
May 15 2009;9265,02
May 14 2009;9093,73
May 13 2009;9340,49
May 12 2009;9298,61
May 11 2009;9451,98
May 08 2009;9432,83
May 07 2009;9385,7
May 01 2009;8977,37
Apr 30 2009;8828,26
Apr 28 2009;8493,77
Apr 27 2009;8726,34
Apr 24 2009;8707,99
Apr 23 2009;8847,01
Apr 22 2009;8727,3
Apr 21 2009;8711,33
Apr 20 2009;8924,75
Apr 17 2009;8907,58
Apr 16 2009;8755,26
Apr 15 2009;8742,96
Apr 14 2009;8842,68
Apr 13 2009;8924,43
Apr 10 2009;8964,11
Apr 09 2009;8916,06
Apr 08 2009;8595,01
Apr 07 2009;8832,85
Apr 06 2009;8857,93
Apr 03 2009;8749,84
Apr 02 2009;8719,78
Apr 01 2009;8351,91
Mar 31 2009;8109,53
Mar 30 2009;8236,08
Mar 27 2009;8626,97
Mar 26 2009;8636,33
Mar 25 2009;8479,99
Mar 24 2009;8488,3
Mar 23 2009;8215,53
Mar 19 2009;7945,96
Mar 18 2009;7972,17
Mar 17 2009;7949,13
Mar 16 2009;7704,15
Mar 13 2009;7569,28
Mar 12 2009;7198,25
Mar 11 2009;7376,12
Mar 10 2009;7054,98
Mar 09 2009;7086,03
Mar 06 2009;7173,1
Mar 05 2009;7433,49
Mar 04 2009;7290,96
Mar 03 2009;7229,72
Mar 02 2009;7280,15
Feb 27 2009;7568,42
Feb 26 2009;7457,93
Feb 25 2009;7461,22
Feb 24 2009;7268,56
Feb 23 2009;7376,16
Feb 20 2009;7416,38
Feb 19 2009;7557,65
Feb 18 2009;7534,44
Feb 17 2009;7645,51
Feb 16 2009;7750,17
Feb 13 2009;7779,4
Feb 12 2009;7705,36
Feb 10 2009;7945,94
Feb 09 2009;7969,03
Feb 06 2009;8076,62
Feb 05 2009;7949,65
Feb 04 2009;8038,94
Feb 03 2009;7825,51
Feb 02 2009;7873,98
Jan 30 2009;7994,05
Jan 29 2009;8251,24
Jan 28 2009;8106,29
Jan 27 2009;8061,07
Jan 26 2009;7682,14
Jan 23 2009;7745,25
Jan 22 2009;8051,74
Jan 21 2009;7901,64
Jan 20 2009;8065,79
Jan 19 2009;8256,85
Jan 16 2009;8230,15
Jan 15 2009;8023,31
Jan 14 2009;8438,45
Jan 13 2009;8413,91
Jan 09 2009;8836,8
Jan 08 2009;8876,42
Jan 07 2009;9239,24
Jan 06 2009;9080,84
Jan 05 2009;9043,12
Dec 30 2008;8859,56
Dec 29 2008;8747,17
Dec 26 2008;8739,52
Dec 25 2008;8599,5
Dec 24 2008;8517,1
Dec 22 2008;8723,78
Dec 19 2008;8588,52
Dec 18 2008;8667,23
Dec 17 2008;8612,52
Dec 16 2008;8568,02
Dec 15 2008;8664,66
Dec 12 2008;8235,87
Dec 11 2008;8720,55
Dec 10 2008;8660,24
Dec 09 2008;8395,87
Dec 08 2008;8329,05
Dec 05 2008;7917,51
Dec 04 2008;7924,24
Dec 03 2008;8004,1
Dec 02 2008;7863,69
Dec 01 2008;8397,22
Nov 28 2008;8512,27
Nov 27 2008;8373,39
Nov 26 2008;8213,22
Nov 25 2008;8323,93
Nov 21 2008;7910,79
Nov 20 2008;7703,04
Nov 19 2008;8273,22
Nov 18 2008;8328,41
Nov 17 2008;8522,58
Nov 14 2008;8462,39
Nov 13 2008;8238,64
Nov 12 2008;8695,51
Nov 11 2008;8809,3
Nov 10 2008;9081,43
Nov 07 2008;8583
Nov 06 2008;8899,14
Nov 05 2008;9521,24
Nov 04 2008;9114,6
Oct 31 2008;8576,98
Oct 30 2008;9029,76
Oct 29 2008;8211,9
Oct 28 2008;7621,92
Oct 27 2008;7162,9
Oct 24 2008;7649,08
Oct 23 2008;8460,98
Oct 22 2008;8674,69
Oct 21 2008;9306,25
Oct 20 2008;9005,59
Oct 17 2008;8693,82
Oct 16 2008;8458,45
Oct 15 2008;9547,47
Oct 14 2008;9447,57
Oct 10 2008;8276,43
Oct 09 2008;9157,49
Oct 08 2008;9203,32
Oct 07 2008;10155,9
Oct 06 2008;10473,09
Oct 03 2008;10938,14
Oct 02 2008;11154,76
Oct 01 2008;11368,26
Sep 30 2008;11259,86
Sep 29 2008;11743,61
Sep 26 2008;11893,16
Sep 25 2008;12006,53
Sep 24 2008;12115,03
Sep 22 2008;12090,59
Sep 19 2008;11920,86
Sep 18 2008;11489,3
Sep 17 2008;11749,79
Sep 16 2008;11609,72
Sep 12 2008;12214,76
Sep 11 2008;12102,5
Sep 10 2008;12346,63
Sep 09 2008;12400,65
Sep 08 2008;12624,46
Sep 05 2008;12212,23
Sep 04 2008;12557,66
Sep 03 2008;12689,59
Sep 02 2008;12609,47
Sep 01 2008;12834,18
Aug 29 2008;13072,87
Aug 28 2008;12768,25
Aug 27 2008;12752,96
Aug 26 2008;12778,71
Aug 25 2008;12878,66
Aug 22 2008;12666,04
Aug 21 2008;12752,21
Aug 20 2008;12851,69
Aug 19 2008;12865,05
Aug 18 2008;13165,45
Aug 15 2008;13019,41
Aug 14 2008;12956,8
Aug 13 2008;13023,05
Aug 12 2008;13303,6
Aug 11 2008;13430,91
Aug 08 2008;13168,41
Aug 07 2008;13124,99
Aug 06 2008;13254,89
Aug 05 2008;12914,66
Aug 04 2008;12933,18
Aug 01 2008;13094,59
Jul 31 2008;13376,81
Jul 30 2008;13367,79
Jul 29 2008;13159,45
Jul 28 2008;13353,78
Jul 25 2008;13334,76
Jul 24 2008;13603,31
Jul 23 2008;13312,93
Jul 22 2008;13184,96
Jul 18 2008;12803,7
Jul 17 2008;12887,95
Jul 16 2008;12760,8
Jul 15 2008;12754,56
Jul 14 2008;13010,16
Jul 11 2008;13039,69
Jul 10 2008;13067,21
Jul 09 2008;13052,13
Jul 08 2008;13033,1
Jul 07 2008;13360,04
Jul 04 2008;13237,89
Jul 03 2008;13265,4
Jul 02 2008;13286,37
Jul 01 2008;13463,2
Jun 30 2008;13481,38
Jun 27 2008;13544,36
Jun 26 2008;13822,32
Jun 25 2008;13829,92
Jun 24 2008;13849,56
Jun 23 2008;13857,47
Jun 20 2008;13942,08
Jun 19 2008;14130,17
Jun 18 2008;14452,82
Jun 17 2008;14348,37
Jun 16 2008;14354,37
Jun 13 2008;13973,73
Jun 12 2008;13888,6
Jun 11 2008;14183,48
Jun 10 2008;14021,17
Jun 09 2008;14181,38
Jun 06 2008;14489,44
Jun 05 2008;14341,12
Jun 04 2008;14435,57
Jun 03 2008;14209,17
Jun 02 2008;14440,14
May 30 2008;14338,54
May 29 2008;14124,47
May 28 2008;13709,44
May 27 2008;13893,31
May 26 2008;13690,19
May 23 2008;14012,2
May 22 2008;13978,46
May 21 2008;13926,3
May 20 2008;14160,09
May 19 2008;14269,61
May 16 2008;14219,48
May 15 2008;14251,74
May 14 2008;14118,55
May 13 2008;13953,73
May 12 2008;13743,36
May 09 2008;13655,34
May 08 2008;13943,26
May 07 2008;14102,48
May 02 2008;14049,26
May 01 2008;13766,86
Apr 30 2008;13849,99
Apr 28 2008;13894,37
Apr 25 2008;13863,47
Apr 24 2008;13540,87
Apr 23 2008;13579,16
Apr 22 2008;13547,82
Apr 21 2008;13696,55
Apr 18 2008;13476,45
Apr 17 2008;13398,3
Apr 16 2008;13146,13
Apr 15 2008;12990,58
Apr 14 2008;12917,51
Apr 11 2008;13323,73
Apr 10 2008;12945,3
Apr 09 2008;13111,89
Apr 08 2008;13250,43
Apr 07 2008;13450,23
Apr 04 2008;13293,22
Apr 03 2008;13389,9
Apr 02 2008;13189,36
Apr 01 2008;12656,42
Mar 31 2008;12525,54
Mar 28 2008;12820,47
Mar 27 2008;12604,58
Mar 26 2008;12706,63
Mar 25 2008;12745,22
Mar 24 2008;12480,09
Mar 21 2008;12482,57
Mar 19 2008;12260,44
Mar 18 2008;11964,16
Mar 17 2008;11787,51
Mar 14 2008;12241,6
Mar 13 2008;12433,44
Mar 12 2008;12861,13
Mar 11 2008;12658,28
Mar 10 2008;12532,13
Mar 07 2008;12782,8
Mar 06 2008;13215,42
