,Date,IDR,USD,Euro,GBP,RMB,Oil,Silver,Nikkei 225,IHSG,Hang Seng,NASDAQ,USD/IDR,US Bond,Gold/Silver,Gold/Oil
675,Mar 05 2004,3432551.88,399.25,321.43,216.07,3304.67,37.2,6.96,11537.29,778.01,13454.76,2047.63,8597.5,3.86,57.36350574712644,10.73252688172043
676,Mar 08 2004,3432511.07,399.85,323.63,216.73,3309.64,37.23,6.98,11502.86,772.87,13573.54,2008.78,8584.5,3.77,57.28510028653295,10.739994627988183
677,Mar 09 2004,3432825.0,401.5,323.56,218.4,3323.26,36.59,7.11,11532.04,771.08,13397.25,1995.16,8550.0,3.73,56.46976090014064,10.972943427165891
678,Mar 10 2004,3436146.25,400.25,327.43,222.15,3312.87,35.95,7.13,11433.24,760.33,13214.2,1964.15,8585.0,3.73,56.13604488078541,11.133518776077885
679,Mar 11 2004,3438623.08,398.45,325.27,221.5,3298.05,36.67,7.19,11297.04,741.2,13024.06,1943.89,8630.0,3.71,55.41724617524339,10.86583037905645
680,Mar 12 2004,3446680.0,398.0,326.48,222.01,3294.29,36.56,7.04,11162.75,738.15,12932.23,1984.73,8660.0,3.79,56.53409090909091,10.886214442013129
681,Mar 15 2004,3438587.48,398.1,325.66,221.79,3295.19,36.38,7.12,11317.9,724.15,12919.41,1939.2,8637.5,3.77,55.91292134831461,10.94282572842221
682,Mar 16 2004,3465525.0,402.5,326.1,221.38,3331.61,37.21,7.16,11242.29,716.18,12932.62,1943.09,8610.0,3.68,56.21508379888268,10.816984681537221
683,Mar 17 2004,3448546.88,402.75,330.26,222.41,3333.72,37.59,7.26,11436.86,730.59,12975.72,1976.76,8562.5,3.72,55.47520661157025,10.714285714285714
684,Mar 18 2004,3506572.75,410.75,331.87,224.05,3399.98,37.91,7.45,11484.28,733.57,12816.19,1962.44,8537.0,3.75,55.13422818791946,10.834872065418097
685,Mar 19 2004,3527750.0,412.0,333.93,224.52,3410.25,38.01,7.55,11418.51,742.91,12790.58,1940.47,8562.5,3.77,54.56953642384106,10.839252828203104
686,Mar 23 2004,3574130.63,416.25,338.37,225.3,3445.47,36.7,7.68,11281.09,736.44,12588.36,1901.8,8586.5,3.69,54.19921875,11.341961852861035
687,Mar 24 2004,3560768.75,415.25,340.02,226.31,3437.11,37.34,7.62,11364.99,738.79,12678.13,1909.48,8575.0,3.71,54.49475065616798,11.12078200321371
688,Mar 25 2004,3585324.39,416.1,341.78,229.63,3444.1,36.01,7.59,11530.91,727.1,12520.21,1967.17,8616.5,3.74,54.82213438735178,11.555123576784228
689,Mar 26 2004,3631644.0,421.5,348.39,232.76,3488.76,35.69,7.71,11770.65,714.13,12483.24,1960.02,8616.0,3.84,54.6692607003891,11.810030820958252
690,Mar 29 2004,3626962.5,421.25,346.67,231.63,3486.77,35.44,7.61,11718.24,716.92,12427.34,1992.57,8610.0,3.89,55.35479632063075,11.886286681715577
691,Mar 30 2004,3615150.0,420.0,344.79,229.92,3476.34,35.92,7.75,11693.68,730.06,12641.39,2000.63,8605.0,3.9,54.193548387096776,11.692650334075724
692,Mar 31 2004,3628354.53,423.7,344.78,230.54,3506.96,36.13,7.92,11715.39,735.68,12681.67,1994.22,8563.5,3.84,53.49747474747475,11.727096595626902
693,Apr 01 2004,3667941.25,427.25,345.52,230.03,3536.26,34.08,8.12,11683.42,737.65,12676.25,2015.01,8585.0,3.89,52.61699507389163,12.53667840375587
694,Apr 02 2004,3592087.0,419.0,344.79,228.74,3468.06,33.82,8.12,11815.95,750.65,12731.76,2057.17,8573.0,4.15,51.60098522167488,12.389118864577172
695,Apr 06 2004,3589265.25,418.5,347.01,228.38,3463.88,34.34,8.23,12079.7,771.55,12886.97,2059.9,8576.5,4.15,50.850546780072904,12.186953989516597
696,Apr 07 2004,3595229.5,419.0,344.32,227.48,3468.02,35.27,8.19,12019.62,774.4,12920.05,2050.24,8580.5,4.17,51.15995115995116,11.879784519421603
697,Apr 08 2004,3601617.25,419.5,346.57,228.6,3472.16,36.49,8.08,12092.59,779.62,12909.37,2052.88,8585.5,4.19,51.91831683168317,11.496300356261989
698,Apr 13 2004,3504879.91,407.9,342.5,224.84,3376.23,37.53,7.43,12127.82,771.74,13031.81,2030.08,8592.5,4.35,54.899057873485866,10.868638422595255
699,Apr 14 2004,3422042.13,397.75,333.58,222.66,3292.26,36.6,7.05,12098.18,777.99,12669.86,2024.85,8603.5,4.37,56.41843971631206,10.867486338797814
700,Apr 15 2004,3437893.13,398.25,333.72,223.58,3296.35,36.63,7.12,11800.4,772.99,12479.26,2002.17,8632.5,4.4,55.93398876404494,10.872235872235871
701,Apr 16 2004,3455125.31,400.85,333.18,222.31,3317.79,37.7,7.13,11824.56,776.57,12458.38,1995.74,8619.5,4.34,56.22019635343619,10.63262599469496
702,Apr 19 2004,3467666.49,403.1,335.08,222.79,3336.42,37.95,7.2,11764.21,784.84,12450.0,2020.43,8602.5,4.39,55.986111111111114,10.621870882740447
703,Apr 20 2004,3420250.46,396.85,333.03,221.3,3284.65,37.13,6.81,11952.26,810.86,12394.37,1978.63,8618.5,4.47,58.274596182085176,10.688122811742526
704,Apr 21 2004,3397483.88,392.75,330.78,221.54,3250.71,35.97,6.28,11944.3,814.2,12227.3,1995.63,8650.5,4.43,62.53980891719745,10.918821239922158
705,Apr 22 2004,3394570.21,392.3,330.66,221.93,3247.03,36.04,6.12,11980.1,804.43,12167.7,2032.91,8653.0,4.39,64.10130718954248,10.885127635960044
706,Apr 23 2004,3400787.25,394.5,333.62,223.3,3265.24,36.78,6.17,12120.66,815.44,12383.94,2049.77,8620.5,4.47,63.93841166936791,10.725938009787928
707,Apr 26 2004,3424720.5,397.0,334.89,222.25,3285.89,36.8,6.21,12163.89,811.75,12132.68,2036.77,8605.0,4.45,63.92914653784219,10.788043478260871
708,Apr 27 2004,3417656.25,396.25,332.89,221.4,3279.72,37.33,6.27,12044.88,818.16,12154.91,2032.53,8625.0,4.39,63.19776714513557,10.614787034556658
709,Apr 28 2004,3389236.13,392.25,331.19,221.02,3246.57,37.03,5.86,12004.29,817.93,12165.31,1989.54,8640.5,4.5,66.93686006825938,10.59276262489873
710,Apr 30 2004,3411807.0,388.5,324.09,219.08,3215.65,37.74,6.04,11761.79,783.41,11942.96,1920.15,8783.0,4.51,64.32119205298014,10.294117647058822
711,May 06 2004,3374350.0,387.5,320.84,215.96,3207.38,39.38,5.81,11571.34,746.12,12010.31,1937.74,8709.0,4.6,66.69535283993116,9.840020314880649
712,May 07 2004,3326095.89,380.8,319.74,213.2,3151.92,39.87,5.59,11438.82,743.64,11910.76,1917.96,8739.0,4.78,68.1216457960644,9.551040882869327
713,May 10 2004,3365625.0,375.0,316.3,211.08,3103.84,38.55,5.79,10884.7,707.22,11485.5,1896.07,8976.0,4.8,64.76683937823834,9.72762645914397
714,May 11 2004,3372934.63,375.25,317.83,213.69,3106.06,39.43,5.56,10907.18,718.26,11508.09,1931.35,8987.5,4.75,67.4910071942446,9.516865330966269
715,May 12 2004,3420689.56,382.2,321.24,215.31,3163.58,40.38,5.55,11153.58,744.29,11528.18,1925.59,8946.0,4.82,68.86486486486487,9.465081723625556
716,May 13 2004,3371659.75,375.15,316.92,212.77,3105.19,40.95,5.61,10825.1,739.14,11396.94,1926.03,8990.5,4.86,66.87165775401068,9.16117216117216
717,May 14 2004,3402807.0,376.5,317.57,213.95,3116.4,41.46,5.73,10849.63,722.71,11276.86,1904.25,9035.0,4.77,65.70680628272251,9.081041968162083
718,May 17 2004,3448464.31,382.95,319.19,216.68,3169.75,41.42,5.7,10505.05,668.48,10967.65,1876.64,9010.0,4.7,67.18421052631578,9.24553355866731
719,May 18 2004,3423850.06,377.7,315.79,213.39,3126.22,40.97,5.68,10711.09,676.15,11072.39,1897.82,9070.0,4.73,66.49647887323944,9.218940688308518
720,May 19 2004,3445787.5,380.75,316.41,213.6,3151.43,40.3,5.92,10967.74,706.8,11469.41,1898.17,9049.0,4.78,64.31587837837839,9.44789081885856
721,May 21 2004,3490816.23,385.3,320.6,215.19,3189.2,40.53,5.85,11070.25,724.93,11576.01,1912.09,9065.0,4.76,65.86324786324786,9.506538366641994
722,May 24 2004,3502080.0,384.0,321.0,214.36,3178.37,40.16,5.99,11101.64,732.58,11662.97,1922.98,9110.0,4.73,64.10684474123539,9.56175298804781
723,May 25 2004,3601213.1,388.9,321.31,214.78,3218.89,41.58,6.07,10962.93,717.13,11692.56,1964.65,9260.0,4.73,64.06919275123558,9.353054353054352
724,May 27 2004,3645718.64,393.6,320.95,214.47,3257.67,39.47,6.21,11166.03,728.31,11983.9,1984.5,9259.5,4.61,63.3816425120773,9.972130732201673
725,May 28 2004,3647393.75,393.25,322.03,214.49,3254.89,39.41,6.11,11309.57,733.99,12116.87,1986.74,9275.0,4.67,64.36170212765957,9.978431870083735
726,Jun 01 2004,3722955.14,397.2,325.0,216.18,3287.5,41.17,6.05,11296.76,731.2,12105.55,1990.77,9370.0,4.7,65.65289256198348,9.64780179742531
727,Jun 02 2004,3729356.87,394.85,321.71,214.21,3268.05,42.09,5.82,11242.34,719.04,12201.75,1988.98,9462.0,4.75,67.84364261168385,9.381088144452363
728,Jun 04 2004,3667491.66,388.3,317.23,211.37,3213.8,38.7,5.8,11128.05,697.94,12022.64,1978.62,9440.0,4.77,66.94827586206897,10.03359173126615
729,Jun 07 2004,3668350.63,393.6,319.75,214.38,3257.75,38.05,5.89,11439.92,700.78,12326.85,2020.62,9305.0,4.76,66.82512733446521,10.344283837056507
730,Jun 08 2004,3629236.15,392.35,319.88,213.77,3247.36,39.08,5.78,11521.93,703.58,12344.16,2023.53,9250.0,4.77,67.88062283737024,10.039662231320369
731,Jun 09 2004,3591900.89,386.85,319.94,211.65,3201.84,36.87,5.63,11449.74,709.75,12339.94,1990.61,9360.0,4.81,68.71225577264654,10.492270138323843
732,Jun 10 2004,3603131.54,384.95,318.34,210.33,3186.11,37.68,5.74,11575.97,706.84,12422.87,1999.87,9360.0,4.8,67.06445993031359,10.216295116772823
733,Jun 14 2004,3612814.28,385.1,318.67,211.88,3187.28,38.07,5.66,11491.66,696.34,12076.57,1969.99,9380.5,4.88,68.03886925795054,10.115576569477279
734,Jun 15 2004,3638897.5,386.5,320.02,212.45,3198.91,38.01,5.73,11387.7,707.41,12050.69,1995.6,9403.0,4.68,67.45200698080279,10.168376742962378
735,Jun 16 2004,3624046.75,385.25,320.79,210.84,3188.52,37.47,5.72,11641.72,707.89,12161.78,1998.23,9430.0,4.72,67.3513986013986,10.281558580197492
736,Jun 17 2004,3628373.37,386.1,320.81,210.63,3195.56,37.91,5.92,11607.9,700.14,12082.86,1983.67,9389.0,4.68,65.2195945945946,10.18464785017146
737,Jun 18 2004,3712950.87,395.1,325.84,214.93,3270.04,38.53,5.98,11382.08,692.72,11855.55,1986.73,9399.5,4.72,66.07023411371237,10.254347261873864
738,Jun 21 2004,3716338.13,395.25,326.83,216.0,3271.29,38.92,5.85,11600.16,689.62,11845.59,1974.38,9401.0,4.69,67.56410256410257,10.155447070914697
739,Jun 23 2004,3711718.78,393.9,325.79,216.51,3260.23,38.25,5.87,11580.56,699.76,11849.77,2020.98,9425.0,4.7,67.10391822827938,10.298039215686273
740,Jun 24 2004,3768800.0,400.0,328.47,219.66,3310.6,37.63,6.15,11744.15,709.35,12163.68,2015.57,9415.0,4.65,65.04065040650406,10.629816635663033
741,Jun 25 2004,3782130.0,401.5,330.79,220.45,3323.09,37.5,6.13,11780.4,720.23,12185.52,2025.47,9421.0,4.65,65.49755301794454,10.706666666666667
742,Jun 28 2004,3809247.75,404.25,331.61,221.03,3345.82,36.2,5.94,11884.06,720.54,12194.6,2019.82,9427.0,4.74,68.05555555555556,11.167127071823204
743,Jun 29 2004,3709331.08,394.4,325.51,218.15,3264.29,35.94,5.86,11860.81,722.29,12116.3,2034.93,9432.5,4.69,67.3037542662116,10.97384529771842
744,Jun 30 2004,3721507.66,395.8,325.32,218.25,3275.84,35.76,5.83,11858.87,732.4,12285.75,2047.79,9395.0,4.58,67.89022298456261,11.068232662192395
745,Jul 02 2004,3638418.13,397.75,323.36,217.62,3292.02,38.52,6.0,11721.49,745.02,12220.13,2006.66,9130.0,4.46,66.29166666666667,10.325804776739355
746,Jul 06 2004,3546555.0,394.5,321.45,214.45,3265.2,39.33,5.96,11475.27,768.25,12284.08,1963.43,8997.0,4.48,66.19127516778524,10.030511060259345
747,Jul 07 2004,3598847.37,399.65,323.28,215.55,3307.82,39.2,6.12,11384.86,771.66,12320.26,1966.08,9007.0,4.48,65.30228758169935,10.195153061224488
748,Jul 08 2004,3643081.81,405.35,326.88,218.2,3355.04,39.5,6.39,11322.23,759.74,12119.75,1935.32,8981.0,4.48,63.435054773082946,10.262025316455697
749,Jul 09 2004,3625980.0,406.5,328.11,219.31,3364.56,40.17,6.45,11423.53,761.14,12202.26,1946.33,8900.0,4.46,63.02325581395348,10.119492158327109
750,Jul 12 2004,3579942.21,406.35,327.53,218.03,3363.28,40.14,6.5,11582.28,757.58,12191.01,1936.92,8811.0,4.45,62.51538461538462,10.123318385650224
751,Jul 13 2004,3582040.63,400.9,325.31,215.95,3318.17,39.51,6.38,11608.62,756.58,12078.33,1931.66,8938.0,4.47,62.83699059561128,10.14679827891673
752,Jul 14 2004,3616834.85,403.8,325.92,217.57,3342.13,40.53,6.61,11356.65,744.32,11932.83,1914.88,8960.0,4.49,61.089258698940995,9.96299037749815
753,Jul 15 2004,3616254.62,403.15,325.87,217.58,3336.75,40.77,6.65,11409.14,745.34,11939.41,1912.71,8980.0,4.48,60.62406015037593,9.88839833210694
754,Jul 16 2004,3622162.76,406.3,326.46,216.91,3362.74,41.1,6.7,11436.0,756.1,12059.2,1883.15,8916.0,4.36,60.64179104477612,9.885644768856448
755,Jul 20 2004,3591200.0,400.0,323.17,215.78,3310.6,40.61,6.55,11258.37,756.67,12123.63,1917.07,8980.0,4.45,61.06870229007634,9.849790691947796
756,Jul 21 2004,3592477.5,398.5,325.98,217.1,3298.23,40.67,6.38,11433.86,761.24,12395.11,1874.37,9016.5,4.47,62.460815047021946,9.79837718219818
757,Jul 22 2004,3599239.75,397.75,324.13,215.3,3291.98,41.05,6.38,11285.04,761.52,12320.21,1889.06,9057.0,4.45,62.343260188087775,9.689403166869672
758,Jul 23 2004,3554820.0,391.5,323.09,213.57,3240.25,41.62,6.31,11187.33,766.37,12352.99,1849.09,9085.0,4.43,62.04437400950872,9.406535319557905
759,Jul 26 2004,3569501.25,390.75,321.57,212.29,3234.08,41.53,6.21,11159.55,761.8,12319.83,1839.02,9138.0,4.49,62.92270531400966,9.408861064290873
760,Jul 27 2004,3537887.42,389.85,323.06,213.68,3226.71,41.61,6.23,11031.54,759.28,12301.32,1869.1,9093.0,4.62,62.57624398073836,9.369142033165105
761,Jul 28 2004,3532174.22,387.3,321.69,212.52,3205.64,42.42,6.36,11204.37,760.2,12320.27,1858.26,9120.0,4.59,60.89622641509434,9.13012729844413
762,Jul 29 2004,3557348.71,387.3,320.88,213.25,3205.64,42.29,6.31,11116.84,760.97,12183.1,1881.06,9185.0,4.58,61.378763866877975,9.158193426341926
763,Jul 30 2004,3575438.11,391.4,325.1,215.24,3239.62,43.5,6.54,11325.78,756.98,12238.03,1887.36,9142.0,4.49,59.847094801223236,8.997701149425287
764,Aug 02 2004,3576352.5,391.5,325.29,214.35,3240.45,43.56,6.59,11222.24,749.46,12201.39,1892.09,9145.0,4.45,59.408194233687404,8.987603305785123
765,Aug 03 2004,3588920.55,390.95,324.1,214.45,3235.89,43.55,6.66,11140.57,757.29,12357.12,1859.42,9178.0,4.43,58.7012012012012,8.977037887485649
766,Aug 04 2004,3611587.5,391.5,324.75,214.61,3240.25,44.17,6.69,11010.02,758.3,12280.26,1855.06,9210.0,4.42,58.520179372197305,8.863482001358388
767,Aug 05 2004,3591910.15,390.85,324.45,214.5,3234.87,43.88,6.75,11060.89,762.01,12491.92,1821.63,9177.5,4.4,57.903703703703705,8.907247037374658
768,Aug 06 2004,3661822.5,399.0,325.51,216.36,3302.52,44.25,6.75,10972.57,753.93,12478.68,1776.89,9172.5,4.23,59.111111111111114,9.016949152542374
769,Aug 09 2004,3664815.0,399.0,325.54,216.95,3302.48,44.34,6.71,10908.7,750.04,12467.41,1774.64,9175.0,4.26,59.46348733233979,8.998646820027062
770,Aug 10 2004,3678396.25,399.5,324.41,217.23,3306.7,44.6,6.68,10953.55,752.44,12408.04,1808.7,9235.0,4.29,59.80538922155689,8.957399103139013
771,Aug 11 2004,3651972.77,393.85,322.71,215.49,3259.7,44.13,6.52,11049.46,763.95,12343.13,1782.42,9270.0,4.28,60.40644171779142,8.92476773170179
772,Aug 12 2004,3641945.1,394.15,322.27,216.35,3262.18,45.08,6.53,11028.07,758.18,12413.43,1752.49,9241.0,4.26,60.35987748851454,8.743345164152617
773,Aug 13 2004,3669937.5,396.75,321.19,215.35,3283.82,45.67,6.61,10757.2,755.92,12359.83,1757.22,9252.0,4.23,60.02269288956127,8.687322093277862
774,Aug 16 2004,3729319.34,401.65,325.39,218.25,3324.42,46.38,6.71,10687.81,751.95,12219.75,1782.84,9289.5,4.26,59.85842026825633,8.659982751185854
775,Aug 18 2004,3733528.2,402.45,327.39,220.81,3330.96,47.17,6.83,10774.26,754.25,12228.54,1831.37,9267.5,4.23,58.92386530014641,8.53190587237651
776,Aug 19 2004,3762157.5,406.5,328.92,221.85,3364.48,47.8,6.81,10903.53,753.69,12396.67,1819.89,9255.0,4.26,59.69162995594714,8.50418410041841
777,Aug 20 2004,3790606.35,410.55,333.09,225.44,3398.0,47.65,6.86,10889.14,750.47,12376.9,1838.02,9230.0,4.29,59.8469387755102,8.61594963273872
778,Aug 23 2004,3812009.04,410.6,336.35,226.22,3398.33,46.73,6.7,10960.97,749.37,12431.77,1838.7,9295.0,4.28,61.28358208955224,8.786646693772738
779,Aug 24 2004,3762630.15,406.2,335.11,226.24,3361.91,45.77,6.55,10985.33,738.87,12646.49,1836.89,9269.0,4.26,62.01526717557252,8.874808826742408
780,Aug 25 2004,3765650.0,406.0,335.63,225.67,3360.3,45.45,6.61,11130.02,731.72,12793.03,1860.72,9280.0,4.23,61.42208774583963,8.932893289328932
781,Aug 26 2004,3778293.43,406.05,335.83,226.26,3360.75,42.91,6.67,11129.33,735.25,12784.39,1852.92,9300.0,4.26,60.87706146926537,9.462829177347938
782,Aug 27 2004,3773505.14,405.1,336.56,225.78,3352.81,43.49,6.56,11209.59,746.76,12818.42,1862.09,9322.0,4.19,61.75304878048781,9.314785008047828
783,Aug 30 2004,3784037.73,405.1,336.41,225.84,3352.97,41.79,6.71,11184.53,753.02,12877.78,1836.49,9333.5,4.23,60.3725782414307,9.693706628379996
784,Aug 31 2004,3817968.75,407.25,335.1,226.38,3370.6,41.8,6.75,11081.79,754.7,12850.28,1838.1,9367.5,4.24,60.333333333333336,9.742822966507177
785,Sep 01 2004,3800927.69,407.65,334.95,227.29,3374.0,42.68,6.78,11127.35,775.1,13023.87,1850.41,9314.5,4.12,60.12536873156342,9.551312089971884
786,Sep 02 2004,3770637.14,406.1,334.09,226.95,3361.17,44.32,6.75,11152.75,780.27,12999.07,1873.43,9280.0,4.22,60.162962962962965,9.162906137184116
787,Sep 03 2004,3719461.89,401.15,332.81,225.89,3320.16,43.88,6.55,11022.49,786.49,12948.1,1844.48,9278.5,4.29,61.2442748091603,9.14197812215132
788,Sep 07 2004,3694366.64,398.1,329.62,224.62,3294.91,43.0,6.21,11298.94,786.69,13136.04,1858.56,9272.0,4.24,64.10628019323671,9.258139534883721
789,Sep 08 2004,3687569.68,396.3,326.78,222.19,3279.98,43.01,6.18,11279.19,789.13,13049.96,1850.64,9292.0,4.16,64.12621359223301,9.21413624738433
790,Sep 09 2004,3707909.55,398.7,327.7,223.56,3299.96,43.41,6.17,11170.96,782.65,12942.2,1869.65,9295.0,4.2,64.61912479740681,9.1845196959226
791,Sep 10 2004,3722519.89,401.35,326.39,222.9,3321.81,43.52,6.12,11083.23,797.77,13003.99,1894.31,9277.0,4.19,65.58006535947713,9.222196691176471
792,Sep 14 2004,3691827.5,405.25,329.97,225.13,3354.13,44.43,6.2,11295.58,809.02,13148.06,1915.4,9117.5,4.13,65.36290322580645,9.121089354040063
793,Sep 15 2004,3686561.3,404.45,332.98,227.72,3347.55,43.98,6.25,11158.58,815.49,13084.4,1896.52,9115.0,4.17,64.712,9.196225557071397
794,Sep 16 2004,3632616.12,403.4,332.33,225.45,3338.78,43.28,6.27,11139.36,813.06,13209.84,1904.08,9002.0,4.08,64.33811802232854,9.320702402957485
795,Sep 17 2004,3666919.01,405.7,333.51,226.58,3357.78,44.64,6.23,11082.49,814.63,13224.93,1910.09,9037.5,4.11,65.12038523274478,9.088261648745519
796,Sep 21 2004,3686712.5,408.5,333.32,227.9,3380.95,46.58,6.36,11080.87,823.86,13304.48,1921.18,9018.0,4.05,64.22955974842768,8.76985830828682
797,Sep 22 2004,3714220.71,405.35,331.21,226.14,3354.88,46.73,6.33,11019.41,818.23,13272.23,1885.71,9162.0,3.98,64.03633491311217,8.674299165418361
798,Sep 24 2004,3718774.96,407.85,332.46,226.25,3375.57,48.26,6.39,10895.16,819.82,13066.84,1879.48,9120.0,4.03,63.826291079812215,8.45109821798591
799,Sep 27 2004,3761570.55,409.2,332.72,226.49,3386.74,49.7,6.5,10859.32,815.58,13021.9,1859.88,9190.0,4.0,62.95384615384615,8.233400402414485
800,Sep 28 2004,3802049.05,411.7,334.38,227.25,3407.48,50.03,6.59,10815.57,812.13,12950.8,1869.87,9232.0,4.01,62.47344461305008,8.229062562462522
801,Sep 30 2004,3807353.11,415.65,334.66,229.7,3440.13,49.55,6.89,10823.57,820.13,13120.03,1896.84,9149.5,4.12,60.32656023222061,8.388496468213924
802,Oct 04 2004,3751109.1,412.55,336.47,231.36,3414.47,49.63,6.73,11279.63,856.45,13359.25,1952.4,9100.0,4.17,61.3001485884101,8.312512593189602
803,Oct 05 2004,3779516.01,415.4,337.55,233.14,3438.06,50.67,7.06,11281.83,861.32,13331.1,1955.5,9095.0,4.17,58.8385269121813,8.198144858890862
804,Oct 06 2004,3809986.81,418.45,340.11,235.14,3463.3,51.05,7.19,11385.38,856.06,13271.57,1971.03,9105.0,4.23,58.19888734353268,8.196865817825662
805,Oct 07 2004,3802409.12,418.1,340.32,234.62,3460.4,52.62,7.18,11354.59,849.83,13321.73,1948.52,9099.5,4.25,58.23119777158775,7.945648042569366
806,Oct 08 2004,3833707.5,421.75,339.7,235.08,3490.7,52.87,7.27,11349.35,855.72,13241.46,1919.97,9087.5,4.13,58.01237964236589,7.977113675052014
807,Oct 12 2004,3789735.5,414.7,336.94,232.06,3432.26,52.29,6.97,11201.81,849.19,13251.59,1925.17,9139.5,4.1,59.49784791965567,7.930770701855039
808,Oct 13 2004,3758825.0,411.25,335.26,230.05,3403.75,51.91,6.98,11195.99,863.17,13171.58,1920.53,9128.5,4.06,58.918338108882516,7.922365632826046
809,Oct 14 2004,3778645.29,415.35,335.14,231.3,3437.64,54.33,7.05,11034.29,859.66,13035.38,1903.02,9099.5,4.02,58.91489361702128,7.644947542794037
810,Oct 15 2004,3823537.11,420.4,336.82,232.86,3479.44,54.4,7.05,10982.95,857.59,13059.43,1911.5,9090.0,4.06,59.63120567375886,7.727941176470588
811,Oct 18 2004,3817999.67,419.1,334.78,232.77,3468.68,54.22,6.96,10965.62,854.39,13034.74,1936.52,9115.0,4.05,60.21551724137932,7.729620066396165
812,Oct 19 2004,3808116.02,419.35,335.01,232.38,3470.71,52.77,7.16,11064.86,853.39,13154.55,1922.9,9075.0,4.04,58.56843575418995,7.946750047375403
813,Oct 20 2004,3846286.67,423.6,336.07,233.61,3505.88,54.09,7.29,10882.18,840.79,12999.13,1932.97,9083.0,3.98,58.10699588477367,7.831392124237382
814,Oct 21 2004,3848975.0,422.5,335.12,231.2,3496.78,54.48,7.26,10789.23,834.17,13015.2,1953.62,9107.5,4.01,58.19559228650138,7.755139500734215
815,Oct 25 2004,3892389.61,429.15,335.92,233.37,3551.99,55.42,7.35,10659.15,846.63,12818.1,1914.04,9072.0,3.98,58.38775510204081,7.743594370263442
816,Oct 26 2004,3885975.0,427.5,334.65,232.66,3538.2,54.63,7.32,10672.46,841.35,12852.35,1928.79,9095.0,4.0,58.40163934426229,7.825370675453048
817,Oct 27 2004,3902214.0,428.25,335.34,233.14,3544.41,54.99,7.17,10691.95,849.18,12838.71,1969.99,9120.0,4.09,59.72803347280335,7.7877795962902345
818,Oct 28 2004,3858098.56,424.2,333.08,231.78,3510.85,52.09,7.12,10853.12,862.12,13113.15,1975.74,9100.0,4.05,59.578651685393254,8.143597619504703
819,Oct 29 2004,3872503.22,425.55,334.54,232.25,3522.11,51.49,7.28,10771.42,860.49,13054.66,1974.99,9087.5,4.03,58.45467032967033,8.264711594484366
820,Nov 01 2004,3895243.22,428.85,336.48,233.92,3549.38,52.27,7.29,10734.71,863.59,13094.25,1979.87,9087.0,4.07,58.827160493827165,8.204515018174861
821,Nov 02 2004,3858946.96,424.2,334.03,230.83,3510.85,49.92,7.02,10887.81,881.4,13308.74,1984.79,9090.0,4.05,60.42735042735043,8.497596153846153
822,Nov 04 2004,3906787.5,430.5,334.17,233.66,3563.03,50.2,7.33,10946.27,888.34,13369.09,2023.63,9085.5,4.08,58.731241473397,8.575697211155378
823,Nov 05 2004,3908739.0,431.0,333.81,233.19,3567.13,49.02,7.47,11061.77,893.64,13494.95,2038.94,9057.5,4.18,57.697456492637215,8.792329661362709
824,Nov 08 2004,3856002.33,431.9,333.5,232.48,3574.62,49.04,7.45,10983.83,888.74,13561.49,2039.25,8937.5,4.22,57.9731543624161,8.807096247960848
825,Nov 09 2004,3890273.27,433.65,335.81,233.57,3589.06,47.78,7.5,10964.87,901.38,13516.67,2043.33,8980.0,4.23,57.82,9.075973210548346
826,Nov 10 2004,3919235.32,433.4,335.54,234.78,3587.03,47.3,7.39,10994.96,918.71,13672.37,2034.56,9050.0,4.25,58.6468200270636,9.162790697674419
827,Nov 11 2004,3932395.23,433.8,336.41,235.49,3590.34,47.83,7.45,10846.92,925.18,13624.51,2061.27,9062.0,4.25,58.22818791946309,9.069621576416475
828,Nov 12 2004,3924448.24,436.05,337.17,235.72,3608.97,47.28,7.58,11019.98,934.03,13784.46,2085.34,8990.0,4.19,57.52638522427441,9.222715736040609
829,Nov 22 2004,4031989.44,447.8,343.34,241.07,3706.21,49.12,7.54,10849.39,939.99,13800.6,2085.19,8970.0,4.18,59.389920424403186,9.116449511400653
830,Nov 24 2004,4026183.69,448.6,340.89,238.53,3712.84,48.64,7.6,10872.33,961.32,13997.02,2102.54,8970.0,4.2,59.02631578947369,9.222861842105264
831,Nov 29 2004,4063506.25,451.25,339.66,238.25,3734.77,49.59,7.79,10977.89,964.09,14066.91,2106.87,9005.0,4.32,57.926829268292686,9.099616858237548
832,Nov 30 2004,4080599.12,453.4,341.15,237.2,3752.56,49.98,7.7,10899.25,977.77,14060.05,2096.81,9000.0,4.36,58.88311688311688,9.071628651460584
833,Dec 01 2004,4080177.18,452.85,340.35,234.89,3747.92,47.92,8.0,10784.25,986.2,14162.8,2138.23,9000.0,4.37,56.60625,9.450125208681134
834,Dec 02 2004,4101425.56,454.2,342.29,236.09,3759.14,43.8,7.89,10973.07,997.7,14261.79,2143.57,9036.0,4.42,57.56653992395437,10.36986301369863
835,Dec 03 2004,4058038.37,448.65,335.55,231.59,3713.3,43.14,8.0,11074.89,981.41,14211.84,2147.96,9030.0,4.26,56.08125,10.399860917941584
836,Dec 06 2004,4104631.23,453.05,337.43,233.45,3749.67,43.32,7.9,10981.96,983.2,14256.86,2151.25,9065.0,4.23,57.348101265822784,10.458217913204063
