,Date,IDR,USD,Euro,GBP,RMB,Oil,Silver,Nikkei 225,IHSG,Hang Seng,NASDAQ,USD/IDR,US Bond,Gold/Silver,Gold/Oil
0,Jan 05 2001,2539630.57,267.4,280.97,178.76,2213.4,27.95,4.57,13867.61,418.82,15447.61,2407.65,9507.5,4.93,58.51203501094091,9.567084078711986
1,Jan 09 2001,2534497.5,267.0,283.86,179.04,2209.99,27.64,4.57,13610.51,415.27,15500.59,2441.3,9490.0,5.0,58.42450765864332,9.659913169319827
2,Jan 10 2001,2539834.39,266.3,283.06,178.64,2204.14,29.48,4.55,13432.65,417.52,15435.79,2524.18,9535.0,5.1,58.52747252747253,9.033242876526458
3,Jan 11 2001,2545084.31,264.15,278.08,176.82,2186.29,29.41,4.57,13201.07,410.38,15090.77,2640.57,9625.0,5.11,57.80087527352297,8.9816388983339
4,Jan 12 2001,2531651.38,263.7,277.93,178.31,2182.59,30.05,4.63,13347.74,407.37,15295.42,2626.5,9610.0,5.26,56.95464362850972,8.775374376039933
5,Jan 16 2001,2512274.54,264.45,281.06,179.82,2188.75,30.29,4.68,13584.45,415.09,15363.15,2618.55,9445.0,5.23,56.506410256410255,8.73060415978871
6,Jan 17 2001,2490075.0,263.5,283.21,178.87,2180.83,29.6,4.72,13667.63,414.67,15261.48,2682.78,9450.0,5.18,55.82627118644068,8.902027027027026
7,Jan 18 2001,2503304.08,264.9,280.47,179.51,2192.42,30.45,4.8,13873.92,416.35,15528.75,2768.49,9400.0,5.12,55.1875,8.69950738916256
8,Jan 19 2001,2503304.08,264.9,283.28,180.34,2192.42,32.19,4.76,13989.12,411.56,15933.55,2770.38,9475.0,5.17,55.65126050420168,8.229263746505126
9,Jan 22 2001,2501809.08,266.15,284.53,182.22,2203.24,32.19,4.79,14032.42,417.91,16099.27,2757.91,9400.0,5.23,55.56367432150313,8.268095681888786
10,Jan 23 2001,2501338.62,266.1,283.3,180.89,2202.93,29.57,4.79,13984.66,415.74,16044.21,2840.39,9400.0,5.29,55.553235908141964,8.998985458234698
11,Jan 29 2001,2483931.12,262.85,286.17,180.38,2176.03,29.06,4.81,13845.28,413.05,16099.82,2838.34,9425.0,5.32,54.64656964656965,9.045079146593256
12,Jan 30 2001,2501127.54,264.95,286.59,181.4,2193.41,29.06,4.81,13826.65,416.32,15893.07,2838.35,9440.0,5.23,55.08316008316009,9.117343427391603
13,Jan 31 2001,2499525.0,264.5,284.41,181.03,2189.56,28.66,4.79,13843.55,425.61,16102.35,2772.73,9450.0,5.11,55.21920668058455,9.228890439637125
14,Feb 01 2001,2553380.07,267.65,284.64,181.03,2215.39,29.82,4.79,13779.55,430.58,16163.99,2782.79,9540.0,5.09,55.8768267223382,8.975519785378939
15,Feb 02 2001,2546984.53,266.7,285.73,181.6,2207.58,31.19,4.77,13703.63,451.98,16071.29,2660.5,9550.0,5.16,55.911949685534594,8.550817569733889
16,Feb 05 2001,2561592.03,265.45,282.39,179.94,2197.13,30.55,4.69,13385.52,458.95,15830.84,2643.21,9550.0,5.17,56.599147121535175,8.689034369885434
17,Feb 06 2001,2531114.03,262.7,282.02,179.93,2174.26,30.35,4.66,13269.85,450.11,15913.24,2664.49,9562.5,5.19,56.37339055793991,8.655683690280066
18,Feb 07 2001,2538343.96,263.15,282.17,180.04,2177.96,31.27,4.62,13366.01,444.33,16049.47,2607.82,9650.0,5.21,56.958874458874455,8.415414134953629
19,Feb 08 2001,2537335.55,262.95,286.22,181.93,2176.25,31.59,4.56,13138.23,440.78,15909.4,2562.06,9650.0,5.09,57.66447368421053,8.32383665716999
20,Feb 09 2001,2493089.81,259.9,281.19,179.63,2151.04,31.03,4.55,13422.83,427.91,15873.28,2470.97,9625.0,5.03,57.12087912087912,8.37576538833387
21,Feb 13 2001,2505807.5,260.75,283.02,179.59,2158.1,30.36,4.56,13274.7,426.17,15842.72,2427.72,9610.0,5.07,57.18201754385965,8.588603425559947
22,Feb 14 2001,2499050.63,260.25,283.34,178.22,2153.93,29.71,4.52,13284.06,423.21,15860.42,2491.4,9600.0,5.16,57.57743362831859,8.759676876472568
23,Feb 15 2001,2482078.13,258.55,286.13,178.29,2140.07,28.8,4.53,13327.39,440.22,15756.37,2552.91,9600.0,5.17,57.07505518763797,8.977430555555555
24,Feb 16 2001,2484392.03,257.45,281.12,177.35,2130.91,29.16,4.49,13175.49,432.08,15630.31,2425.38,9651.0,5.11,57.33853006681514,8.828875171467764
25,Feb 20 2001,2463459.38,256.25,281.93,177.38,2120.9,28.58,4.43,13248.36,433.68,15527.36,2318.35,9660.0,5.11,57.84424379232506,8.966060181945418
26,Feb 21 2001,2477278.75,257.5,282.28,178.18,2131.38,28.53,4.42,13100.08,439.9,15351.51,2268.94,9625.0,5.14,58.2579185520362,9.02558710129688
27,Feb 22 2001,2493759.49,258.85,285.14,178.91,2142.47,28.82,4.43,13073.36,437.03,15098.64,2244.96,9625.0,5.16,58.431151241535,8.981609993060376
28,Feb 23 2001,2522457.78,260.45,286.74,179.76,2155.85,29.04,4.44,13246.0,438.65,15280.56,2262.51,9660.0,5.1,58.6599099099099,8.96866391184573
29,Feb 26 2001,2593177.52,263.2,289.33,182.59,2178.66,28.42,4.45,13201.14,432.15,15230.22,2308.5,9850.0,5.04,59.14606741573033,9.261083743842363
30,Feb 27 2001,2645436.07,268.3,292.04,186.05,2221.01,28.13,4.43,13059.86,433.31,14834.73,2207.82,9855.0,4.96,60.56433408577879,9.537859936011376
31,Feb 28 2001,2627661.27,266.7,290.02,184.92,2207.82,27.39,4.48,12883.54,428.3,14787.87,2151.83,9865.0,4.9,59.53124999999999,9.737130339539977
32,Mar 01 2001,2626209.56,266.35,286.49,183.11,2204.79,27.62,4.41,12681.66,424.03,14360.56,2183.37,9875.0,4.88,60.3968253968254,9.64337436640116
33,Mar 02 2001,2598111.05,263.1,281.24,178.48,2177.99,27.84,4.42,12261.8,426.13,13966.43,2117.63,9875.0,4.95,59.52488687782806,9.45043103448276
34,Mar 06 2001,2587076.55,261.85,281.44,178.46,2167.54,28.32,4.43,12687.74,431.52,14321.05,2204.43,9880.0,4.97,59.108352144469535,9.24611581920904
35,Mar 07 2001,2573917.79,260.65,281.08,178.36,2157.48,29.0,4.45,12723.89,430.55,14177.36,2223.92,9885.0,4.9,58.573033707865164,8.987931034482758
36,Mar 08 2001,2616725.28,263.65,282.92,179.56,2182.23,28.39,4.51,12650.56,428.04,14208.95,2168.73,9925.0,4.91,58.45898004434589,9.286720676294468
37,Mar 09 2001,2739817.02,269.8,289.52,183.81,2233.24,27.95,4.51,12627.9,414.11,14194.35,2052.78,10155.0,4.94,59.82261640798227,9.652951699463328
38,Mar 12 2001,2861250.0,272.5,293.26,185.87,2255.86,28.0,4.43,12171.37,396.61,13776.72,1923.38,10500.0,4.9,61.512415349887135,9.732142857142858
39,Mar 13 2001,2770421.74,269.3,293.58,185.4,2229.34,27.59,4.44,11819.7,385.91,13493.03,2014.78,10287.5,4.94,60.65315315315315,9.760782892352301
40,Mar 14 2001,2680714.51,263.85,289.4,182.17,2184.1,26.41,4.46,11843.59,389.19,13330.84,1972.09,10160.0,4.83,59.159192825112115,9.99053388867853
41,Mar 15 2001,2620498.05,262.05,289.05,181.48,2169.14,26.55,4.36,12152.83,386.86,13504.17,1940.71,9925.0,4.8,60.10321100917431,9.870056497175142
42,Mar 16 2001,2689120.0,260.7,290.73,182.33,2157.84,26.74,4.31,12232.98,380.51,13522.04,1890.91,10315.0,4.77,60.48723897911833,9.74943904263276
43,Mar 19 2001,2717013.36,260.55,290.14,182.71,2156.62,26.15,4.33,12190.97,367.14,13457.69,1951.18,10428.0,4.81,60.173210161662816,9.963671128107075
44,Mar 21 2001,2733970.0,262.0,291.92,183.31,2168.6,26.8,4.34,13103.94,369.07,13154.44,1830.23,10435.0,4.77,60.36866359447005,9.776119402985074
45,Mar 22 2001,2714653.23,261.15,295.52,184.0,2161.49,26.54,4.36,12853.97,363.18,12621.85,1897.7,10395.0,4.75,59.89678899082568,9.839864355689524
46,Mar 23 2001,2729695.73,262.85,294.31,183.89,2175.69,27.3,4.36,13214.54,371.47,12583.36,1928.68,10385.0,4.81,60.28669724770642,9.62820512820513
47,Mar 27 2001,2731350.0,262.0,291.69,182.32,2168.65,27.75,4.44,13638.33,369.3,12707.9,1972.26,10425.0,5.01,59.009009009009006,9.441441441441441
48,Mar 28 2001,2702957.49,260.15,292.57,181.34,2153.44,26.31,4.38,13765.51,375.18,12851.41,1854.13,10390.0,4.97,59.394977168949765,9.887875332573167
49,Mar 29 2001,2704908.61,260.15,294.95,181.14,2153.49,26.32,4.33,13072.36,381.77,12677.89,1820.57,10397.5,5.0,60.08083140877598,9.884118541033434
50,Mar 30 2001,2684589.24,257.7,291.52,181.27,2133.16,26.29,4.3,12999.7,381.05,12760.64,1840.26,10417.5,4.92,59.93023255813954,9.802206162038798
51,Apr 02 2001,2670198.34,255.95,290.19,180.14,2118.65,25.59,4.33,12937.86,375.03,12727.3,1782.97,10432.5,4.97,59.110854503464196,10.001953888237592
52,Apr 03 2001,2685407.97,257.1,289.95,180.14,2128.07,26.19,4.31,13124.47,372.65,12584.22,1673.0,10445.0,4.93,59.65197215777263,9.816723940435281
53,Apr 04 2001,2752763.98,259.45,287.38,181.02,2147.49,27.12,4.35,13242.78,367.41,12063.71,1638.8,10610.0,4.93,59.64367816091954,9.56674041297935
54,Apr 06 2001,2806683.88,258.8,287.11,179.87,2142.01,27.06,4.35,13383.76,364.34,12386.61,1720.36,10845.0,4.89,59.49425287356323,9.563932002956394
55,Apr 09 2001,2800696.5,259.0,287.14,178.65,2143.74,27.28,4.33,12841.76,362.28,12202.1,1745.71,10813.5,4.93,59.815242494226325,9.494134897360704
56,Apr 10 2001,2733963.08,256.65,288.31,178.36,2124.27,28.48,4.33,12620.27,369.2,12213.67,1852.03,10652.5,5.08,59.27251732101616,9.011587078651685
57,Apr 11 2001,2725176.98,257.7,291.29,179.71,2132.96,28.18,4.38,13174.93,367.16,12706.43,1898.95,10575.0,5.13,58.83561643835616,9.144783534421576
58,Apr 12 2001,2751290.63,259.25,290.15,179.99,2145.86,28.25,4.38,13352.44,365.98,12989.47,1961.43,10612.5,5.18,59.18949771689498,9.176991150442477
59,Apr 17 2001,2828268.13,260.55,295.37,181.99,2156.7,28.24,4.38,13067.09,360.04,12606.45,1923.22,10855.0,5.22,59.48630136986302,9.226274787535411
60,Apr 18 2001,2833111.65,258.85,296.57,182.05,2142.63,27.95,4.39,13641.79,356.23,12972.8,2079.44,10945.0,5.14,58.96355353075172,9.261180679785332
61,Apr 19 2001,2919092.87,263.1,295.95,183.13,2177.76,27.82,4.45,13868.28,349.31,13548.95,2182.14,11095.0,5.3,59.12359550561798,9.457225017972682
62,Apr 20 2001,3106832.03,263.85,292.78,183.04,2184.02,27.28,4.45,13765.67,342.86,13448.13,2163.41,11775.0,5.29,59.29213483146068,9.67192082111437
63,Apr 23 2001,3138068.25,262.6,292.66,182.46,2173.54,27.61,4.46,13715.6,346.41,13311.5,2059.32,11950.0,5.18,58.87892376681615,9.511046722202101
64,Apr 24 2001,3118654.84,263.4,294.66,183.42,2180.13,26.86,4.45,13743.18,348.1,13274.61,2016.61,11840.0,5.22,59.191011235955045,9.806403574087863
65,Apr 25 2001,3158047.5,263.5,293.69,183.02,2180.91,27.29,4.38,13827.5,353.18,13249.55,2059.8,11985.0,5.26,60.15981735159818,9.655551484060096
66,Apr 26 2001,3167006.5,263.5,292.19,182.95,2180.96,28.44,4.39,13973.03,351.34,13293.11,2034.88,12019.0,5.19,60.02277904328019,9.265119549929675
67,Apr 27 2001,3115663.28,264.6,296.44,184.17,2190.17,28.27,4.37,13934.32,351.56,13386.04,2075.68,11850.0,5.32,60.549199084668196,9.359745313052708
68,May 02 2001,2962838.2,263.95,296.04,184.1,2184.82,27.8,4.38,14421.64,362.72,13814.24,2220.6,11225.0,5.29,60.26255707762557,9.494604316546761
69,May 08 2001,2902613.47,265.2,299.59,185.15,2195.46,27.39,4.33,14289.05,372.97,13540.81,2198.77,10945.0,5.25,61.24711316397228,9.682365826944139
70,May 09 2001,2966437.13,267.85,302.89,188.37,2217.13,28.23,4.41,14084.85,372.11,13585.14,2156.63,11075.0,5.17,60.73696145124717,9.4881331916401
71,May 10 2001,2997243.7,268.45,303.95,188.68,2221.99,28.52,4.35,14017.79,369.03,13604.8,2128.86,11165.0,5.29,61.71264367816092,9.412692847124825
72,May 11 2001,3034209.17,269.05,307.1,189.47,2226.95,28.55,4.33,14043.92,370.36,13636.61,2107.43,11277.5,5.44,62.13625866050808,9.423817863397549
73,May 14 2001,3059188.33,268.35,307.04,189.18,2221.16,28.71,4.35,13873.02,368.28,13259.17,2081.92,11400.0,5.44,61.6896551724138,9.346917450365726
74,May 15 2001,3051235.32,266.6,303.44,187.5,2206.62,28.98,4.32,14054.03,370.88,13250.09,2085.58,11445.0,5.5,61.71296296296296,9.19944789510007
75,May 16 2001,3090290.64,270.9,306.34,189.54,2242.21,28.86,4.46,13694.27,376.23,13335.95,2166.44,11407.5,5.46,60.73991031390134,9.386694386694385
76,May 17 2001,3096200.0,274.0,310.9,191.64,2267.82,28.91,4.48,13910.67,376.7,13637.87,2193.68,11300.0,5.4,61.16071428571428,9.47768938083708
77,May 18 2001,3105375.0,273.0,311.32,190.96,2259.57,29.91,4.58,13877.77,376.8,13459.18,2198.88,11375.0,5.4,59.60698689956332,9.127382146439318
78,May 21 2001,3339181.25,291.25,332.82,202.74,2410.91,29.98,4.55,14176.83,380.38,13721.27,2305.59,11465.0,5.39,64.01098901098901,9.714809873248832
79,May 22 2001,3246412.63,284.15,327.93,198.96,2352.02,29.74,4.56,14091.19,379.67,13877.95,2313.85,11425.0,5.41,62.31359649122807,9.554472091459314
80,May 23 2001,3233855.03,283.15,328.94,198.74,2343.66,29.58,4.58,14067.7,380.68,13839.1,2243.48,11421.0,5.39,61.82314410480349,9.57234617985125
81,May 25 2001,3164443.75,276.25,322.42,194.45,2286.55,28.38,4.56,13765.92,390.12,13753.99,2251.03,11455.0,5.5,60.5811403508772,9.733967582804793
82,May 29 2001,3088400.0,275.75,322.82,194.45,2282.33,28.66,4.53,13773.89,406.38,13629.61,2175.54,11200.0,5.52,60.8719646799117,9.62142358688067
83,May 30 2001,3088045.0,271.0,316.11,190.44,2243.26,28.55,4.44,13493.35,408.93,13420.13,2084.5,11395.0,5.51,61.03603603603603,9.492119089316988
84,May 31 2001,2975937.5,267.5,315.6,188.3,2214.1,28.37,4.4,13262.14,405.86,13174.41,2110.49,11125.0,5.39,60.79545454545454,9.428974268593585
85,Jun 01 2001,3038828.88,265.4,313.53,187.56,2196.9,27.93,4.42,13261.84,396.51,13141.38,2149.44,11450.0,5.38,60.04524886877827,9.502327246688148
86,Jun 05 2001,2982481.95,265.7,313.33,188.48,2199.17,28.24,4.35,13182.0,396.46,13451.87,2233.66,11225.0,5.28,61.08045977011494,9.408640226628895
87,Jun 06 2001,2972272.5,265.5,313.53,190.51,2197.6,27.72,4.35,13174.84,397.6,13576.01,2217.73,11195.0,5.26,61.0344827586207,9.577922077922079
88,Jun 07 2001,2977657.36,266.1,312.95,191.6,2202.43,27.75,4.35,13277.51,397.96,13703.43,2264.0,11190.0,5.32,61.17241379310346,9.58918918918919
89,Jun 08 2001,2993737.5,267.0,314.71,193.52,2209.88,28.33,4.38,13430.22,398.81,13808.89,2215.1,11212.5,5.37,60.95890410958904,9.424638192728557
90,Jun 11 2001,3024652.5,268.5,318.96,195.6,2222.29,29.04,4.34,13226.48,404.48,13675.49,2170.78,11265.0,5.29,61.86635944700461,9.245867768595042
91,Jun 12 2001,3033000.15,269.9,317.87,195.74,2233.99,29.18,4.38,12840.1,417.05,13526.68,2169.95,11237.5,5.25,61.62100456621004,9.249485949280329
92,Jun 13 2001,3052638.2,271.95,319.38,196.0,2251.17,28.84,4.42,12823.45,417.08,13523.31,2121.66,11225.0,5.27,61.52714932126697,9.429611650485436
93,Jun 14 2001,3057688.9,272.4,317.19,194.56,2254.74,29.04,4.48,12846.66,416.74,13248.89,2044.07,11225.0,5.23,60.803571428571416,9.380165289256198
94,Jun 15 2001,3064971.45,272.2,315.7,193.96,2253.0,28.51,4.41,12790.38,417.56,13102.5,2028.43,11260.0,5.24,61.723356009070294,9.547527183444405
95,Jun 18 2001,3072240.0,272.0,315.8,193.77,2251.34,27.55,4.44,12697.79,421.47,12948.78,1988.63,11295.0,5.26,61.261261261261254,9.872958257713249
96,Jun 19 2001,3114024.89,273.4,318.87,195.02,2263.18,27.48,4.42,12574.26,424.04,13133.66,1992.66,11390.0,5.24,61.855203619909496,9.9490538573508
97,Jun 20 2001,3065235.0,271.5,318.7,194.6,2247.21,26.5,4.36,12674.64,432.32,12918.71,2031.24,11290.0,5.21,62.27064220183486,10.245283018867925
98,Jun 21 2001,3082435.95,271.7,318.3,192.12,2248.83,26.56,4.34,12962.43,435.21,13187.45,2058.76,11345.0,5.18,62.6036866359447,10.229668674698795
99,Jun 22 2001,3103319.28,273.3,319.87,193.66,2262.02,26.83,4.31,13044.61,437.6,13174.02,2034.84,11355.0,5.12,63.410672853828316,10.186358553857623
100,Jun 26 2001,3115928.0,274.0,317.98,193.53,2267.84,26.98,4.37,12978.82,438.41,12961.97,2064.62,11372.0,5.23,62.70022883295194,10.155670867309118
101,Jun 27 2001,3131343.77,274.8,319.57,194.42,2274.46,25.61,4.33,12828.98,436.12,13004.21,2074.74,11395.0,5.24,63.464203233256356,10.730183522061695
102,Jun 28 2001,3085101.25,269.5,317.62,191.28,2230.65,25.56,4.31,12679.88,428.47,12827.82,2125.46,11447.5,5.34,62.52900232018562,10.543818466353677
103,Jun 29 2001,3082132.33,270.6,319.63,192.41,2239.67,26.25,4.31,12969.05,437.62,13042.53,2161.24,11390.0,5.4,62.784222737819036,10.30857142857143
104,Jul 03 2001,3039957.0,268.5,317.11,190.8,2222.29,26.24,4.27,12817.41,428.65,13184.75,2140.8,11322.0,5.38,62.880562060889936,10.232469512195122
105,Jul 05 2001,3024366.88,266.3,318.2,190.3,2204.08,27.02,4.23,12607.3,431.0,12999.48,2080.11,11357.0,5.4,62.95508274231678,9.855662472242784
106,Jul 09 2001,3014778.29,266.1,313.35,188.78,2202.43,27.59,4.24,12239.68,434.54,12690.68,2026.71,11329.5,5.33,62.759433962264154,9.64479884015948
107,Jul 10 2001,3036091.85,267.45,312.48,189.51,2213.68,27.49,4.26,12300.41,435.6,12713.9,1962.79,11352.0,5.27,62.78169014084507,9.728992360858495
108,Jul 11 2001,3034014.79,267.55,310.63,189.17,2214.48,27.11,4.25,12005.11,437.43,12527.9,1972.04,11340.0,5.29,62.95294117647059,9.869052010328293
109,Jul 12 2001,3025165.78,266.3,312.38,189.4,2204.14,26.8,4.27,12407.95,441.47,12660.2,2075.74,11360.0,5.24,62.36533957845434,9.936567164179104
110,Jul 13 2001,3017743.84,266.35,312.73,190.15,2204.5,26.59,4.32,12355.15,446.13,12612.79,2084.79,11330.0,5.23,61.655092592592595,10.016923655509592
111,Jul 16 2001,3041955.0,268.25,313.74,191.62,2220.22,26.06,4.21,12343.37,443.32,12624.53,2029.12,11340.0,5.17,63.71733966745843,10.293553338449732
112,Jul 17 2001,3033244.34,267.6,314.27,191.09,2214.9,25.57,4.25,12128.57,446.44,12495.25,2067.32,11335.0,5.21,62.964705882352945,10.46538912788424
113,Jul 18 2001,3027899.05,268.55,308.22,189.75,2222.79,24.89,4.28,11892.58,453.3,12427.19,2016.17,11275.0,5.09,62.745327102803735,10.789473684210526
114,Jul 19 2001,3040602.5,270.3,310.8,190.77,2237.22,24.7,4.24,11908.39,463.26,12279.82,2046.59,11249.0,5.11,63.75,10.94331983805668
115,Jul 23 2001,2760892.0,268.7,309.56,189.31,2224.03,26.12,4.26,11609.63,470.23,12236.45,1988.56,10187.5,5.1,63.075117370892016,10.287136294027563
116,Jul 24 2001,2660625.0,268.75,307.35,189.25,2224.52,26.31,4.26,11883.25,457.92,12214.1,1959.24,10050.0,5.11,63.0868544600939,10.214747244393767
117,Jul 26 2001,2688375.0,267.5,305.09,187.41,2214.12,26.73,4.25,11858.56,443.69,12039.82,2022.96,10050.0,5.13,62.94117647058823,10.007482229704452
118,Jul 27 2001,2651518.4,266.15,304.73,186.96,2202.92,27.02,4.23,11798.08,447.38,12182.17,2029.07,10050.0,5.1,62.919621749408975,9.850111028867504
119,Jul 30 2001,2583108.11,266.3,304.27,186.93,2204.08,26.63,4.21,11579.27,449.19,12086.66,2017.84,9700.0,5.07,63.2541567695962,10.0
120,Jul 31 2001,2526049.07,265.9,303.89,186.58,2200.85,26.35,4.24,11860.77,444.08,12316.69,2027.13,9500.0,5.06,62.71226415094339,10.091081593927893
121,Aug 01 2001,2573242.34,267.35,304.15,186.7,2212.83,26.77,4.24,11959.33,443.19,12478.74,2068.38,9625.0,5.07,63.05424528301887,9.98692566305566
122,Aug 02 2001,2569875.0,267.0,302.76,186.46,2209.91,27.71,4.25,12399.2,436.46,12466.37,2087.38,9625.0,5.15,62.8235294117647,9.635510645976181
123,Aug 03 2001,2548591.36,267.85,302.42,187.4,2216.94,27.62,4.24,12241.97,435.15,12269.08,2066.33,9515.0,5.16,63.17216981132076,9.69768283852281
124,Aug 06 2001,2509007.54,267.2,303.5,188.32,2211.61,27.74,4.21,12243.9,430.81,12148.81,2034.26,9390.0,5.16,63.46793349168646,9.632299927901947
125,Aug 07 2001,2492639.29,266.45,303.89,187.93,2205.46,27.94,4.19,12319.46,432.94,12007.19,2027.79,9355.0,5.17,63.59188544152744,9.536506800286327
126,Aug 08 2001,2485511.09,266.4,303.97,188.41,2205.07,27.54,4.17,12163.67,442.53,11958.01,1966.36,9330.0,5.05,63.88489208633093,9.673202614379084
127,Aug 09 2001,2484000.0,270.0,303.81,189.96,2234.87,27.64,4.22,11754.56,430.69,11716.77,1963.32,9200.0,5.04,63.98104265402844,9.768451519536903
128,Aug 10 2001,2512536.22,275.8,308.02,193.32,2282.74,28.05,4.15,11735.06,435.67,11765.81,1956.47,9110.0,4.98,66.4578313253012,9.832442067736185
129,Aug 13 2001,2356378.75,275.6,306.73,193.83,2281.17,27.82,4.16,11477.56,441.18,11694.29,1982.25,8550.0,4.97,66.25,9.906542056074768
130,Aug 14 2001,2329132.5,274.5,305.88,193.2,2272.12,28.01,4.22,11917.95,441.9,11991.01,1964.53,8485.0,4.97,65.04739336492891,9.800071403070332
131,Aug 15 2001,2416194.96,275.35,302.22,191.47,2279.1,27.56,4.17,11755.4,436.41,12141.63,1918.89,8775.0,5.0,66.03117505995205,9.990928882438318
132,Aug 16 2001,2414124.15,275.9,302.26,191.19,2283.62,27.4,4.22,11515.02,435.32,11832.44,1930.32,8750.0,4.94,65.37914691943128,10.069343065693431
133,Aug 20 2001,2358440.42,276.65,303.18,191.53,2289.78,27.18,4.16,11257.94,437.87,11458.7,1881.35,8525.0,4.91,66.50240384615384,10.178440029433407
134,Aug 21 2001,2360291.08,276.3,302.76,190.8,2286.88,27.91,4.21,11280.38,437.2,11440.35,1831.3,8542.5,4.87,65.62945368171022,9.899677534933716
135,Aug 22 2001,2376446.49,275.85,299.51,189.49,2283.18,26.37,4.22,11396.43,441.98,11188.57,1860.01,8615.0,4.9,65.36729857819905,10.460750853242322
136,Aug 23 2001,2398064.97,274.85,301.01,189.97,2274.88,26.63,4.23,11126.92,439.69,11345.38,1842.97,8725.0,4.88,64.97635933806147,10.32106646639129
137,Aug 24 2001,2371994.3,272.8,298.79,188.61,2258.05,26.9,4.2,11166.31,441.22,11110.3,1916.8,8695.0,4.93,64.95238095238095,10.141263940520448
138,Aug 27 2001,2382906.29,272.8,299.94,189.06,2257.96,26.67,4.21,11275.01,441.31,11234.72,1912.41,8735.0,4.93,64.79809976247031,10.228721409823772
139,Aug 28 2001,2447579.74,271.05,298.05,187.15,2243.42,27.17,4.2,11189.4,440.94,11300.53,1864.98,9030.0,4.84,64.53571428571429,9.976076555023923
140,Aug 29 2001,2496576.16,272.85,299.74,187.93,2258.35,27.05,4.2,10979.76,437.84,11242.41,1843.17,9150.0,4.77,64.96428571428572,10.086876155268023
141,Aug 30 2001,2428914.26,272.3,299.49,187.88,2253.74,26.55,4.18,10938.45,434.32,11315.63,1791.68,8920.0,4.81,65.14354066985646,10.256120527306969
142,Aug 31 2001,2419462.5,273.0,300.53,188.22,2259.59,27.2,4.2,10713.51,435.55,11090.48,1805.43,8862.5,4.84,65.0,10.036764705882353
143,Sep 04 2001,2447975.24,272.3,305.68,188.3,2253.77,26.93,4.18,10772.59,441.16,11136.86,1770.78,8990.0,4.96,65.14354066985646,10.111399925733384
144,Sep 05 2001,2456619.73,271.3,305.35,186.76,2245.55,26.95,4.18,10598.79,442.23,10943.14,1759.01,9055.0,4.96,64.9043062200957,10.066790352504638
145,Sep 06 2001,2448448.24,272.05,305.3,187.32,2251.7,27.58,4.17,10650.33,448.69,10664.32,1705.64,9000.0,4.87,65.23980815347723,9.864031907179116
146,Sep 07 2001,2503438.66,273.6,302.86,187.16,2264.5,28.03,4.17,10516.79,443.81,10384.2,1687.7,9150.0,4.79,65.61151079136691,9.760970388869069
147,Sep 10 2001,2463862.5,271.5,301.87,186.18,2247.12,27.63,4.18,10195.69,443.6,10366.32,1695.38,9075.0,4.84,64.95215311004785,9.82627578718784
148,Sep 17 2001,2731623.75,293.25,318.92,200.05,2427.14,28.81,4.38,9504.41,407.25,9319.35,1579.55,9315.0,4.62,66.95205479452055,10.178757375911143
149,Sep 18 2001,2771004.06,289.4,313.95,197.92,2395.3,27.7,4.44,9679.88,413.83,9307.9,1555.08,9575.0,4.72,65.18018018018017,10.447653429602887
150,Sep 19 2001,2767199.09,288.1,309.95,196.24,2384.49,26.72,4.69,9939.6,422.45,9558.15,1527.8,9605.0,4.7,61.42857142857143,10.782185628742516
151,Sep 20 2001,2724882.5,288.5,311.19,196.83,2387.8,26.59,4.52,9785.16,422.35,9317.98,1470.93,9445.0,4.75,63.82743362831859,10.849943587814968
152,Sep 21 2001,2753887.5,292.5,319.32,200.7,2420.93,25.97,4.6,9554.99,414.43,8934.2,1423.19,9415.0,4.69,63.58695652173913,11.262995764343474
153,Sep 25 2001,2741040.0,288.0,311.86,195.96,2383.83,0.939583333,4.52,9693.97,409.09,9210.06,1501.64,9517.5,4.71,63.71681415929204,306.51884711539475
154,Sep 26 2001,2808120.28,291.45,316.38,197.61,2412.3,21.2,4.59,9641.7,401.02,9371.75,1464.04,9635.0,4.64,63.49673202614379,13.747641509433961
155,Sep 27 2001,2803088.61,289.8,314.86,196.38,2398.64,0.964583333,4.59,9696.53,395.04,9600.79,1460.71,9672.5,4.56,63.13725490196079,300.44060485544384
156,Sep 28 2001,2845266.83,293.1,321.84,199.43,2425.93,23.36,4.64,9774.68,392.48,9950.7,1498.8,9707.5,4.59,63.16810344827587,12.54708904109589
157,Oct 03 2001,2873439.05,290.1,315.19,196.48,2401.1,22.01,4.6,9924.23,371.49,9897.14,1580.81,9905.0,4.47,63.06521739130436,13.180372557928214
158,Oct 04 2001,2823652.33,290.35,317.91,196.59,2403.17,22.54,4.64,10205.48,381.24,10286.39,1597.31,9725.0,4.5,62.57543103448277,12.881543921916593
159,Oct 05 2001,2872687.52,291.2,316.9,196.68,2410.2,23.05,4.67,10205.87,381.59,10277.38,1605.3,9865.0,4.51,62.355460385438974,12.633405639913232
160,Oct 09 2001,2900000.0,290.0,315.84,197.74,2400.3,22.48,4.52,10011.77,369.8,10358.93,1570.19,10000.0,4.6,64.15929203539824,12.90035587188612
161,Oct 10 2001,2867191.77,287.15,315.06,197.98,2376.68,0.972916667,4.42,9964.88,368.3,10298.24,1626.26,9985.0,4.6,64.96606334841628,295.14346884962964
